HARSID	chr	start	end	nearest_gene	chrom	chrom_start	chrom_end	overlap_bp
HARsv2_1621	chr20	675745	675937	SCRT2	chr20	675453	675954	192
HARsv2_1622	chr20	728331	728421	SCRT2;SLC52A3	chr20	728282	728783	90
HARsv2_1636	chr20	9474913	9475383	PLCB4	chr20	9474884	9475385	470
HARsv2_1687	chr20	63102094	63102278	HAR1A;HAR1B	chr20	63101866	63102367	184
HARsv2_1695	chr21	16071060	16071470	MIR99AHG	chr21	16071124	16071625	346
HARsv2_1733	chr22	42318257	42318359	OGFRP1;LINC01315	chr22	42318353	42318854	6
HARsv2_1762	chr3	5426279	5426459	MIR4790;GRM7-AS3	chr3	5426299	5426800	160
HARsv2_1772	chr3	16885059	16885256	PLCL2	chr3	16884904	16885405	197
HARsv2_1785	chr3	29440629	29440964	RBMS3	chr3	29440537	29441038	335
HARsv2_1801	chr3	58824526	58824756	C3orf67-AS1	chr3	58824191	58824692	166
HARsv2_1870	chr3	82416707	82417066	GBE1;NONE	chr3	82416458	82416959	252
HARsv2_1876	chr3	85709404	85709890	CADM2	chr3	85709726	85710227	164
HARsv2_1899	chr3	107598985	107599445	BBX	chr3	107599055	107599556	390
HARsv2_1907	chr3	114418993	114419243	ZBTB20	chr3	114419143	114419644	100
HARsv2_1984	chr3	186239307	186239606	DGKG	chr3	186239195	186239696	299
HARsv2_2109	chr4	104420783	104421333	TACR3;CXXC4	chr4	104420814	104421315	501
HARsv2_2110	chr4	104424503	104425073	TACR3;CXXC4	chr4	104425016	104425517	57
HARsv2_2125	chr4	123396505	123396895	SPRY1	chr4	123396484	123396985	390
HARsv2_2129	chr4	129362933	129363296	C4orf33;LOC101927282	chr4	129362674	129363175	242
HARsv2_2146	chr4	145482002	145482018	SMAD1	chr4	145481594	145482095	16
HARsv2_2222	chr5	13957033	13957148	DNAH5;TRIO	chr5	13956993	13957494	115
HARsv2_2279	chr5	88830177	88830447	MEF2C	chr5	88830204	88830705	243
HARsv2_2281	chr5	89457963	89458333	MEF2C-AS1;MIR3660	chr5	89458150	89458651	183
HARsv2_2349	chr5	146699780	146700181	PPP2R2B	chr5	146699581	146700082	302
HARsv2_2366	chr5	159208012	159208347	RNF145	chr5	159207835	159208336	324
HARsv2_2441	chr6	40521381	40521591	LRFN2	chr6	40521090	40521591	210
HARsv2_2487	chr6	90151900	90152351	BACH2	chr6	90152064	90152565	287
HARsv2_2571	chr6	162728028	162728130	PACRG	chr6	162727595	162728096	68
HARsv2_2617	chr7	23106901	23107611	KLHL7	chr7	23106950	23107451	501
HARsv2_2624	chr7	26420508	26420599	LOC441204	chr7	26420555	26421056	44
HARsv2_2635	chr7	31192946	31193261	ADCYAP1R1;NEUROD6	chr7	31192837	31193338	315
HARsv2_2702	chr7	115473653	115474422	LINC01392;TFEC	chr7	115474035	115474536	387
HARsv2_2763	chr8	15237919	15238303	SGCZ	chr8	15238153	15238654	150
HARsv2_2806	chr8	56212501	56212851	CHCHD7	chr8	56212457	56212958	350
HARsv2_2911	chr9	2159560	2160390	SMARCA2	chr9	2159803	2160304	501
HARsv2_2912	chr9	2241880	2242215	SMARCA2;VLDLR-AS1	chr9	2241798	2242299	335
HARsv2_2913	chr9	2621394	2621609	VLDLR-AS1	chr9	2621455	2621956	154
HARsv2_2988	chr9	26219940	26220250	LOC100506422;CAAP1	chr9	26219859	26220360	310
HARsv2_3032	chr9	99103898	99104243	TGFBR1	chr9	99103866	99104367	345
HARsv2_3040	chr9	106615975	106616302	LINC01505	chr9	106615962	106616463	327
HARsv2_3171	chrX	155768463	155768752	SPRY3	chrX	155767971	155768472	9
