HARSID	chr	start	end	nearest_gene	chrom	chrom_start	chrom_end	overlap_bp
HARsv2_0283	chr10	78663843	78664013	LINC00595;ZMIZ1-AS1	chr10	78663641	78664142	170
HARsv2_0291	chr10	96513991	96514086	TLL2	chr10	96513684	96514185	95
HARsv2_0309	chr10	115876842	115877083	ATRNL1	chr10	115876370	115876871	29
HARsv2_0323	chr10	122154705	122155085	TACC2	chr10	122154958	122155459	127
HARsv2_0326	chr10	125124276	125124426	CTBP2	chr10	125123805	125124306	30
HARsv2_0327	chr10	125501517	125501855	CTBP2;TEX36-AS1	chr10	125501041	125501542	25
HARsv2_0345	chr11	8357103	8357324	LMO1;STK33	chr11	8357050	8357551	221
HARsv2_0348	chr11	12329873	12330103	MICALCL	chr11	12329767	12330268	230
HARsv2_0355	chr11	17765373	17765683	KCNC1	chr11	17765320	17765821	310
HARsv2_0357	chr11	19881254	19881444	NAV2	chr11	19881121	19881622	190
HARsv2_0359	chr11	22491771	22492110	LINC01495	chr11	22491784	22492285	326
HARsv2_0369	chr11	31809216	31809243	PAX6	chr11	31808746	31809247	27
HARsv2_0392	chr11	47021642	47021869	C11orf49	chr11	47021298	47021799	157
HARsv2_0407	chr11	86588478	86588838	ME3	chr11	86588720	86589221	118
HARsv2_0420	chr11	100576644	100576929	CNTN5;ARHGAP42	chr11	100576379	100576880	236
HARsv2_0426	chr11	111081041	111081359	ARHGAP20;C11orf53	chr11	111081023	111081524	318
HARsv2_0433	chr11	114229042	114229488	ZBTB16	chr11	114229085	114229586	403
HARsv2_0436	chr11	115284969	115285178	CADM1	chr11	115284785	115285286	209
HARsv2_0442	chr11	116053594	116053824	LINC00900;BUD13	chr11	116053114	116053615	21
HARsv2_0449	chr11	119980415	119980586	LOC102724301;TRIM29	chr11	119980395	119980896	171
HARsv2_0451	chr11	121930498	121930701	SORL1;MIR100HG	chr11	121930035	121930536	38
HARsv2_0452	chr11	124746884	124747294	NRGN	chr11	124746785	124747286	402
HARsv2_0456	chr11	127143567	127143760	LOC101929473;LOC101929497	chr11	127143202	127143703	136
HARsv2_0463	chr11	131592914	131593015	NTM	chr11	131592657	131593158	101
HARsv2_0474	chr11	133940996	133941269	IGSF9B	chr11	133941029	133941530	240
HARsv2_0477	chr12	3137708	3137874	TSPAN9	chr12	3137439	3137940	166
HARsv2_0478	chr12	3491584	3491600	LOC100129223	chr12	3491270	3491771	16
HARsv2_0480	chr12	12320015	12320271	LRP6;MANSC1	chr12	12319518	12320019	4
HARsv2_0484	chr12	16018102	16018745	DERA	chr12	16018087	16018588	486
HARsv2_0509	chr12	47759145	47759313	RAPGEF3	chr12	47758663	47759164	19
HARsv2_0510	chr12	53803283	53803467	CISTR;HOXC13-AS	chr12	53803190	53803691	184
HARsv2_0513	chr12	60522714	60522973	SLC16A7;FAM19A2	chr12	60522630	60523131	259
HARsv2_0548	chr12	92363677	92363708	BTG1;CLLU1OS	chr12	92363601	92364102	31
HARsv2_0550	chr12	94535193	94535306	CEP83-AS1;MIR5700	chr12	94535006	94535507	113
HARsv2_0555	chr12	97537474	97537846	RMST;MIR135A2	chr12	97537429	97537930	372
HARsv2_0583	chr12	130281220	130281485	FZD10;PIWIL1	chr12	130281071	130281572	265
HARsv2_0600	chr13	44045230	44045450	LINC00284;SMIM2-AS1	chr13	44045133	44045634	220
HARsv2_0603	chr13	52925863	52926199	PCDH8;OLFM4	chr13	52925826	52926327	336
HARsv2_0646	chr13	74966637	74966994	LINC00347;CTAGE11P	chr13	74966746	74967247	248
HARsv2_0648	chr13	76489238	76489541	LMO7DN;KCTD12	chr13	76489046	76489547	303
HARsv2_0670	chr13	94947886	94948541	LOC101927284;LINC00557	chr13	94947859	94948360	474
HARsv2_0692	chr13	104144174	104144430	LINC01309;DAOA-AS1	chr13	104144184	104144685	246
HARsv2_0700	chr13	106349372	106349742	LINC00343;LINC00460	chr13	106348935	106349436	64
HARsv2_0700	chr13	106349372	106349742	LINC00343;LINC00460	chr13	106349669	106350170	73
HARsv2_0702	chr13	110247913	110248408	COL4A1	chr13	110247535	110248036	123
HARsv2_0711	chr14	24007062	24007204	DHRS4L1	chr14	24006827	24007328	142
HARsv2_0726	chr14	32711134	32711424	AKAP6	chr14	32711048	32711549	290
HARsv2_0728	chr14	32734197	32734400	AKAP6	chr14	32734184	32734685	203
HARsv2_0740	chr14	33349939	33350254	NPAS3	chr14	33349793	33350294	315
HARsv2_0749	chr14	33792601	33792837	NPAS3	chr14	33792622	33793123	215
HARsv2_0760	chr14	38738128	38738391	CLEC14A;LINC00639	chr14	38737989	38738490	263
HARsv2_0772	chr14	47674137	47674677	MDGA2	chr14	47674070	47674571	434
HARsv2_0772	chr14	47674137	47674677	MDGA2	chr14	47674609	47675110	68
HARsv2_0776	chr14	48876992	48877014	LINC00648;RPS29	chr14	48876868	48877369	22
HARsv2_0796	chr14	69852566	69852794	SLC10A1;SMOC1	chr14	69852465	69852966	228
HARsv2_0806	chr14	79293830	79294063	NRXN3	chr14	79293444	79293945	115
HARsv2_0833	chr14	97633203	97633393	LOC100129345	chr14	97633313	97633814	80
HARsv2_0835	chr14	98108751	98109242	LINC01550;C14orf177	chr14	98108577	98109078	327
HARsv2_0838	chr14	99035963	99036323	C14orf177;BCL11B	chr14	99035727	99036228	265
HARsv2_0858	chr15	33738059	33738534	RYR3	chr15	33737628	33738129	70
HARsv2_0876	chr15	36884820	36884965	LOC145845	chr15	36884491	36884992	145
HARsv2_0880	chr15	37045663	37046182	MEIS2	chr15	37045901	37046402	281
HARsv2_0891	chr15	57259309	57259534	TCF12	chr15	57259455	57259956	79
HARsv2_0894	chr15	59741122	59741301	BNIP2;FOXB1	chr15	59741226	59741727	75
HARsv2_0898	chr15	60375362	60375650	ANXA2	chr15	60375155	60375656	288
HARsv2_0920	chr15	75453904	75454429	SIN3A	chr15	75453865	75454366	462
HARsv2_0922	chr15	77556678	77557448	HMG20A;LINGO1	chr15	77556553	77557054	376
HARsv2_0935	chr15	91321885	91321921	SV2B;LOC101926928	chr15	91321636	91322137	36
HARsv2_0949	chr15	96409230	96409870	NR2F2;SPATA8-AS1	chr15	96409564	96410065	306
HARsv2_0953	chr15	97652889	97653016	LOC101927310;LINC00923	chr15	97652560	97653061	127
HARsv2_0974	chr16	7422517	7422582	RBFOX1	chr16	7422472	7422973	65
HARsv2_0985	chr16	17850721	17851018	XYLT1;NPIPA7	chr16	17850874	17851375	144
HARsv2_0990	chr16	24433653	24433831	CACNG3;RBBP6	chr16	24433621	24434122	178
HARsv2_1002	chr16	52523681	52524314	TOX3	chr16	52523804	52524305	501
HARsv2_1003	chr16	52569009	52569343	CASC16	chr16	52568925	52569426	334
HARsv2_1008	chr16	56789794	56789816	NUP93	chr16	56789341	56789842	22
HARsv2_1016	chr16	61568847	61569327	MIR4426;CDH8	chr16	61569088	61569589	239
HARsv2_1024	chr16	63981488	63981876	CDH8;CDH11	chr16	63981643	63982144	233
HARsv2_1039	chr16	73053041	73053661	ZFHX3	chr16	73053565	73054066	96
HARsv2_1060	chr16	78958158	78958544	WWOX	chr16	78957658	78958159	1
HARsv2_1061	chr16	79022426	79022704	WWOX	chr16	79022246	79022747	278
HARsv2_1067	chr16	80045958	80046209	LINC01229;LOC102724084	chr16	80045939	80046440	251
HARsv2_1068	chr16	80121587	80122116	LINC01229;LOC102724084	chr16	80122096	80122597	20
HARsv2_1073	chr16	82499619	82499942	MPHOSPH6;CDH13	chr16	82499260	82499761	142
HARsv2_1074	chr16	82627815	82628095	CDH13	chr16	82627458	82627959	144
HARsv2_1078	chr16	82940689	82940715	CDH13	chr16	82940519	82941020	26
HARsv2_1080	chr16	85365994	85366724	MIR5093;GSE1	chr16	85366024	85366525	501
HARsv2_1093	chr17	6160300	6160490	WSCD1;AIPL1	chr17	6160163	6160664	190
HARsv2_1096	chr17	9974083	9974393	GAS7	chr17	9973935	9974436	310
HARsv2_1101	chr17	29677682	29677832	SSH2	chr17	29677294	29677795	113
HARsv2_1111	chr17	44138032	44138627	HDAC5;C17orf53	chr17	44138035	44138536	501
HARsv2_1126	chr17	57598228	57598520	MSI2	chr17	57597765	57598266	38
HARsv2_1133	chr17	65438982	65439366	RGS9;AXIN2	chr17	65438893	65439394	384
HARsv2_1137	chr17	68206139	68206241	LOC440461;AMZ2	chr17	68206237	68206738	4
HARsv2_1144	chr17	73804041	73804616	LINC00469	chr17	73803853	73804354	313
HARsv2_1144	chr17	73804041	73804616	LINC00469	chr17	73804593	73805094	23
HARsv2_1149	chr17	77042812	77043058	MGAT5B;SEC14L1	chr17	77042693	77043194	246
HARsv2_1151	chr17	79951064	79951232	TBC1D16	chr17	79950653	79951154	90
HARsv2_1153	chr18	908419	909169	ADCYAP1	chr18	908122	908623	204
HARsv2_1156	chr18	2240380	2240610	LINC00470;METTL4	chr18	2239880	2240381	1
HARsv2_1156	chr18	2240380	2240610	LINC00470;METTL4	chr18	2240456	2240957	154
HARsv2_1158	chr18	3499007	3499552	DLGAP1	chr18	3498959	3499460	453
HARsv2_1174	chr18	25679596	25679986	ZNF521;SS18	chr18	25679486	25679987	390
HARsv2_1184	chr18	32771331	32771440	KLHL14	chr18	32771116	32771617	109
HARsv2_1186	chr18	33585161	33585727	ASXL3	chr18	33585020	33585521	360
HARsv2_1189	chr18	37669137	37669407	MIR4318;LINC00669	chr18	37669029	37669530	270
HARsv2_1225	chr18	45291880	45292671	SLC14A2	chr18	45291793	45292294	414
HARsv2_1240	chr18	53021284	53021463	DCC	chr18	53021179	53021680	179
HARsv2_1278	chr18	78248052	78248235	LINC01029;SALL3	chr18	78247758	78248259	183
HARsv2_1279	chr18	78430067	78430551	LINC01029;SALL3	chr18	78429913	78430414	347
HARsv2_1280	chr18	78772348	78772585	LINC01029;SALL3	chr18	78772114	78772615	237
HARsv2_1293	chr19	31304528	31304699	TSHZ3	chr19	31304672	31305173	27
HARsv2_1294	chr19	31421505	31421900	TSHZ3;THEG5	chr19	31421505	31422006	395
HARsv2_1303	chr19	42175892	42176212	LOC100505622;DEDD2	chr19	42175534	42176035	143
HARsv2_1303	chr19	42175892	42176212	LOC100505622;DEDD2	chr19	42176205	42176706	7
HARsv2_1307	chr2	6345263	6345586	LOC400940;LINC01247	chr2	6345358	6345859	228
HARsv2_1313	chr2	11391805	11391826	ROCK2;LINC00570	chr2	11391563	11392064	21
HARsv2_1319	chr2	19461892	19462035	OSR1;LINC00954	chr2	19461446	19461947	55
HARsv2_1324	chr2	21518768	21518905	APOB;LOC645949	chr2	21518504	21519005	137
HARsv2_1325	chr2	21519423	21519654	APOB;LOC645949	chr2	21519360	21519861	231
HARsv2_1328	chr2	21757748	21758478	LOC645949;LOC102723362	chr2	21757626	21758127	379
HARsv2_1330	chr2	22329088	22329838	LOC645949;LOC102723362	chr2	22329100	22329601	501
HARsv2_1346	chr2	31075608	31075652	GALNT14	chr2	31075360	31075861	44
HARsv2_1371	chr2	53114722	53114912	MIR4431;ASB3	chr2	53114519	53115020	190
HARsv2_1376	chr2	58951920	58952754	LINC01122	chr2	58951724	58952225	305
HARsv2_1382	chr2	63840026	63840176	UGP2	chr2	63840147	63840648	29
HARsv2_1418	chr2	104872562	104872922	LINC01159	chr2	104872330	104872831	269
HARsv2_1420	chr2	105262724	105263064	GPR45;TGFBRAP1	chr2	105262780	105263281	284
HARsv2_1423	chr2	107986149	107986659	SLC5A7	chr2	107986535	107987036	124
HARsv2_1433	chr2	113890263	113890903	ACTR3	chr2	113890343	113890844	501
HARsv2_1441	chr2	118309582	118310304	INSIG2;LOC101927709	chr2	118309904	118310405	400
HARsv2_1442	chr2	118842584	118843004	EN1	chr2	118842898	118843399	106
HARsv2_1444	chr2	121075207	121075564	GLI2;TFCP2L1	chr2	121075214	121075715	350
HARsv2_1454	chr2	134360689	134360979	MGAT5	chr2	134360565	134361066	290
HARsv2_1468	chr2	143726251	143726401	ARHGAP15	chr2	143726109	143726610	150
HARsv2_1476	chr2	144514690	144514707	ZEB2	chr2	144514659	144515160	17
HARsv2_1487	chr2	147198244	147199008	PABPC1P2;ACVR2A	chr2	147198579	147199080	429
HARsv2_1517	chr2	170823007	170823211	GAD1	chr2	170822976	170823477	204
HARsv2_1518	chr2	170880908	170881177	GAD1;GORASP2	chr2	170880590	170881091	183
HARsv2_1520	chr2	171573809	171574147	CYBRD1;DYNC1I2	chr2	171574032	171574533	115
HARsv2_1547	chr2	189441478	189441505	WDR75	chr2	189441167	189441668	27
HARsv2_1551	chr2	191918493	191918528	SDPR;TMEFF2	chr2	191918166	191918667	35
HARsv2_1560	chr2	202123242	202123482	KIAA2012	chr2	202123241	202123742	240
HARsv2_1563	chr2	204370599	204370621	ICOS;PARD3B	chr2	204370382	204370883	22
HARsv2_1572	chr2	205892317	205892437	NRP2;INO80D	chr2	205892278	205892779	120
HARsv2_1582	chr2	211534483	211535084	ERBB4	chr2	211534511	211535012	501
HARsv2_1595	chr2	216636797	216636900	IGFBP2	chr2	216636814	216637315	86
HARsv2_1616	chr2	229273399	229273651	PID1;DNER	chr2	229273643	229274144	8
HARsv2_1618	chr2	236180712	236180877	GBX2;ASB18	chr2	236180780	236181281	97
HARsv2_1620	chr2	237315617	237315847	COPS8;COL6A3	chr2	237315137	237315638	21
HARsv2_1621	chr20	675745	675937	SCRT2	chr20	675502	676003	192
HARsv2_1622	chr20	728331	728421	SCRT2;SLC52A3	chr20	728255	728756	90
HARsv2_1642	chr20	15223081	15223264	MACROD2	chr20	15223047	15223548	183
HARsv2_1645	chr20	15930132	15930236	LOC613266	chr20	15930223	15930724	13
HARsv2_1677	chr20	53003720	53003856	TSHZ2	chr20	53003337	53003838	118
HARsv2_1682	chr20	58271798	58272154	PPP4R1L	chr20	58271557	58272058	260
HARsv2_1682	chr20	58271798	58272154	PPP4R1L	chr20	58272069	58272570	85
HARsv2_1687	chr20	63102094	63102278	HAR1A;HAR1B	chr20	63101814	63102315	184
HARsv2_1690	chr21	14333904	14334176	ABCC13;HSPA13	chr21	14333924	14334425	252
HARsv2_1695	chr21	16071060	16071470	MIR99AHG	chr21	16071122	16071623	348
HARsv2_1698	chr21	16843314	16843531	MIR99AHG;LINC01549	chr21	16843118	16843619	217
HARsv2_1733	chr22	42318257	42318359	OGFRP1;LINC01315	chr22	42318118	42318619	102
HARsv2_1735	chr22	46845287	46845476	TBC1D22A	chr22	46845006	46845507	189
HARsv2_1741	chr3	567850	568122	CHL1;LINC01266	chr3	567714	568215	272
HARsv2_1751	chr3	2096041	2096473	CNTN6;CNTN4	chr3	2096163	2096664	310
HARsv2_1752	chr3	2099916	2100391	CNTN4	chr3	2099793	2100294	378
HARsv2_1762	chr3	5426279	5426459	MIR4790;GRM7-AS3	chr3	5426249	5426750	180
HARsv2_1767	chr3	11600506	11600921	VGLL4	chr3	11600661	11601162	260
HARsv2_1772	chr3	16885059	16885256	PLCL2	chr3	16884732	16885233	174
HARsv2_1801	chr3	58824526	58824756	C3orf67-AS1	chr3	58824131	58824632	106
HARsv2_1814	chr3	60802136	60802286	FHIT	chr3	60801932	60802433	150
HARsv2_1820	chr3	63967904	63968144	ATXN7	chr3	63967746	63968247	240
HARsv2_1836	chr3	69579486	69579509	FRMD4B;MITF	chr3	69579375	69579876	23
HARsv2_1868	chr3	82002672	82003295	GBE1;NONE	chr3	82002515	82003016	344
HARsv2_1874	chr3	85466036	85466429	CADM2	chr3	85465955	85466456	393
HARsv2_1876	chr3	85709404	85709890	CADM2	chr3	85709465	85709966	425
HARsv2_1879	chr3	86634420	86634756	RNU6-69P;VGLL3	chr3	86634266	86634767	336
HARsv2_1899	chr3	107598985	107599445	BBX	chr3	107599050	107599551	395
HARsv2_1907	chr3	114418993	114419243	ZBTB20	chr3	114418866	114419367	250
HARsv2_1919	chr3	118821520	118821964	LINC00901;IGSF11	chr3	118821754	118822255	210
HARsv2_1923	chr3	127449597	127449787	LOC101927123;LINC01471	chr3	127449424	127449925	190
HARsv2_1928	chr3	137864338	137864761	LINC01210;CLDN18	chr3	137864533	137865034	228
HARsv2_1931	chr3	139774703	139775001	NMNAT3;CLSTN2	chr3	139774536	139775037	298
HARsv2_1943	chr3	148871970	148872078	CPA3	chr3	148871703	148872204	108
HARsv2_1965	chr3	174102292	174102591	NLGN1	chr3	174102286	174102787	299
HARsv2_1984	chr3	186239307	186239606	DGKG	chr3	186239268	186239769	299
HARsv2_1992	chr3	193788781	193788983	OPA1;LOC647323	chr3	193788375	193788876	95
HARsv2_2007	chr4	16757157	16757587	LDB2	chr4	16757022	16757523	366
HARsv2_2044	chr4	42148251	42148980	BEND4	chr4	42148263	42148764	501
HARsv2_2109	chr4	104420783	104421333	TACR3;CXXC4	chr4	104420365	104420866	83
HARsv2_2109	chr4	104420783	104421333	TACR3;CXXC4	chr4	104420879	104421380	454
HARsv2_2110	chr4	104424503	104425073	TACR3;CXXC4	chr4	104424433	104424934	431
HARsv2_2110	chr4	104424503	104425073	TACR3;CXXC4	chr4	104425005	104425506	68
HARsv2_2120	chr4	114758370	114758685	UGT8;NDST4	chr4	114758246	114758747	315
HARsv2_2125	chr4	123396505	123396895	SPRY1	chr4	123396542	123397043	353
HARsv2_2127	chr4	128553629	128553729	LOC100507487;JADE1	chr4	128553257	128553758	100
HARsv2_2129	chr4	129362933	129363296	C4orf33;LOC101927282	chr4	129362665	129363166	233
HARsv2_2138	chr4	137762706	137762856	PCDH18;LINC00616	chr4	137762535	137763036	150
HARsv2_2146	chr4	145482002	145482018	SMAD1	chr4	145481538	145482039	16
HARsv2_2152	chr4	152197241	152197468	LOC100996286;FBXW7	chr4	152197018	152197519	227
HARsv2_2153	chr4	153487843	153487956	KIAA0922	chr4	153487565	153488066	113
HARsv2_2157	chr4	156770986	156771146	PDGFC	chr4	156771007	156771508	139
HARsv2_2176	chr4	177351744	177352222	NEIL3	chr4	177352017	177352518	205
HARsv2_2188	chr4	181660270	181660735	LINC00290;LOC90768	chr4	181660371	181660872	364
HARsv2_2207	chr5	3778141	3778284	IRX1;LOC101929153	chr5	3778125	3778626	143
HARsv2_2222	chr5	13957033	13957148	DNAH5;TRIO	chr5	13957000	13957501	115
HARsv2_2271	chr5	82222661	82223171	ATG10	chr5	82222608	82223109	448
HARsv2_2277	chr5	88480792	88481366	LOC102546226;LINC00461	chr5	88481014	88481515	352
HARsv2_2281	chr5	89457963	89458333	MEF2C-AS1;MIR3660	chr5	89458033	89458534	300
HARsv2_2286	chr5	92800278	92800904	ARRDC3-AS1;NR2F1-AS1	chr5	92800469	92800970	435
HARsv2_2296	chr5	103298299	103298616	C5orf30;LOC102467212	chr5	103298509	103299010	107
HARsv2_2303	chr5	107660018	107660236	EFNA5	chr5	107659878	107660379	218
HARsv2_2308	chr5	116449058	116449430	SEMA6A-AS1	chr5	116449212	116449713	218
HARsv2_2324	chr5	124292386	124293071	LINC01170	chr5	124292405	124292906	501
HARsv2_2341	chr5	139147458	139147756	SIL1	chr5	139147337	139147838	298
HARsv2_2349	chr5	146699780	146700181	PPP2R2B	chr5	146699624	146700125	345
HARsv2_2366	chr5	159208012	159208347	RNF145	chr5	159207912	159208413	335
HARsv2_2393	chr5	175750653	175750876	HRH2;CPLX2	chr5	175750543	175751044	223
HARsv2_2417	chr6	11607387	11607817	TMEM170B;ADTRP	chr6	11607381	11607882	430
HARsv2_2424	chr6	19720918	19721039	LOC101928519;ID4	chr6	19720655	19721156	121
HARsv2_2425	chr6	19976197	19977166	ID4;MBOAT1	chr6	19976348	19976849	501
HARsv2_2425	chr6	19976197	19977166	ID4;MBOAT1	chr6	19976955	19977456	211
HARsv2_2441	chr6	40521381	40521591	LRFN2	chr6	40521208	40521709	210
HARsv2_2447	chr6	47137411	47137652	ADGRF1;TNFRSF21	chr6	47137619	47138120	33
HARsv2_2487	chr6	90151900	90152351	BACH2	chr6	90151868	90152369	451
HARsv2_2490	chr6	90787714	90787991	MAP3K7;MIR4643	chr6	90787377	90787878	164
HARsv2_2491	chr6	91088050	91088118	MAP3K7;MIR4643	chr6	91087822	91088323	68
HARsv2_2503	chr6	97850638	97851176	LOC101927314;MIR2113	chr6	97850738	97851239	438
HARsv2_2508	chr6	98977059	98978930	FBXL4;FAXC	chr6	98977637	98978138	501
HARsv2_2508	chr6	98977059	98978930	FBXL4;FAXC	chr6	98978208	98978709	501
HARsv2_2510	chr6	99602450	99603098	CCNC;PRDM13	chr6	99602389	99602890	440
HARsv2_2558	chr6	148134683	148134914	SAMD5;SASH1	chr6	148134698	148135199	216
HARsv2_2562	chr6	149236627	149237017	TAB2	chr6	149236558	149237059	390
HARsv2_2571	chr6	162728028	162728130	PACRG	chr6	162727653	162728154	102
HARsv2_2577	chr7	1237476	1237509	UNCX	chr7	1237380	1237881	33
HARsv2_2582	chr7	7772365	7772909	UMAD1	chr7	7772451	7772952	458
HARsv2_2584	chr7	8190451	8190641	ICA1	chr7	8190290	8190791	190
HARsv2_2585	chr7	8379290	8379600	LOC100505938;NXPH1	chr7	8379213	8379714	310
HARsv2_2608	chr7	18495117	18495427	HDAC9	chr7	18494711	18495212	95
HARsv2_2608	chr7	18495117	18495427	HDAC9	chr7	18495425	18495926	2
HARsv2_2617	chr7	23106901	23107611	KLHL7	chr7	23106921	23107422	501
HARsv2_2626	chr7	26726201	26726351	SKAP2	chr7	26725931	26726432	150
HARsv2_2632	chr7	27940705	27941148	JAZF1	chr7	27940267	27940768	63
HARsv2_2635	chr7	31192946	31193261	ADCYAP1R1;NEUROD6	chr7	31192850	31193351	315
HARsv2_2643	chr7	36986532	36986659	ELMO1	chr7	36986322	36986823	127
HARsv2_2654	chr7	51812471	51812677	COBL;POM121L12	chr7	51812012	51812513	42
HARsv2_2661	chr7	68336546	68336811	LOC102723427;LOC100507468	chr7	68336598	68337099	213
HARsv2_2662	chr7	68358424	68358545	LOC102723427;LOC100507468	chr7	68358416	68358917	121
HARsv2_2670	chr7	70436789	70437240	AUTS2	chr7	70436821	70437322	419
HARsv2_2683	chr7	96987639	96987963	DLX6-AS1	chr7	96987469	96987970	324
HARsv2_2684	chr7	96988607	96988961	DLX6-AS1	chr7	96988205	96988706	99
HARsv2_2701	chr7	115286690	115287532	LINC01392;TFEC	chr7	115286897	115287398	501
HARsv2_2702	chr7	115473653	115474422	LINC01392;TFEC	chr7	115473814	115474315	501
HARsv2_2703	chr7	115701228	115701305	LINC01392;TFEC	chr7	115701100	115701601	77
HARsv2_2719	chr7	128532257	128532442	METTL2B;LINC01000	chr7	128532144	128532645	185
HARsv2_2742	chr7	148173396	148173905	MIR548T	chr7	148173498	148173999	407
HARsv2_2746	chr7	154620290	154620440	DPP6	chr7	154619978	154620479	150
HARsv2_2749	chr8	1700999	1701704	DLGAP2	chr8	1701168	1701669	501
HARsv2_2763	chr8	15237919	15238303	SGCZ	chr8	15238153	15238654	150
HARsv2_2772	chr8	20819307	20819538	LZTS1-AS1;LOC102467222	chr8	20818823	20819324	17
HARsv2_2772	chr8	20819307	20819538	LZTS1-AS1;LOC102467222	chr8	20819470	20819971	68
HARsv2_2778	chr8	27895083	27895513	SCARA5	chr8	27894901	27895402	319
HARsv2_2779	chr8	28308297	28308449	ELP3;PNOC	chr8	28307987	28308488	152
HARsv2_2794	chr8	38380262	38380684	WHSC1L1	chr8	38380607	38381108	77
HARsv2_2803	chr8	51545134	51545298	PXDNL	chr8	51544973	51545474	164
HARsv2_2804	chr8	55529102	55529235	XKR4;TMEM68	chr8	55528861	55529362	133
HARsv2_2806	chr8	56212501	56212851	CHCHD7	chr8	56212082	56212583	82
HARsv2_2811	chr8	61093741	61094111	LOC100130298;CLVS1	chr8	61093366	61093867	126
HARsv2_2814	chr8	63704070	63704543	LOC102724612;LINC01289	chr8	63704052	63704553	473
HARsv2_2817	chr8	65026812	65027056	CYP7B1;LINC00251	chr8	65026475	65026976	164
HARsv2_2828	chr8	75724325	75724600	HNF4G;LINC01111	chr8	75724163	75724664	275
HARsv2_2848	chr8	92102772	92103042	RUNX1T1	chr8	92102461	92102962	190
HARsv2_2848	chr8	92102772	92103042	RUNX1T1	chr8	92103039	92103540	3
HARsv2_2884	chr8	122159258	122159429	HAS2-AS1;LINC01151	chr8	122159182	122159683	171
HARsv2_2902	chr8	144472797	144473412	KIFC2	chr8	144472710	144473211	414
HARsv2_2904	chr9	469645	470020	KANK1	chr9	469885	470386	135
HARsv2_2911	chr9	2159560	2160390	SMARCA2	chr9	2159462	2159963	403
HARsv2_2911	chr9	2159560	2160390	SMARCA2	chr9	2160047	2160548	343
HARsv2_2912	chr9	2241880	2242215	SMARCA2;VLDLR-AS1	chr9	2241830	2242331	335
HARsv2_2913	chr9	2621394	2621609	VLDLR-AS1	chr9	2621206	2621707	215
