HARSID	chr	start	end	nearest_gene	chrom	chrom_start	chrom_end	overlap_bp
HARsv2_0609	chr13	59510784	59511260	LOC101926897;DIAPH3	chr13	59510437	59510938	154
HARsv2_0620	chr13	66888768	66889198	PCDH9-AS2	chr13	66888578	66889079	311
HARsv2_0634	chr13	71323475	71323619	LINC00348;DACH1	chr13	71323216	71323717	144
HARsv2_0700	chr13	106349372	106349742	LINC00343;LINC00460	chr13	106349134	106349635	263
HARsv2_0700	chr13	106349372	106349742	LINC00343;LINC00460	chr13	106349674	106350175	68
HARsv2_0702	chr13	110247913	110248408	COL4A1	chr13	110247582	110248083	170
HARsv2_0711	chr14	24007062	24007204	DHRS4L1	chr14	24006812	24007313	142
HARsv2_0726	chr14	32711134	32711424	AKAP6	chr14	32711061	32711562	290
HARsv2_0743	chr14	33596352	33596604	NPAS3	chr14	33596533	33597034	71
HARsv2_0749	chr14	33792601	33792837	NPAS3	chr14	33792611	33793112	226
HARsv2_0760	chr14	38738128	38738391	CLEC14A;LINC00639	chr14	38737933	38738434	263
HARsv2_0769	chr14	45799589	45799803	MIS18BP1;LINC00871	chr14	45799325	45799826	214
HARsv2_0771	chr14	46840210	46840535	MDGA2	chr14	46840447	46840948	88
HARsv2_0772	chr14	47674137	47674677	MDGA2	chr14	47674065	47674566	429
HARsv2_0818	chr14	82861459	82861723	LINC01467;NONE	chr14	82861306	82861807	264
HARsv2_0820	chr14	83129126	83129359	LINC01467;NONE	chr14	83129123	83129624	233
HARsv2_0839	chr14	99226532	99226699	BCL11B	chr14	99226059	99226560	28
HARsv2_0880	chr15	37045663	37046182	MEIS2	chr15	37046068	37046569	114
HARsv2_0890	chr15	55860400	55860414	NEDD4	chr15	55860185	55860686	14
HARsv2_0915	chr15	70254371	70254675	TLE3;SALRNA3	chr15	70254263	70254764	304
HARsv2_0920	chr15	75453904	75454429	SIN3A	chr15	75453965	75454466	464
HARsv2_0953	chr15	97652889	97653016	LOC101927310;LINC00923	chr15	97652576	97653077	127
HARsv2_0964	chr16	6446983	6447230	RBFOX1	chr16	6446733	6447234	247
HARsv2_0985	chr16	17850721	17851018	XYLT1;NPIPA7	chr16	17850846	17851347	172
HARsv2_1008	chr16	56789794	56789816	NUP93	chr16	56789360	56789861	22
HARsv2_1061	chr16	79022426	79022704	WWOX	chr16	79022198	79022699	273
HARsv2_1064	chr16	79302602	79302803	WWOX;MAF	chr16	79302663	79303164	140
HARsv2_1126	chr17	57598228	57598520	MSI2	chr17	57597778	57598279	51
HARsv2_1135	chr17	66398913	66398933	PRKCA-AS1	chr17	66398455	66398956	20
HARsv2_1137	chr17	68206139	68206241	LOC440461;AMZ2	chr17	68205981	68206482	102
HARsv2_1151	chr17	79951064	79951232	TBC1D16	chr17	79950668	79951169	105
HARsv2_1184	chr18	32771331	32771440	KLHL14	chr18	32771111	32771612	109
HARsv2_1189	chr18	37669137	37669407	MIR4318;LINC00669	chr18	37669009	37669510	270
HARsv2_1190	chr18	37714784	37714955	MIR4318;LINC00669	chr18	37714627	37715128	171
HARsv2_1217	chr18	41879675	41879816	KC6;PIK3C3	chr18	41879188	41879689	14
HARsv2_1225	chr18	45291880	45292671	SLC14A2	chr18	45291726	45292227	347
HARsv2_1229	chr18	46488862	46489047	LOXHD1	chr18	46488640	46489141	185
HARsv2_1232	chr18	48208729	48209019	ZBTB7C;CTIF	chr18	48208711	48209212	290
HARsv2_1245	chr18	56332474	56332659	LINC01539;TXNL1	chr18	56332334	56332835	185
HARsv2_1267	chr18	73549268	73549315	LOC100505817;FBXO15	chr18	73549238	73549739	47
HARsv2_1278	chr18	78248052	78248235	LINC01029;SALL3	chr18	78247573	78248074	22
HARsv2_1279	chr18	78430067	78430551	LINC01029;SALL3	chr18	78430359	78430860	192
HARsv2_1303	chr19	42175892	42176212	LOC100505622;DEDD2	chr19	42175589	42176090	198
HARsv2_1303	chr19	42175892	42176212	LOC100505622;DEDD2	chr19	42176185	42176686	27
HARsv2_1313	chr2	11391805	11391826	ROCK2;LINC00570	chr2	11391582	11392083	21
HARsv2_1316	chr2	14697292	14697675	LOC653602;NBAS	chr2	14697285	14697786	383
HARsv2_1328	chr2	21757748	21758478	LOC645949;LOC102723362	chr2	21757881	21758382	501
HARsv2_1330	chr2	22329088	22329838	LOC645949;LOC102723362	chr2	22329362	22329863	476
HARsv2_1345	chr2	30481992	30482298	LCLAT1	chr2	30481950	30482451	306
HARsv2_1353	chr2	36389283	36389522	CRIM1	chr2	36389055	36389556	239
HARsv2_1371	chr2	53114722	53114912	MIR4431;ASB3	chr2	53114461	53114962	190
HARsv2_1374	chr2	58054993	58055701	VRK2	chr2	58055323	58055824	378
HARsv2_1411	chr2	100041549	100041740	AFF3	chr2	100041095	100041596	47
HARsv2_1418	chr2	104872562	104872922	LINC01159	chr2	104872555	104873056	360
HARsv2_1433	chr2	113890263	113890903	ACTR3	chr2	113890551	113891052	352
HARsv2_1441	chr2	118309582	118310304	INSIG2;LOC101927709	chr2	118309543	118310044	462
HARsv2_1441	chr2	118309582	118310304	INSIG2;LOC101927709	chr2	118310181	118310682	123
HARsv2_1444	chr2	121075207	121075564	GLI2;TFCP2L1	chr2	121075263	121075764	301
HARsv2_1454	chr2	134360689	134360979	MGAT5	chr2	134360789	134361290	190
HARsv2_1462	chr2	142718288	142718509	LRP1B;KYNU	chr2	142717863	142718364	76
HARsv2_1466	chr2	143532105	143532455	ARHGAP15	chr2	143531953	143532454	349
HARsv2_1468	chr2	143726251	143726401	ARHGAP15	chr2	143726068	143726569	150
HARsv2_1471	chr2	143955736	143955942	LOC101928386	chr2	143955288	143955789	53
HARsv2_1476	chr2	144514690	144514707	ZEB2	chr2	144514636	144515137	17
HARsv2_1487	chr2	147198244	147199008	PABPC1P2;ACVR2A	chr2	147198363	147198864	501
HARsv2_1487	chr2	147198244	147199008	PABPC1P2;ACVR2A	chr2	147198865	147199366	143
HARsv2_1490	chr2	150788426	150788776	LOC101929282;RBM43	chr2	150788432	150788933	344
HARsv2_1497	chr2	156384966	156384988	NR4A2;GPD2	chr2	156384845	156385346	22
HARsv2_1517	chr2	170823007	170823211	GAD1	chr2	170822556	170823057	50
HARsv2_1547	chr2	189441478	189441505	WDR75	chr2	189441167	189441668	27
HARsv2_1553	chr2	194486456	194486606	LOC101927406;LOC101927431	chr2	194486290	194486791	150
HARsv2_1560	chr2	202123242	202123482	KIAA2012	chr2	202123298	202123799	184
HARsv2_1572	chr2	205892317	205892437	NRP2;INO80D	chr2	205892065	205892566	120
HARsv2_1590	chr2	214577676	214578126	VWC2L;BARD1	chr2	214577598	214578099	423
HARsv2_1618	chr2	236180712	236180877	GBX2;ASB18	chr2	236180807	236181308	70
HARsv2_1621	chr20	675745	675937	SCRT2	chr20	675569	676070	192
HARsv2_1622	chr20	728331	728421	SCRT2;SLC52A3	chr20	728264	728765	90
HARsv2_1636	chr20	9474913	9475383	PLCB4	chr20	9475351	9475852	32
HARsv2_1645	chr20	15930132	15930236	LOC613266	chr20	15930230	15930731	6
HARsv2_1654	chr20	37851093	37851271	CTNNBL1	chr20	37850799	37851300	178
HARsv2_1685	chr20	61694940	61695124	CDH4	chr20	61694632	61695133	184
HARsv2_1687	chr20	63102094	63102278	HAR1A;HAR1B	chr20	63101847	63102348	184
HARsv2_1695	chr21	16071060	16071470	MIR99AHG	chr21	16070941	16071442	382
HARsv2_1733	chr22	42318257	42318359	OGFRP1;LINC01315	chr22	42317997	42318498	102
HARsv2_1735	chr22	46845287	46845476	TBC1D22A	chr22	46845316	46845817	160
HARsv2_1741	chr3	567850	568122	CHL1;LINC01266	chr3	567803	568304	272
HARsv2_1751	chr3	2096041	2096473	CNTN6;CNTN4	chr3	2096173	2096674	300
HARsv2_1752	chr3	2099916	2100391	CNTN4	chr3	2100000	2100501	391
HARsv2_1762	chr3	5426279	5426459	MIR4790;GRM7-AS3	chr3	5426265	5426766	180
HARsv2_1767	chr3	11600506	11600921	VGLL4	chr3	11600260	11600761	255
HARsv2_1772	chr3	16885059	16885256	PLCL2	chr3	16885080	16885581	176
HARsv2_1801	chr3	58824526	58824756	C3orf67-AS1	chr3	58824151	58824652	126
HARsv2_1822	chr3	64539803	64539841	ADAMTS9	chr3	64539308	64539809	6
HARsv2_1830	chr3	67897729	67898272	SUCLG2-AS1	chr3	67897675	67898176	447
HARsv2_1838	chr3	69997584	69998261	MITF;LINC01212	chr3	69997742	69998243	501
HARsv2_1839	chr3	70006013	70006116	LINC01212	chr3	70005574	70006075	62
HARsv2_1868	chr3	82002672	82003295	GBE1;NONE	chr3	82002986	82003487	309
HARsv2_1876	chr3	85709404	85709890	CADM2	chr3	85709428	85709929	462
HARsv2_1899	chr3	107598985	107599445	BBX	chr3	107599062	107599563	383
HARsv2_1901	chr3	108006078	108006708	LINC00636;CD47	chr3	108006033	108006534	456
HARsv2_1907	chr3	114418993	114419243	ZBTB20	chr3	114418623	114419124	131
HARsv2_1984	chr3	186239307	186239606	DGKG	chr3	186239229	186239730	299
HARsv2_2007	chr4	16757157	16757587	LDB2	chr4	16756876	16757377	220
HARsv2_2010	chr4	17020557	17020707	LDB2;LOC101929123	chr4	17020416	17020917	150
HARsv2_2015	chr4	22988362	22988650	GBA3;MIR548AJ2	chr4	22987885	22988386	24
HARsv2_2026	chr4	26206611	26206884	SMIM20;RBPJ	chr4	26206147	26206648	37
HARsv2_2026	chr4	26206611	26206884	SMIM20;RBPJ	chr4	26206861	26207362	23
HARsv2_2063	chr4	57689662	57690187	LOC101928851;NONE	chr4	57689592	57690093	431
HARsv2_2107	chr4	101161403	101161653	PPP3CA	chr4	101161264	101161765	250
HARsv2_2109	chr4	104420783	104421333	TACR3;CXXC4	chr4	104420576	104421077	294
HARsv2_2110	chr4	104424503	104425073	TACR3;CXXC4	chr4	104425032	104425533	41
HARsv2_2125	chr4	123396505	123396895	SPRY1	chr4	123396497	123396998	390
HARsv2_2127	chr4	128553629	128553729	LOC100507487;JADE1	chr4	128553276	128553777	100
HARsv2_2129	chr4	129362933	129363296	C4orf33;LOC101927282	chr4	129362672	129363173	240
HARsv2_2142	chr4	140935286	140935536	RNF150	chr4	140935102	140935603	250
HARsv2_2145	chr4	144872408	144872858	HHIP;ANAPC10	chr4	144872429	144872930	429
HARsv2_2146	chr4	145482002	145482018	SMAD1	chr4	145481584	145482085	16
HARsv2_2152	chr4	152197241	152197468	LOC100996286;FBXW7	chr4	152197318	152197819	150
HARsv2_2157	chr4	156770986	156771146	PDGFC	chr4	156770921	156771422	160
HARsv2_2173	chr4	173735645	173735784	HAND2-AS1;LOC101928509	chr4	173735475	173735976	139
HARsv2_2179	chr4	178520706	178520856	LINC01098;NONE	chr4	178520527	178521028	150
HARsv2_2200	chr4	182960993	182961213	DCTD;FAM92A1P2	chr4	182960704	182961205	212
HARsv2_2222	chr5	13957033	13957148	DNAH5;TRIO	chr5	13956992	13957493	115
HARsv2_2270	chr5	80069507	80069653	CTD-2201I18.1	chr5	80069507	80070008	146
HARsv2_2277	chr5	88480792	88481366	LOC102546226;LINC00461	chr5	88481107	88481608	259
HARsv2_2296	chr5	103298299	103298616	C5orf30;LOC102467212	chr5	103298044	103298545	246
HARsv2_2304	chr5	107763995	107764310	EFNA5;FBXL17	chr5	107763688	107764189	194
HARsv2_2312	chr5	118392908	118393055	LOC101927280	chr5	118392757	118393258	147
HARsv2_2315	chr5	119741813	119742424	FAM170A;PRR16	chr5	119741607	119742108	295
HARsv2_2334	chr5	129652347	129652617	ADAMTS19	chr5	129652336	129652837	270
HARsv2_2340	chr5	139106311	139106574	SIL1	chr5	139106230	139106731	263
HARsv2_2349	chr5	146699780	146700181	PPP2R2B	chr5	146699548	146700049	269
HARsv2_2349	chr5	146699780	146700181	PPP2R2B	chr5	146700157	146700658	24
HARsv2_2366	chr5	159208012	159208347	RNF145	chr5	159207894	159208395	335
HARsv2_2399	chr6	1385045	1385775	FOXQ1;FOXF2	chr6	1385149	1385650	501
HARsv2_2416	chr6	11228567	11228797	NEDD9	chr6	11228367	11228868	230
HARsv2_2417	chr6	11607387	11607817	TMEM170B;ADTRP	chr6	11607183	11607684	297
HARsv2_2419	chr6	14431409	14431719	LINC01108;JARID2	chr6	14431389	14431890	310
HARsv2_2421	chr6	16431169	16431439	ATXN1	chr6	16431065	16431566	270
HARsv2_2434	chr6	35596592	35596869	FKBP5	chr6	35596291	35596792	200
HARsv2_2441	chr6	40521381	40521591	LRFN2	chr6	40521247	40521748	210
HARsv2_2452	chr6	50463868	50464698	DEFB112;TFAP2D	chr6	50463832	50464333	465
HARsv2_2465	chr6	55568914	55569236	HMGCLL1	chr6	55568820	55569321	322
HARsv2_2508	chr6	98977059	98978930	FBXL4;FAXC	chr6	98976855	98977356	297
HARsv2_2508	chr6	98977059	98978930	FBXL4;FAXC	chr6	98977545	98978046	501
HARsv2_2508	chr6	98977059	98978930	FBXL4;FAXC	chr6	98978242	98978743	501
HARsv2_2509	chr6	99186044	99186235	FBXL4;FAXC	chr6	99185580	99186081	37
HARsv2_2510	chr6	99602450	99603098	CCNC;PRDM13	chr6	99602634	99603135	464
HARsv2_2514	chr6	101296272	101296546	ASCC3;GRIK2	chr6	101296115	101296616	274
HARsv2_2521	chr6	105604228	105604418	PREP;PRDM1	chr6	105604172	105604673	190
HARsv2_2539	chr6	124056689	124057199	NKAIN2	chr6	124056973	124057474	226
HARsv2_2549	chr6	140397157	140397521	MIR3668;MIR4465	chr6	140397103	140397604	364
HARsv2_2571	chr6	162728028	162728130	PACRG	chr6	162727613	162728114	86
HARsv2_2573	chr6	163999480	163999855	QKI;C6orf118	chr6	163999442	163999943	375
HARsv2_2584	chr7	8190451	8190641	ICA1	chr7	8190289	8190790	190
HARsv2_2594	chr7	13523775	13524025	ARL4A;ETV1	chr7	13523317	13523818	43
HARsv2_2608	chr7	18495117	18495427	HDAC9	chr7	18494994	18495495	310
HARsv2_2617	chr7	23106901	23107611	KLHL7	chr7	23107161	23107662	450
HARsv2_2632	chr7	27940705	27941148	JAZF1	chr7	27940888	27941389	260
HARsv2_2635	chr7	31192946	31193261	ADCYAP1R1;NEUROD6	chr7	31192855	31193356	315
HARsv2_2661	chr7	68336546	68336811	LOC102723427;LOC100507468	chr7	68336598	68337099	213
HARsv2_2670	chr7	70436789	70437240	AUTS2	chr7	70436542	70437043	254
HARsv2_2678	chr7	93245804	93246027	CCDC132	chr7	93245495	93245996	192
HARsv2_2742	chr7	148173396	148173905	MIR548T	chr7	148173097	148173598	202
HARsv2_2746	chr7	154620290	154620440	DPP6	chr7	154620219	154620720	150
HARsv2_2763	chr8	15237919	15238303	SGCZ	chr8	15238115	15238616	188
HARsv2_2769	chr8	19756269	19756709	CSGALNACT1;INTS10	chr8	19756298	19756799	411
HARsv2_2772	chr8	20819307	20819538	LZTS1-AS1;LOC102467222	chr8	20819252	20819753	231
HARsv2_2779	chr8	28308297	28308449	ELP3;PNOC	chr8	28308322	28308823	127
HARsv2_2794	chr8	38380262	38380684	WHSC1L1	chr8	38380582	38381083	102
HARsv2_2806	chr8	56212501	56212851	CHCHD7	chr8	56212091	56212592	91
HARsv2_2814	chr8	63704070	63704543	LOC102724612;LINC01289	chr8	63704102	63704603	441
HARsv2_2843	chr8	89617199	89617231	MMP16;LOC101929709	chr8	89616969	89617470	32
HARsv2_2894	chr8	134409317	134409467	LOC101927822;ZFAT	chr8	134409205	134409706	150
HARsv2_2904	chr9	469645	470020	KANK1	chr9	469901	470402	119
HARsv2_2907	chr9	1201875	1202104	DMRT2;SMARCA2	chr9	1201878	1202379	226
HARsv2_2911	chr9	2159560	2160390	SMARCA2	chr9	2159638	2160139	501
HARsv2_2912	chr9	2241880	2242215	SMARCA2;VLDLR-AS1	chr9	2241830	2242331	335
HARsv2_2913	chr9	2621394	2621609	VLDLR-AS1	chr9	2621134	2621635	215
HARsv2_2914	chr9	2623240	2623780	VLDLR	chr9	2622928	2623429	189
HARsv2_2914	chr9	2623240	2623780	VLDLR	chr9	2623431	2623932	349
HARsv2_2915	chr9	3268156	3268468	RFX3	chr9	3268131	3268632	312
HARsv2_2916	chr9	3646860	3647143	RFX3;RFX3-AS1	chr9	3646820	3647321	283
HARsv2_2932	chr9	8896129	8896361	PTPRD	chr9	8895670	8896171	42
HARsv2_2948	chr9	14325360	14325645	NFIB	chr9	14325313	14325814	285
HARsv2_2949	chr9	14531527	14531732	NFIB;ZDHHC21	chr9	14531165	14531666	139
HARsv2_3004	chr9	69204764	69205259	TJP2	chr9	69204656	69205157	393
HARsv2_3020	chr9	79779925	79780315	TLE4;LINC01507	chr9	79779871	79780372	390
HARsv2_3032	chr9	99103898	99104243	TGFBR1	chr9	99103839	99104340	345
HARsv2_3041	chr9	106859819	106860259	LINC01505;ZNF462	chr9	106859910	106860411	349
HARsv2_3084	chrX	22392163	22392643	PTCHD1-AS	chrX	22392170	22392671	473
HARsv2_3091	chrX	29257581	29258038	IL1RAPL1	chrX	29257326	29257827	246
HARsv2_3112	chrX	40872222	40872453	LOC100132831;USP9X	chrX	40871738	40872239	17
HARsv2_3115	chrX	42241926	42242117	CASK;PPP1R2P9	chrX	42241872	42242373	191
HARsv2_3156	chrX	138710483	138711403	FGF13	chrX	138710410	138710911	428
HARsv2_3167	chrX	148701992	148702190	AFF2	chrX	148701492	148701993	1
HARsv2_3171	chrX	155768463	155768752	SPRY3	chrX	155767964	155768465	2
