HARSID	chr	start	end	nearest_gene	chrom	chrom_start	chrom_end	overlap_bp
HARsv2_0435	chr11	115216014	115216213	CADM1	chr11	115216201	115216702	12
HARsv2_0442	chr11	116053594	116053824	LINC00900;BUD13	chr11	116053147	116053648	54
HARsv2_0445	chr11	116560702	116560878	LINC00900;BUD13	chr11	116560732	116561233	146
HARsv2_0451	chr11	121930498	121930701	SORL1;MIR100HG	chr11	121930228	121930729	203
HARsv2_0452	chr11	124746884	124747294	NRGN	chr11	124746780	124747281	397
HARsv2_0453	chr11	125193164	125193394	PKNOX2	chr11	125193070	125193571	230
HARsv2_0456	chr11	127143567	127143760	LOC101929473;LOC101929497	chr11	127143184	127143685	118
HARsv2_0469	chr11	132078581	132078953	NTM	chr11	132078170	132078671	90
HARsv2_0478	chr12	3491584	3491600	LOC100129223	chr12	3491509	3492010	16
HARsv2_0480	chr12	12320015	12320271	LRP6;MANSC1	chr12	12319773	12320274	256
HARsv2_0489	chr12	17137530	17137806	SKP1P2;MIR3974	chr12	17137453	17137954	276
HARsv2_0509	chr12	47759145	47759313	RAPGEF3	chr12	47758788	47759289	144
HARsv2_0513	chr12	60522714	60522973	SLC16A7;FAM19A2	chr12	60522614	60523115	259
HARsv2_0540	chr12	86333021	86333262	MGAT4C	chr12	86332818	86333319	241
HARsv2_0548	chr12	92363677	92363708	BTG1;CLLU1OS	chr12	92363547	92364048	31
HARsv2_0550	chr12	94535193	94535306	CEP83-AS1;MIR5700	chr12	94535033	94535534	113
HARsv2_0555	chr12	97537474	97537846	RMST;MIR135A2	chr12	97537399	97537900	372
HARsv2_0596	chr13	40087262	40087496	COG6;LINC00332	chr13	40087121	40087622	234
HARsv2_0599	chr13	43315612	43315916	ENOX1	chr13	43315742	43316243	174
HARsv2_0600	chr13	44045230	44045450	LINC00284;SMIM2-AS1	chr13	44045143	44045644	220
HARsv2_0603	chr13	52925863	52926199	PCDH8;OLFM4	chr13	52925733	52926234	336
HARsv2_0643	chr13	74305761	74306187	KLF12;LINC00381	chr13	74305803	74306304	384
HARsv2_0646	chr13	74966637	74966994	LINC00347;CTAGE11P	chr13	74966964	74967465	30
HARsv2_0650	chr13	79848244	79848463	LINC01038;LINC00382	chr13	79848166	79848667	219
HARsv2_0670	chr13	94947886	94948541	LOC101927284;LINC00557	chr13	94947830	94948331	445
HARsv2_0692	chr13	104144174	104144430	LINC01309;DAOA-AS1	chr13	104143925	104144426	252
HARsv2_0700	chr13	106349372	106349742	LINC00343;LINC00460	chr13	106349096	106349597	225
HARsv2_0702	chr13	110247913	110248408	COL4A1	chr13	110247511	110248012	99
HARsv2_0712	chr14	25629835	25630016	STXBP6;NOVA1	chr14	25629990	25630491	26
HARsv2_0726	chr14	32711134	32711424	AKAP6	chr14	32711064	32711565	290
HARsv2_0727	chr14	32727966	32728178	AKAP6	chr14	32727711	32728212	212
HARsv2_0732	chr14	33019165	33019907	NPAS3	chr14	33019292	33019793	501
HARsv2_0733	chr14	33027135	33027389	NPAS3	chr14	33026953	33027454	254
HARsv2_0740	chr14	33349939	33350254	NPAS3	chr14	33349765	33350266	315
HARsv2_0749	chr14	33792601	33792837	NPAS3	chr14	33792625	33793126	212
HARsv2_0771	chr14	46840210	46840535	MDGA2	chr14	46840441	46840942	94
HARsv2_0772	chr14	47674137	47674677	MDGA2	chr14	47674062	47674563	426
HARsv2_0776	chr14	48876992	48877014	LINC00648;RPS29	chr14	48876895	48877396	22
HARsv2_0796	chr14	69852566	69852794	SLC10A1;SMOC1	chr14	69852360	69852861	228
HARsv2_0806	chr14	79293830	79294063	NRXN3	chr14	79293445	79293946	116
HARsv2_0829	chr14	92323009	92323024	SLC24A4	chr14	92322886	92323387	15
HARsv2_0838	chr14	99035963	99036323	C14orf177;BCL11B	chr14	99035784	99036285	322
HARsv2_0858	chr15	33738059	33738534	RYR3	chr15	33737640	33738141	82
HARsv2_0870	chr15	36434608	36434778	MIR4510;C15orf41	chr15	36434294	36434795	170
HARsv2_0875	chr15	36675411	36675812	C15orf41	chr15	36675273	36675774	363
HARsv2_0876	chr15	36884820	36884965	LOC145845	chr15	36884899	36885400	66
HARsv2_0880	chr15	37045663	37046182	MEIS2	chr15	37045914	37046415	268
HARsv2_0891	chr15	57259309	57259534	TCF12	chr15	57259418	57259919	116
HARsv2_0894	chr15	59741122	59741301	BNIP2;FOXB1	chr15	59741255	59741756	46
HARsv2_0898	chr15	60375362	60375650	ANXA2	chr15	60375109	60375610	248
HARsv2_0915	chr15	70254371	70254675	TLE3;SALRNA3	chr15	70254459	70254960	216
HARsv2_0916	chr15	71596927	71597188	THSD4	chr15	71596710	71597211	261
HARsv2_0920	chr15	75453904	75454429	SIN3A	chr15	75453794	75454295	391
HARsv2_0922	chr15	77556678	77557448	HMG20A;LINGO1	chr15	77556992	77557493	456
HARsv2_0933	chr15	90401088	90401112	IQGAP1	chr15	90400844	90401345	24
HARsv2_0953	chr15	97652889	97653016	LOC101927310;LINC00923	chr15	97652588	97653089	127
HARsv2_1024	chr16	63981488	63981876	CDH8;CDH11	chr16	63981659	63982160	217
HARsv2_1039	chr16	73053041	73053661	ZFHX3	chr16	73053183	73053684	478
HARsv2_1067	chr16	80045958	80046209	LINC01229;LOC102724084	chr16	80045705	80046206	248
HARsv2_1068	chr16	80121587	80122116	LINC01229;LOC102724084	chr16	80121120	80121621	34
HARsv2_1074	chr16	82627815	82628095	CDH13	chr16	82627462	82627963	148
HARsv2_1080	chr16	85365994	85366724	MIR5093;GSE1	chr16	85366023	85366524	501
HARsv2_1086	chr17	2238369	2238811	SMG6	chr17	2238340	2238841	442
HARsv2_1093	chr17	6160300	6160490	WSCD1;AIPL1	chr17	6160133	6160634	190
HARsv2_1101	chr17	29677682	29677832	SSH2	chr17	29677365	29677866	150
HARsv2_1111	chr17	44138032	44138627	HDAC5;C17orf53	chr17	44138149	44138650	478
HARsv2_1126	chr17	57598228	57598520	MSI2	chr17	57597746	57598247	19
HARsv2_1133	chr17	65438982	65439366	RGS9;AXIN2	chr17	65438942	65439443	384
HARsv2_1144	chr17	73804041	73804616	LINC00469	chr17	73803846	73804347	306
HARsv2_1151	chr17	79951064	79951232	TBC1D16	chr17	79950687	79951188	124
HARsv2_1152	chr18	904176	904536	ADCYAP1	chr18	904353	904854	183
HARsv2_1153	chr18	908419	909169	ADCYAP1	chr18	908825	909326	344
HARsv2_1156	chr18	2240380	2240610	LINC00470;METTL4	chr18	2239886	2240387	7
HARsv2_1158	chr18	3499007	3499552	DLGAP1	chr18	3498981	3499482	475
HARsv2_1176	chr18	26335479	26336460	TAF4B	chr18	26335114	26335615	136
HARsv2_1184	chr18	32771331	32771440	KLHL14	chr18	32771101	32771602	109
HARsv2_1186	chr18	33585161	33585727	ASXL3	chr18	33584994	33585495	334
HARsv2_1187	chr18	35990497	35990647	RPRD1A	chr18	35990444	35990945	150
HARsv2_1189	chr18	37669137	37669407	MIR4318;LINC00669	chr18	37668978	37669479	270
HARsv2_1192	chr18	37984610	37985274	MIR4318;LINC00669	chr18	37985036	37985537	238
HARsv2_1221	chr18	44025346	44025617	SYT4;LINC01478	chr18	44024866	44025367	21
HARsv2_1221	chr18	44025346	44025617	SYT4;LINC01478	chr18	44025430	44025931	187
HARsv2_1225	chr18	45291880	45292671	SLC14A2	chr18	45291914	45292415	501
HARsv2_1234	chr18	49566582	49566611	LIPG	chr18	49566242	49566743	29
HARsv2_1273	chr18	75160945	75161275	ZNF407;ZADH2	chr18	75160481	75160982	37
HARsv2_1294	chr19	31421505	31421900	TSHZ3;THEG5	chr19	31421485	31421986	395
HARsv2_1303	chr19	42175892	42176212	LOC100505622;DEDD2	chr19	42176194	42176695	18
HARsv2_1311	chr2	8409550	8410140	LINC00299;LOC101929567	chr2	8409532	8410033	483
HARsv2_1313	chr2	11391805	11391826	ROCK2;LINC00570	chr2	11391341	11391842	21
HARsv2_1317	chr2	16055974	16056013	GACAT3	chr2	16055823	16056324	39
HARsv2_1319	chr2	19461892	19462035	OSR1;LINC00954	chr2	19461844	19462345	143
HARsv2_1325	chr2	21519423	21519654	APOB;LOC645949	chr2	21519322	21519823	231
HARsv2_1346	chr2	31075608	31075652	GALNT14	chr2	31075371	31075872	44
HARsv2_1349	chr2	34567242	34567439	LINC01317;LINC01320	chr2	34567075	34567576	197
HARsv2_1353	chr2	36389283	36389522	CRIM1	chr2	36389055	36389556	239
HARsv2_1357	chr2	39609478	39609582	LOC728730;TMEM178A	chr2	39609030	39609531	53
HARsv2_1376	chr2	58951920	58952754	LINC01122	chr2	58951745	58952246	326
HARsv2_1418	chr2	104872562	104872922	LINC01159	chr2	104872365	104872866	304
HARsv2_1423	chr2	107986149	107986659	SLC5A7	chr2	107986347	107986848	312
HARsv2_1431	chr2	113235363	113235878	PAX8	chr2	113235130	113235631	268
HARsv2_1433	chr2	113890263	113890903	ACTR3	chr2	113890517	113891018	386
HARsv2_1441	chr2	118309582	118310304	INSIG2;LOC101927709	chr2	118309288	118309789	207
HARsv2_1441	chr2	118309582	118310304	INSIG2;LOC101927709	chr2	118309910	118310411	394
HARsv2_1442	chr2	118842584	118843004	EN1	chr2	118842643	118843144	361
HARsv2_1444	chr2	121075207	121075564	GLI2;TFCP2L1	chr2	121075115	121075616	357
HARsv2_1452	chr2	132589320	132589516	GPR39	chr2	132589023	132589524	196
HARsv2_1454	chr2	134360689	134360979	MGAT5	chr2	134360623	134361124	290
HARsv2_1475	chr2	144477007	144477623	ZEB2	chr2	144477572	144478073	51
HARsv2_1476	chr2	144514690	144514707	ZEB2	chr2	144514646	144515147	17
HARsv2_1479	chr2	145220474	145221227	TEX41;PABPC1P2	chr2	145220185	145220686	212
HARsv2_1487	chr2	147198244	147199008	PABPC1P2;ACVR2A	chr2	147198562	147199063	446
HARsv2_1517	chr2	170823007	170823211	GAD1	chr2	170822794	170823295	204
HARsv2_1518	chr2	170880908	170881177	GAD1;GORASP2	chr2	170880550	170881051	143
HARsv2_1520	chr2	171573809	171574147	CYBRD1;DYNC1I2	chr2	171574020	171574521	127
HARsv2_1547	chr2	189441478	189441505	WDR75	chr2	189441152	189441653	27
HARsv2_1551	chr2	191918493	191918528	SDPR;TMEFF2	chr2	191918336	191918837	35
HARsv2_1560	chr2	202123242	202123482	KIAA2012	chr2	202123286	202123787	196
HARsv2_1562	chr2	204265029	204265172	ICOS;PARD3B	chr2	204264719	204265220	143
HARsv2_1572	chr2	205892317	205892437	NRP2;INO80D	chr2	205892088	205892589	120
HARsv2_1582	chr2	211534483	211535084	ERBB4	chr2	211534485	211534986	501
HARsv2_1590	chr2	214577676	214578126	VWC2L;BARD1	chr2	214578072	214578573	54
HARsv2_1595	chr2	216636797	216636900	IGFBP2	chr2	216636712	216637213	103
HARsv2_1616	chr2	229273399	229273651	PID1;DNER	chr2	229273646	229274147	5
HARsv2_1617	chr2	235865019	235865565	AGAP1	chr2	235865125	235865626	440
HARsv2_1621	chr20	675745	675937	SCRT2	chr20	675504	676005	192
HARsv2_1622	chr20	728331	728421	SCRT2;SLC52A3	chr20	728300	728801	90
HARsv2_1642	chr20	15223081	15223264	MACROD2	chr20	15223037	15223538	183
HARsv2_1677	chr20	53003720	53003856	TSHZ2	chr20	53003321	53003822	102
HARsv2_1678	chr20	53142681	53142831	TSHZ2	chr20	53142770	53143271	61
HARsv2_1695	chr21	16071060	16071470	MIR99AHG	chr21	16070978	16071479	410
HARsv2_1727	chr22	27749212	27749367	MN1	chr22	27748941	27749442	155
HARsv2_1751	chr3	2096041	2096473	CNTN6;CNTN4	chr3	2096199	2096700	274
HARsv2_1759	chr3	4733085	4733226	ITPR1	chr3	4732951	4733452	141
HARsv2_1762	chr3	5426279	5426459	MIR4790;GRM7-AS3	chr3	5426247	5426748	180
HARsv2_1766	chr3	7919993	7920243	GRM7;LOC101927394	chr3	7920201	7920702	42
HARsv2_1772	chr3	16885059	16885256	PLCL2	chr3	16884770	16885271	197
HARsv2_1785	chr3	29440629	29440964	RBMS3	chr3	29440510	29441011	335
HARsv2_1794	chr3	52320224	52320454	DNAH1	chr3	52320356	52320857	98
HARsv2_1801	chr3	58824526	58824756	C3orf67-AS1	chr3	58824123	58824624	98
HARsv2_1820	chr3	63967904	63968144	ATXN7	chr3	63967758	63968259	240
HARsv2_1836	chr3	69579486	69579509	FRMD4B;MITF	chr3	69579353	69579854	23
HARsv2_1838	chr3	69997584	69998261	MITF;LINC01212	chr3	69997701	69998202	501
HARsv2_1850	chr3	73719646	73719813	PDZRN3-AS1;CNTN3	chr3	73719511	73720012	167
HARsv2_1868	chr3	82002672	82003295	GBE1;NONE	chr3	82002397	82002898	226
HARsv2_1868	chr3	82002672	82003295	GBE1;NONE	chr3	82002912	82003413	383
HARsv2_1876	chr3	85709404	85709890	CADM2	chr3	85709481	85709982	409
HARsv2_1879	chr3	86634420	86634756	RNU6-69P;VGLL3	chr3	86634352	86634853	336
HARsv2_1899	chr3	107598985	107599445	BBX	chr3	107599044	107599545	401
HARsv2_1907	chr3	114418993	114419243	ZBTB20	chr3	114418626	114419127	134
HARsv2_1920	chr3	120265355	120265523	GPR156;LRRC58	chr3	120265440	120265941	83
HARsv2_1931	chr3	139774703	139775001	NMNAT3;CLSTN2	chr3	139774552	139775053	298
HARsv2_1983	chr3	184351502	184351820	CLCN2	chr3	184351668	184352169	152
HARsv2_1993	chr3	194083291	194083541	LOC647323;HES1	chr3	194083244	194083745	250
HARsv2_2007	chr4	16757157	16757587	LDB2	chr4	16756912	16757413	256
HARsv2_2021	chr4	23978057	23978307	PPARGC1A;MIR573	chr4	23977895	23978396	250
HARsv2_2044	chr4	42148251	42148980	BEND4	chr4	42148275	42148776	501
HARsv2_2108	chr4	101191868	101191927	PPP3CA	chr4	101191612	101192113	59
HARsv2_2109	chr4	104420783	104421333	TACR3;CXXC4	chr4	104420676	104421177	394
HARsv2_2110	chr4	104424503	104425073	TACR3;CXXC4	chr4	104424957	104425458	116
HARsv2_2125	chr4	123396505	123396895	SPRY1	chr4	123396527	123397028	368
HARsv2_2129	chr4	129362933	129363296	C4orf33;LOC101927282	chr4	129362643	129363144	211
HARsv2_2139	chr4	137857726	137857823	PCDH18;LINC00616	chr4	137857592	137858093	97
HARsv2_2142	chr4	140935286	140935536	RNF150	chr4	140935093	140935594	250
HARsv2_2146	chr4	145482002	145482018	SMAD1	chr4	145481554	145482055	16
HARsv2_2152	chr4	152197241	152197468	LOC100996286;FBXW7	chr4	152197070	152197571	227
HARsv2_2153	chr4	153487843	153487956	KIAA0922	chr4	153487437	153487938	95
HARsv2_2157	chr4	156770986	156771146	PDGFC	chr4	156771011	156771512	135
HARsv2_2176	chr4	177351744	177352222	NEIL3	chr4	177351611	177352112	368
HARsv2_2198	chr4	182752319	182752542	TENM3	chr4	182752121	182752622	223
HARsv2_2222	chr5	13957033	13957148	DNAH5;TRIO	chr5	13957020	13957521	115
HARsv2_2228	chr5	24623051	24623341	CDH10	chr5	24622951	24623452	290
HARsv2_2244	chr5	38641059	38641314	LIFR-AS1	chr5	38641019	38641520	255
HARsv2_2277	chr5	88480792	88481366	LOC102546226;LINC00461	chr5	88480646	88481147	355
HARsv2_2281	chr5	89457963	89458333	MEF2C-AS1;MIR3660	chr5	89457958	89458459	370
HARsv2_2287	chr5	92880602	92880744	ARRDC3-AS1;NR2F1-AS1	chr5	92880169	92880670	68
HARsv2_2296	chr5	103298299	103298616	C5orf30;LOC102467212	chr5	103298477	103298978	139
HARsv2_2301	chr5	107376801	107377349	EFNA5	chr5	107376847	107377348	501
HARsv2_2320	chr5	123157556	123158064	PRDM6	chr5	123157290	123157791	235
HARsv2_2331	chr5	126924602	126924809	42797	chr5	126924160	126924661	59
HARsv2_2341	chr5	139147458	139147756	SIL1	chr5	139147676	139148177	80
HARsv2_2349	chr5	146699780	146700181	PPP2R2B	chr5	146699666	146700167	387
HARsv2_2352	chr5	150329929	150330061	ARSI;TCOF1	chr5	150329858	150330359	132
HARsv2_2366	chr5	159208012	159208347	RNF145	chr5	159207890	159208391	335
HARsv2_2379	chr5	166321169	166321576	LOC102546299;CTB-7E3.1	chr5	166321096	166321597	407
HARsv2_2414	chr6	9515927	9516173	LOC100506207;TFAP2A	chr6	9515920	9516421	246
HARsv2_2417	chr6	11607387	11607817	TMEM170B;ADTRP	chr6	11607357	11607858	430
HARsv2_2425	chr6	19976197	19977166	ID4;MBOAT1	chr6	19976409	19976910	501
HARsv2_2457	chr6	51429116	51429263	TFAP2B;PKHD1	chr6	51429169	51429670	94
HARsv2_2465	chr6	55568914	55569236	HMGCLL1	chr6	55568586	55569087	173
HARsv2_2490	chr6	90787714	90787991	MAP3K7;MIR4643	chr6	90787451	90787952	238
HARsv2_2491	chr6	91088050	91088118	MAP3K7;MIR4643	chr6	91087750	91088251	68
HARsv2_2503	chr6	97850638	97851176	LOC101927314;MIR2113	chr6	97850771	97851272	405
HARsv2_2507	chr6	98716331	98716751	MIR2113;POU3F2	chr6	98716295	98716796	420
HARsv2_2508	chr6	98977059	98978930	FBXL4;FAXC	chr6	98976847	98977348	289
HARsv2_2508	chr6	98977059	98978930	FBXL4;FAXC	chr6	98977586	98978087	501
HARsv2_2526	chr6	107668779	107669052	SOBP;SCML4	chr6	107668696	107669197	273
HARsv2_2558	chr6	148134683	148134914	SAMD5;SASH1	chr6	148134745	148135246	169
HARsv2_2571	chr6	162728028	162728130	PACRG	chr6	162727584	162728085	57
HARsv2_2575	chr6	164563947	164564257	QKI;C6orf118	chr6	164563833	164564334	310
HARsv2_2582	chr7	7772365	7772909	UMAD1	chr7	7772192	7772693	328
HARsv2_2584	chr7	8190451	8190641	ICA1	chr7	8190309	8190810	190
HARsv2_2585	chr7	8379290	8379600	LOC100505938;NXPH1	chr7	8379245	8379746	310
HARsv2_2604	chr7	15543015	15543165	AGMO	chr7	15543029	15543530	136
HARsv2_2609	chr7	18995320	18995428	HDAC9	chr7	18995384	18995885	44
HARsv2_2617	chr7	23106901	23107611	KLHL7	chr7	23106414	23106915	14
HARsv2_2617	chr7	23106901	23107611	KLHL7	chr7	23106941	23107442	501
HARsv2_2631	chr7	27634958	27634991	HIBADH	chr7	27634795	27635296	33
HARsv2_2635	chr7	31192946	31193261	ADCYAP1R1;NEUROD6	chr7	31192866	31193367	315
HARsv2_2643	chr7	36986532	36986659	ELMO1	chr7	36986327	36986828	127
HARsv2_2662	chr7	68358424	68358545	LOC102723427;LOC100507468	chr7	68358383	68358884	121
HARsv2_2675	chr7	91126449	91126844	CDK14	chr7	91126808	91127309	36
HARsv2_2684	chr7	96988607	96988961	DLX6-AS1	chr7	96988454	96988955	348
HARsv2_2702	chr7	115473653	115474422	LINC01392;TFEC	chr7	115473784	115474285	501
HARsv2_2702	chr7	115473653	115474422	LINC01392;TFEC	chr7	115474377	115474878	45
HARsv2_2715	chr7	127535966	127536116	LOC100506682;GCC1	chr7	127536018	127536519	98
HARsv2_2719	chr7	128532257	128532442	METTL2B;LINC01000	chr7	128532151	128532652	185
HARsv2_2742	chr7	148173396	148173905	MIR548T	chr7	148173461	148173962	444
HARsv2_2749	chr8	1700999	1701704	DLGAP2	chr8	1701221	1701722	483
HARsv2_2763	chr8	15237919	15238303	SGCZ	chr8	15238151	15238652	152
HARsv2_2772	chr8	20819307	20819538	LZTS1-AS1;LOC102467222	chr8	20819277	20819778	231
HARsv2_2773	chr8	20977343	20977477	LOC286114	chr8	20977388	20977889	89
HARsv2_2778	chr8	27895083	27895513	SCARA5	chr8	27894617	27895118	35
HARsv2_2779	chr8	28308297	28308449	ELP3;PNOC	chr8	28308071	28308572	152
HARsv2_2794	chr8	38380262	38380684	WHSC1L1	chr8	38379863	38380364	102
HARsv2_2794	chr8	38380262	38380684	WHSC1L1	chr8	38380609	38381110	75
HARsv2_2806	chr8	56212501	56212851	CHCHD7	chr8	56212091	56212592	91
HARsv2_2814	chr8	63704070	63704543	LOC102724612;LINC01289	chr8	63704332	63704833	211
HARsv2_2828	chr8	75724325	75724600	HNF4G;LINC01111	chr8	75724128	75724629	275
HARsv2_2848	chr8	92102772	92103042	RUNX1T1	chr8	92102473	92102974	202
HARsv2_2874	chr8	115779442	115779602	TRPS1;LINC00536	chr8	115779264	115779765	160
HARsv2_2877	chr8	116344400	116344814	LINC00536;EIF3H	chr8	116343971	116344472	72
HARsv2_2904	chr9	469645	470020	KANK1	chr9	469879	470380	141
HARsv2_2911	chr9	2159560	2160390	SMARCA2	chr9	2159754	2160255	501
HARsv2_2912	chr9	2241880	2242215	SMARCA2;VLDLR-AS1	chr9	2241817	2242318	335
HARsv2_2913	chr9	2621394	2621609	VLDLR-AS1	chr9	2621221	2621722	215
HARsv2_2914	chr9	2623240	2623780	VLDLR	chr9	2622909	2623410	170
HARsv2_2914	chr9	2623240	2623780	VLDLR	chr9	2623447	2623948	333
HARsv2_2930	chr9	8532063	8532343	PTPRD	chr9	8531899	8532400	280
HARsv2_2949	chr9	14531527	14531732	NFIB;ZDHHC21	chr9	14531178	14531679	152
HARsv2_2958	chr9	16626843	16627184	BNC2	chr9	16626560	16627061	218
HARsv2_2961	chr9	16708805	16709053	BNC2	chr9	16708584	16709085	248
HARsv2_2987	chr9	26210533	26210898	LOC100506422;CAAP1	chr9	26210217	26210718	185
HARsv2_3021	chr9	79902732	79903408	LINC01507	chr9	79902897	79903398	501
HARsv2_3029	chr9	96049063	96049793	LINC00092;LOC158435	chr9	96049224	96049725	501
HARsv2_3032	chr9	99103898	99104243	TGFBR1	chr9	99104198	99104699	45
HARsv2_3040	chr9	106615975	106616302	LINC01505	chr9	106615883	106616384	327
HARsv2_3041	chr9	106859819	106860259	LINC01505;ZNF462	chr9	106860076	106860577	183
HARsv2_3088	chrX	25382642	25383727	ARX;MAGEB18	chrX	25383079	25383580	501
HARsv2_3115	chrX	42241926	42242117	CASK;PPP1R2P9	chrX	42241495	42241996	70
HARsv2_3123	chrX	82442229	82442713	SH3BGRL;POU3F4	chrX	82442281	82442782	432
HARsv2_3127	chrX	100746210	100746560	SYTL4;CSTF2	chrX	100746196	100746697	350
HARsv2_3147	chrX	133362564	133362815	GPC4	chrX	133362584	133363085	231
HARsv2_3156	chrX	138710483	138711403	FGF13	chrX	138710391	138710892	409
HARsv2_3156	chrX	138710483	138711403	FGF13	chrX	138711220	138711721	183
HARsv2_3170	chrX	153954694	153954884	HCFC1	chrX	153954432	153954933	190
