HARSID	chr	start	end	nearest_gene	chrom	chrom_start	chrom_end	overlap_bp
HARsv2_1801	chr3	58824526	58824756	C3orf67-AS1	chr3	58824176	58824677	151
HARsv2_1820	chr3	63967904	63968144	ATXN7	chr3	63967919	63968420	225
HARsv2_1830	chr3	67897729	67898272	SUCLG2-AS1	chr3	67897603	67898104	375
HARsv2_1876	chr3	85709404	85709890	CADM2	chr3	85709402	85709903	486
HARsv2_1879	chr3	86634420	86634756	RNU6-69P;VGLL3	chr3	86634334	86634835	336
HARsv2_1899	chr3	107598985	107599445	BBX	chr3	107599067	107599568	378
HARsv2_1907	chr3	114418993	114419243	ZBTB20	chr3	114418614	114419115	122
HARsv2_1920	chr3	120265355	120265523	GPR156;LRRC58	chr3	120265310	120265811	168
HARsv2_1931	chr3	139774703	139775001	NMNAT3;CLSTN2	chr3	139774482	139774983	280
HARsv2_1948	chr3	157958357	157958708	PQLC2L;SHOX2	chr3	157958500	157959001	208
HARsv2_1951	chr3	160180706	160181034	IL12A-AS1	chr3	160180499	160181000	294
HARsv2_1970	chr3	174958735	174959029	NAALADL2	chr3	174958955	174959456	74
HARsv2_1984	chr3	186239307	186239606	DGKG	chr3	186239251	186239752	299
HARsv2_2007	chr4	16757157	16757587	LDB2	chr4	16757023	16757524	367
HARsv2_2011	chr4	17069136	17069300	LDB2;LOC101929123	chr4	17068871	17069372	164
HARsv2_2026	chr4	26206611	26206884	SMIM20;RBPJ	chr4	26206167	26206668	57
HARsv2_2035	chr4	34718971	34719346	LOC101928622;ARAP2	chr4	34718477	34718978	7
HARsv2_2044	chr4	42148251	42148980	BEND4	chr4	42148210	42148711	460
HARsv2_2107	chr4	101161403	101161653	PPP3CA	chr4	101161293	101161794	250
HARsv2_2108	chr4	101191868	101191927	PPP3CA	chr4	101191475	101191976	59
HARsv2_2109	chr4	104420783	104421333	TACR3;CXXC4	chr4	104420776	104421277	494
HARsv2_2110	chr4	104424503	104425073	TACR3;CXXC4	chr4	104425011	104425512	62
HARsv2_2122	chr4	115607490	115607595	NDST4;MIR1973	chr4	115607205	115607706	105
HARsv2_2125	chr4	123396505	123396895	SPRY1	chr4	123396572	123397073	323
HARsv2_2127	chr4	128553629	128553729	LOC100507487;JADE1	chr4	128553318	128553819	100
HARsv2_2138	chr4	137762706	137762856	PCDH18;LINC00616	chr4	137762543	137763044	150
HARsv2_2142	chr4	140935286	140935536	RNF150	chr4	140935101	140935602	250
HARsv2_2146	chr4	145482002	145482018	SMAD1	chr4	145481542	145482043	16
HARsv2_2152	chr4	152197241	152197468	LOC100996286;FBXW7	chr4	152197298	152197799	170
HARsv2_2158	chr4	158164935	158165157	FAM198B	chr4	158164928	158165429	222
HARsv2_2191	chr4	181748667	181748890	LINC00290;LOC90768	chr4	181748361	181748862	195
HARsv2_2222	chr5	13957033	13957148	DNAH5;TRIO	chr5	13956991	13957492	115
HARsv2_2228	chr5	24623051	24623341	CDH10	chr5	24622959	24623460	290
HARsv2_2240	chr5	31415305	31415487	DROSHA	chr5	31415191	31415692	182
HARsv2_2270	chr5	80069507	80069653	CTD-2201I18.1	chr5	80069484	80069985	146
HARsv2_2277	chr5	88480792	88481366	LOC102546226;LINC00461	chr5	88480755	88481256	464
HARsv2_2296	chr5	103298299	103298616	C5orf30;LOC102467212	chr5	103298129	103298630	317
HARsv2_2304	chr5	107763995	107764310	EFNA5;FBXL17	chr5	107763722	107764223	228
HARsv2_2315	chr5	119741813	119742424	FAM170A;PRR16	chr5	119741608	119742109	296
HARsv2_2324	chr5	124292386	124293071	LINC01170	chr5	124292173	124292674	288
HARsv2_2349	chr5	146699780	146700181	PPP2R2B	chr5	146699565	146700066	286
HARsv2_2366	chr5	159208012	159208347	RNF145	chr5	159207891	159208392	335
HARsv2_2414	chr6	9515927	9516173	LOC100506207;TFAP2A	chr6	9515922	9516423	246
HARsv2_2425	chr6	19976197	19977166	ID4;MBOAT1	chr6	19976315	19976816	501
HARsv2_2452	chr6	50463868	50464698	DEFB112;TFAP2D	chr6	50464059	50464560	501
HARsv2_2490	chr6	90787714	90787991	MAP3K7;MIR4643	chr6	90787345	90787846	132
HARsv2_2503	chr6	97850638	97851176	LOC101927314;MIR2113	chr6	97850764	97851265	412
HARsv2_2508	chr6	98977059	98978930	FBXL4;FAXC	chr6	98976890	98977391	332
HARsv2_2510	chr6	99602450	99603098	CCNC;PRDM13	chr6	99602497	99602998	501
HARsv2_2521	chr6	105604228	105604418	PREP;PRDM1	chr6	105604129	105604630	190
HARsv2_2558	chr6	148134683	148134914	SAMD5;SASH1	chr6	148134694	148135195	220
HARsv2_2571	chr6	162728028	162728130	PACRG	chr6	162727561	162728062	34
HARsv2_2571	chr6	162728028	162728130	PACRG	chr6	162728125	162728626	5
HARsv2_2585	chr7	8379290	8379600	LOC100505938;NXPH1	chr7	8379204	8379705	310
HARsv2_2587	chr7	8906799	8906944	NXPH1;PER4	chr7	8906348	8906849	50
HARsv2_2594	chr7	13523775	13524025	ARL4A;ETV1	chr7	13523341	13523842	67
HARsv2_2608	chr7	18495117	18495427	HDAC9	chr7	18495286	18495787	141
HARsv2_2617	chr7	23106901	23107611	KLHL7	chr7	23107323	23107824	288
HARsv2_2635	chr7	31192946	31193261	ADCYAP1R1;NEUROD6	chr7	31192841	31193342	315
HARsv2_2640	chr7	34851545	34851716	NPSR1	chr7	34851443	34851944	171
HARsv2_2643	chr7	36986532	36986659	ELMO1	chr7	36986576	36987077	83
HARsv2_2661	chr7	68336546	68336811	LOC102723427;LOC100507468	chr7	68336617	68337118	194
HARsv2_2678	chr7	93245804	93246027	CCDC132	chr7	93245498	93245999	195
HARsv2_2706	chr7	117286502	117286685	WNT2	chr7	117286269	117286770	183
HARsv2_2709	chr7	122328735	122329014	CADPS2	chr7	122328621	122329122	279
HARsv2_2715	chr7	127535966	127536116	LOC100506682;GCC1	chr7	127535984	127536485	132
HARsv2_2742	chr7	148173396	148173905	MIR548T	chr7	148173312	148173813	417
HARsv2_2746	chr7	154620290	154620440	DPP6	chr7	154619865	154620366	76
HARsv2_2746	chr7	154620290	154620440	DPP6	chr7	154620375	154620876	65
HARsv2_2763	chr8	15237919	15238303	SGCZ	chr8	15237851	15238352	384
HARsv2_2769	chr8	19756269	19756709	CSGALNACT1;INTS10	chr8	19756677	19757178	32
HARsv2_2782	chr8	33804874	33804893	DUSP26;LINC01288	chr8	33804805	33805306	19
HARsv2_2806	chr8	56212501	56212851	CHCHD7	chr8	56212110	56212611	110
HARsv2_2826	chr8	71727145	71727295	EYA1;MSC	chr8	71726913	71727414	150
HARsv2_2828	chr8	75724325	75724600	HNF4G;LINC01111	chr8	75724121	75724622	275
HARsv2_2851	chr8	93287412	93287889	C8orf87;LINC00535	chr8	93287173	93287674	262
HARsv2_2904	chr9	469645	470020	KANK1	chr9	469904	470405	116
HARsv2_2906	chr9	1045539	1045584	DMRT3;LINC01230	chr9	1045451	1045952	45
HARsv2_2911	chr9	2159560	2160390	SMARCA2	chr9	2159797	2160298	501
HARsv2_2912	chr9	2241880	2242215	SMARCA2;VLDLR-AS1	chr9	2241847	2242348	335
HARsv2_2914	chr9	2623240	2623780	VLDLR	chr9	2622916	2623417	177
HARsv2_2949	chr9	14531527	14531732	NFIB;ZDHHC21	chr9	14531204	14531705	178
HARsv2_2958	chr9	16626843	16627184	BNC2	chr9	16626635	16627136	293
HARsv2_2961	chr9	16708805	16709053	BNC2	chr9	16708566	16709067	248
HARsv2_2987	chr9	26210533	26210898	LOC100506422;CAAP1	chr9	26210470	26210971	365
HARsv2_3004	chr9	69204764	69205259	TJP2	chr9	69204690	69205191	427
HARsv2_3022	chr9	79936175	79936628	LINC01507	chr9	79936340	79936841	288
HARsv2_3032	chr9	99103898	99104243	TGFBR1	chr9	99103531	99104032	134
HARsv2_3032	chr9	99103898	99104243	TGFBR1	chr9	99104064	99104565	179
HARsv2_3041	chr9	106859819	106860259	LINC01505;ZNF462	chr9	106859854	106860355	405
HARsv2_3156	chrX	138710483	138711403	FGF13	chrX	138710986	138711487	417
