HARSID	chr	start	end	nearest_gene	chrom	chrom_start	chrom_end	overlap_bp
HARsv2_0456	chr11	127143567	127143760	LOC101929473;LOC101929497	chr11	127143158	127143659	92
HARsv2_0463	chr11	131592914	131593015	NTM	chr11	131592721	131593222	101
HARsv2_0466	chr11	131811461	131811931	NTM	chr11	131811455	131811956	470
HARsv2_0477	chr12	3137708	3137874	TSPAN9	chr12	3137418	3137919	166
HARsv2_0478	chr12	3491584	3491600	LOC100129223	chr12	3491492	3491993	16
HARsv2_0484	chr12	16018102	16018745	DERA	chr12	16017679	16018180	78
HARsv2_0490	chr12	17430328	17430762	SKP1P2;MIR3974	chr12	17430280	17430781	434
HARsv2_0509	chr12	47759145	47759313	RAPGEF3	chr12	47758668	47759169	24
HARsv2_0509	chr12	47759145	47759313	RAPGEF3	chr12	47759295	47759796	18
HARsv2_0510	chr12	53803283	53803467	CISTR;HOXC13-AS	chr12	53803148	53803649	184
HARsv2_0513	chr12	60522714	60522973	SLC16A7;FAM19A2	chr12	60522604	60523105	259
HARsv2_0542	chr12	89349788	89350164	DUSP6	chr12	89349819	89350320	345
HARsv2_0548	chr12	92363677	92363708	BTG1;CLLU1OS	chr12	92363551	92364052	31
HARsv2_0550	chr12	94535193	94535306	CEP83-AS1;MIR5700	chr12	94535004	94535505	113
HARsv2_0554	chr12	97359062	97359212	NEDD1;RMST	chr12	97359130	97359631	82
HARsv2_0555	chr12	97537474	97537846	RMST;MIR135A2	chr12	97537472	97537973	372
HARsv2_0583	chr12	130281220	130281485	FZD10;PIWIL1	chr12	130281059	130281560	265
HARsv2_0599	chr13	43315612	43315916	ENOX1	chr13	43315731	43316232	185
HARsv2_0600	chr13	44045230	44045450	LINC00284;SMIM2-AS1	chr13	44045125	44045626	220
HARsv2_0604	chr13	53263240	53263498	LINC01065;LINC00558	chr13	53262948	53263449	209
HARsv2_0620	chr13	66888768	66889198	PCDH9-AS2	chr13	66888715	66889216	430
HARsv2_0627	chr13	69096804	69096939	LINC00550;LINC00383	chr13	69096645	69097146	135
HARsv2_0630	chr13	70959031	70959920	ATXN8OS;LINC00348	chr13	70959451	70959952	469
HARsv2_0642	chr13	72540684	72541410	DACH1;MZT1	chr13	72540753	72541254	501
HARsv2_0648	chr13	76489238	76489541	LMO7DN;KCTD12	chr13	76489275	76489776	266
HARsv2_0657	chr13	88107528	88107731	LINC00397;LINC00433	chr13	88107460	88107961	203
HARsv2_0670	chr13	94947886	94948541	LOC101927284;LINC00557	chr13	94948064	94948565	477
HARsv2_0700	chr13	106349372	106349742	LINC00343;LINC00460	chr13	106349266	106349767	370
HARsv2_0711	chr14	24007062	24007204	DHRS4L1	chr14	24006837	24007338	142
HARsv2_0726	chr14	32711134	32711424	AKAP6	chr14	32711045	32711546	290
HARsv2_0730	chr14	32947798	32948033	NPAS3	chr14	32947715	32948216	235
HARsv2_0740	chr14	33349939	33350254	NPAS3	chr14	33349787	33350288	315
HARsv2_0745	chr14	33661114	33661912	NPAS3	chr14	33660953	33661454	340
HARsv2_0745	chr14	33661114	33661912	NPAS3	chr14	33661493	33661994	419
HARsv2_0747	chr14	33692286	33692602	NPAS3	chr14	33691842	33692343	57
HARsv2_0749	chr14	33792601	33792837	NPAS3	chr14	33792614	33793115	223
HARsv2_0760	chr14	38738128	38738391	CLEC14A;LINC00639	chr14	38737952	38738453	263
HARsv2_0770	chr14	46688964	46689047	RPL10L;MDGA2	chr14	46689019	46689520	28
HARsv2_0772	chr14	47674137	47674677	MDGA2	chr14	47674055	47674556	419
HARsv2_0772	chr14	47674137	47674677	MDGA2	chr14	47674665	47675166	12
HARsv2_0776	chr14	48876992	48877014	LINC00648;RPS29	chr14	48876861	48877362	22
HARsv2_0796	chr14	69852566	69852794	SLC10A1;SMOC1	chr14	69852482	69852983	228
HARsv2_0804	chr14	78575887	78576088	NRXN3	chr14	78575752	78576253	201
HARsv2_0806	chr14	79293830	79294063	NRXN3	chr14	79293447	79293948	118
HARsv2_0835	chr14	98108751	98109242	LINC01550;C14orf177	chr14	98108732	98109233	482
HARsv2_0838	chr14	99035963	99036323	C14orf177;BCL11B	chr14	99036304	99036805	19
HARsv2_0839	chr14	99226532	99226699	BCL11B	chr14	99226441	99226942	167
HARsv2_0858	chr15	33738059	33738534	RYR3	chr15	33737646	33738147	88
HARsv2_0861	chr15	35521692	35522449	DPH6	chr15	35521391	35521892	200
HARsv2_0867	chr15	36295019	36295169	MIR4510;C15orf41	chr15	36295117	36295618	52
HARsv2_0870	chr15	36434608	36434778	MIR4510;C15orf41	chr15	36434238	36434739	131
HARsv2_0874	chr15	36672707	36673697	C15orf41	chr15	36672654	36673155	448
HARsv2_0876	chr15	36884820	36884965	LOC145845	chr15	36884506	36885007	145
HARsv2_0880	chr15	37045663	37046182	MEIS2	chr15	37045842	37046343	340
HARsv2_0891	chr15	57259309	57259534	TCF12	chr15	57259460	57259961	74
HARsv2_0898	chr15	60375362	60375650	ANXA2	chr15	60375155	60375656	288
HARsv2_0915	chr15	70254371	70254675	TLE3;SALRNA3	chr15	70254524	70255025	151
HARsv2_0920	chr15	75453904	75454429	SIN3A	chr15	75453834	75454335	431
HARsv2_0922	chr15	77556678	77557448	HMG20A;LINGO1	chr15	77556334	77556835	157
HARsv2_0922	chr15	77556678	77557448	HMG20A;LINGO1	chr15	77557054	77557555	394
HARsv2_0945	chr15	96047677	96047781	LINC00924;NR2F2-AS1	chr15	96047428	96047929	104
HARsv2_0949	chr15	96409230	96409870	NR2F2;SPATA8-AS1	chr15	96409136	96409637	407
HARsv2_0953	chr15	97652889	97653016	LOC101927310;LINC00923	chr15	97652520	97653021	127
HARsv2_0974	chr16	7422517	7422582	RBFOX1	chr16	7422434	7422935	65
HARsv2_0985	chr16	17850721	17851018	XYLT1;NPIPA7	chr16	17850859	17851360	159
HARsv2_1002	chr16	52523681	52524314	TOX3	chr16	52524263	52524764	51
HARsv2_1008	chr16	56789794	56789816	NUP93	chr16	56789297	56789798	4
HARsv2_1016	chr16	61568847	61569327	MIR4426;CDH8	chr16	61568807	61569308	461
HARsv2_1039	chr16	73053041	73053661	ZFHX3	chr16	73052588	73053089	48
HARsv2_1039	chr16	73053041	73053661	ZFHX3	chr16	73053531	73054032	130
HARsv2_1041	chr16	73482771	73482925	LINC01568;LOC101928035	chr16	73482912	73483413	13
HARsv2_1061	chr16	79022426	79022704	WWOX	chr16	79022248	79022749	278
HARsv2_1067	chr16	80045958	80046209	LINC01229;LOC102724084	chr16	80045928	80046429	251
HARsv2_1073	chr16	82499619	82499942	MPHOSPH6;CDH13	chr16	82499266	82499767	148
HARsv2_1074	chr16	82627815	82628095	CDH13	chr16	82627677	82628178	280
HARsv2_1078	chr16	82940689	82940715	CDH13	chr16	82940514	82941015	26
HARsv2_1080	chr16	85365994	85366724	MIR5093;GSE1	chr16	85366007	85366508	501
HARsv2_1093	chr17	6160300	6160490	WSCD1;AIPL1	chr17	6160123	6160624	190
HARsv2_1106	chr17	35700670	35700920	AP2B1	chr17	35700498	35700999	250
HARsv2_1111	chr17	44138032	44138627	HDAC5;C17orf53	chr17	44138034	44138535	501
HARsv2_1126	chr17	57598228	57598520	MSI2	chr17	57597746	57598247	19
HARsv2_1126	chr17	57598228	57598520	MSI2	chr17	57598295	57598796	225
HARsv2_1133	chr17	65438982	65439366	RGS9;AXIN2	chr17	65438841	65439342	360
HARsv2_1135	chr17	66398913	66398933	PRKCA-AS1	chr17	66398438	66398939	20
HARsv2_1137	chr17	68206139	68206241	LOC440461;AMZ2	chr17	68205711	68206212	73
HARsv2_1144	chr17	73804041	73804616	LINC00469	chr17	73803879	73804380	339
HARsv2_1149	chr17	77042812	77043058	MGAT5B;SEC14L1	chr17	77042726	77043227	246
HARsv2_1151	chr17	79951064	79951232	TBC1D16	chr17	79950646	79951147	83
HARsv2_1153	chr18	908419	909169	ADCYAP1	chr18	908818	909319	351
HARsv2_1158	chr18	3499007	3499552	DLGAP1	chr18	3498944	3499445	438
HARsv2_1158	chr18	3499007	3499552	DLGAP1	chr18	3499466	3499967	86
HARsv2_1176	chr18	26335479	26336460	TAF4B	chr18	26335891	26336392	501
HARsv2_1184	chr18	32771331	32771440	KLHL14	chr18	32771106	32771607	109
HARsv2_1186	chr18	33585161	33585727	ASXL3	chr18	33585021	33585522	361
HARsv2_1189	chr18	37669137	37669407	MIR4318;LINC00669	chr18	37669027	37669528	270
HARsv2_1192	chr18	37984610	37985274	MIR4318;LINC00669	chr18	37985035	37985536	239
HARsv2_1201	chr18	39674940	39675294	LINC00669	chr18	39674929	39675430	354
HARsv2_1214	chr18	40855704	40855850	LINC01477;KC6	chr18	40855655	40856156	146
HARsv2_1216	chr18	41784130	41784172	KC6;PIK3C3	chr18	41783640	41784141	11
HARsv2_1225	chr18	45291880	45292671	SLC14A2	chr18	45291535	45292036	156
HARsv2_1225	chr18	45291880	45292671	SLC14A2	chr18	45292113	45292614	501
HARsv2_1240	chr18	53021284	53021463	DCC	chr18	53021175	53021676	179
HARsv2_1241	chr18	53502330	53502753	DCC	chr18	53502435	53502936	318
HARsv2_1279	chr18	78430067	78430551	LINC01029;SALL3	chr18	78429920	78430421	354
HARsv2_1292	chr19	30907321	30907795	ZNF536;TSHZ3	chr19	30907362	30907863	433
HARsv2_1293	chr19	31304528	31304699	TSHZ3	chr19	31304653	31305154	46
HARsv2_1294	chr19	31421505	31421900	TSHZ3;THEG5	chr19	31421821	31422322	79
HARsv2_1303	chr19	42175892	42176212	LOC100505622;DEDD2	chr19	42175557	42176058	166
HARsv2_1307	chr2	6345263	6345586	LOC400940;LINC01247	chr2	6345372	6345873	214
HARsv2_1313	chr2	11391805	11391826	ROCK2;LINC00570	chr2	11391552	11392053	21
HARsv2_1317	chr2	16055974	16056013	GACAT3	chr2	16055697	16056198	39
HARsv2_1325	chr2	21519423	21519654	APOB;LOC645949	chr2	21519349	21519850	231
HARsv2_1330	chr2	22329088	22329838	LOC645949;LOC102723362	chr2	22329275	22329776	501
HARsv2_1346	chr2	31075608	31075652	GALNT14	chr2	31075362	31075863	44
HARsv2_1349	chr2	34567242	34567439	LINC01317;LINC01320	chr2	34567055	34567556	197
HARsv2_1371	chr2	53114722	53114912	MIR4431;ASB3	chr2	53114809	53115310	103
HARsv2_1376	chr2	58951920	58952754	LINC01122	chr2	58951623	58952124	204
HARsv2_1376	chr2	58951920	58952754	LINC01122	chr2	58952641	58953142	113
HARsv2_1377	chr2	59290815	59291279	LOC101927285;MIR4432	chr2	59290787	59291288	464
HARsv2_1383	chr2	66532519	66532740	MEIS1	chr2	66532203	66532704	185
HARsv2_1411	chr2	100041549	100041740	AFF3	chr2	100041164	100041665	116
HARsv2_1414	chr2	103235341	103235475	TMEM182;LOC100287010	chr2	103235320	103235821	134
HARsv2_1418	chr2	104872562	104872922	LINC01159	chr2	104872226	104872727	165
HARsv2_1420	chr2	105262724	105263064	GPR45;TGFBRAP1	chr2	105262759	105263260	305
HARsv2_1423	chr2	107986149	107986659	SLC5A7	chr2	107986534	107987035	125
HARsv2_1431	chr2	113235363	113235878	PAX8	chr2	113235263	113235764	401
HARsv2_1433	chr2	113890263	113890903	ACTR3	chr2	113890282	113890783	501
HARsv2_1434	chr2	114202113	114202296	LINC01191;DPP10	chr2	114202084	114202585	183
HARsv2_1439	chr2	118051986	118052145	CCDC93;INSIG2	chr2	118051903	118052404	159
HARsv2_1441	chr2	118309582	118310304	INSIG2;LOC101927709	chr2	118309804	118310305	500
HARsv2_1442	chr2	118842584	118843004	EN1	chr2	118842738	118843239	266
HARsv2_1444	chr2	121075207	121075564	GLI2;TFCP2L1	chr2	121075221	121075722	343
HARsv2_1452	chr2	132589320	132589516	GPR39	chr2	132589227	132589728	196
HARsv2_1454	chr2	134360689	134360979	MGAT5	chr2	134360843	134361344	136
HARsv2_1455	chr2	136629241	136629443	CXCR4;THSD7B	chr2	136629335	136629836	108
HARsv2_1476	chr2	144514690	144514707	ZEB2	chr2	144514404	144514905	17
HARsv2_1487	chr2	147198244	147199008	PABPC1P2;ACVR2A	chr2	147198659	147199160	349
HARsv2_1512	chr2	164116141	164116578	FIGN;GRB14	chr2	164116128	164116629	437
HARsv2_1517	chr2	170823007	170823211	GAD1	chr2	170823026	170823527	185
HARsv2_1518	chr2	170880908	170881177	GAD1;GORASP2	chr2	170880535	170881036	128
HARsv2_1518	chr2	170880908	170881177	GAD1;GORASP2	chr2	170881039	170881540	138
HARsv2_1520	chr2	171573809	171574147	CYBRD1;DYNC1I2	chr2	171573998	171574499	149
HARsv2_1521	chr2	172113247	172113260	DLX2-AS1;ITGA6	chr2	172113129	172113630	13
HARsv2_1524	chr2	174108433	174109141	OLA1	chr2	174108464	174108965	501
HARsv2_1526	chr2	175571094	175571501	ATP5G3;KIAA1715	chr2	175571257	175571758	244
HARsv2_1547	chr2	189441478	189441505	WDR75	chr2	189441150	189441651	27
HARsv2_1551	chr2	191918493	191918528	SDPR;TMEFF2	chr2	191918086	191918587	35
HARsv2_1558	chr2	199623750	199624194	LOC101927641	chr2	199623976	199624477	218
HARsv2_1560	chr2	202123242	202123482	KIAA2012	chr2	202123276	202123777	206
HARsv2_1572	chr2	205892317	205892437	NRP2;INO80D	chr2	205892066	205892567	120
HARsv2_1575	chr2	206845735	206846042	FASTKD2;CPO	chr2	206845830	206846331	212
HARsv2_1590	chr2	214577676	214578126	VWC2L;BARD1	chr2	214577518	214578019	343
HARsv2_1595	chr2	216636797	216636900	IGFBP2	chr2	216636755	216637256	103
HARsv2_1616	chr2	229273399	229273651	PID1;DNER	chr2	229273620	229274121	31
HARsv2_1617	chr2	235865019	235865565	AGAP1	chr2	235865426	235865927	139
HARsv2_1618	chr2	236180712	236180877	GBX2;ASB18	chr2	236180781	236181282	96
HARsv2_1621	chr20	675745	675937	SCRT2	chr20	675531	676032	192
HARsv2_1622	chr20	728331	728421	SCRT2;SLC52A3	chr20	728241	728742	90
HARsv2_1636	chr20	9474913	9475383	PLCB4	chr20	9475016	9475517	367
HARsv2_1642	chr20	15223081	15223264	MACROD2	chr20	15222965	15223466	183
HARsv2_1645	chr20	15930132	15930236	LOC613266	chr20	15930227	15930728	9
HARsv2_1677	chr20	53003720	53003856	TSHZ2	chr20	53003302	53003803	83
HARsv2_1685	chr20	61694940	61695124	CDH4	chr20	61694574	61695075	135
HARsv2_1686	chr20	63085801	63086010	LOC63930	chr20	63085511	63086012	209
HARsv2_1687	chr20	63102094	63102278	HAR1A;HAR1B	chr20	63101788	63102289	184
HARsv2_1695	chr21	16071060	16071470	MIR99AHG	chr21	16071111	16071612	359
HARsv2_1698	chr21	16843314	16843531	MIR99AHG;LINC01549	chr21	16843126	16843627	217
HARsv2_1733	chr22	42318257	42318359	OGFRP1;LINC01315	chr22	42318022	42318523	102
HARsv2_1735	chr22	46845287	46845476	TBC1D22A	chr22	46845287	46845788	189
HARsv2_1741	chr3	567850	568122	CHL1;LINC01266	chr3	567744	568245	272
HARsv2_1751	chr3	2096041	2096473	CNTN6;CNTN4	chr3	2096172	2096673	301
HARsv2_1762	chr3	5426279	5426459	MIR4790;GRM7-AS3	chr3	5426259	5426760	180
HARsv2_1772	chr3	16885059	16885256	PLCL2	chr3	16884730	16885231	172
HARsv2_1801	chr3	58824526	58824756	C3orf67-AS1	chr3	58824175	58824676	150
HARsv2_1821	chr3	64205132	64205223	PRICKLE2	chr3	64204924	64205425	91
HARsv2_1825	chr3	65883525	65883955	MAGI1	chr3	65883509	65884010	430
HARsv2_1851	chr3	75129105	75129248	CNTN3;MIR4444-1	chr3	75129020	75129521	143
HARsv2_1853	chr3	76365386	76365827	ZNF717;ROBO2	chr3	76365246	76365747	361
HARsv2_1857	chr3	77170883	77171305	ROBO2	chr3	77170892	77171393	413
HARsv2_1868	chr3	82002672	82003295	GBE1;NONE	chr3	82002412	82002913	241
HARsv2_1868	chr3	82002672	82003295	GBE1;NONE	chr3	82003009	82003510	286
HARsv2_1874	chr3	85466036	85466429	CADM2	chr3	85465869	85466370	334
HARsv2_1876	chr3	85709404	85709890	CADM2	chr3	85709447	85709948	443
HARsv2_1879	chr3	86634420	86634756	RNU6-69P;VGLL3	chr3	86634140	86634641	221
HARsv2_1899	chr3	107598985	107599445	BBX	chr3	107599057	107599558	388
HARsv2_1907	chr3	114418993	114419243	ZBTB20	chr3	114418649	114419150	157
HARsv2_1919	chr3	118821520	118821964	LINC00901;IGSF11	chr3	118821822	118822323	142
HARsv2_1923	chr3	127449597	127449787	LOC101927123;LINC01471	chr3	127449658	127450159	129
HARsv2_1928	chr3	137864338	137864761	LINC01210;CLDN18	chr3	137864446	137864947	315
HARsv2_1931	chr3	139774703	139775001	NMNAT3;CLSTN2	chr3	139774468	139774969	266
HARsv2_1965	chr3	174102292	174102591	NLGN1	chr3	174102215	174102716	299
HARsv2_1967	chr3	174676057	174676204	NLGN1;NAALADL2	chr3	174675989	174676490	147
HARsv2_1984	chr3	186239307	186239606	DGKG	chr3	186239294	186239795	299
HARsv2_2007	chr4	16757157	16757587	LDB2	chr4	16756966	16757467	310
HARsv2_2010	chr4	17020557	17020707	LDB2;LOC101929123	chr4	17020386	17020887	150
HARsv2_2011	chr4	17069136	17069300	LDB2;LOC101929123	chr4	17069163	17069664	137
HARsv2_2041	chr4	38946559	38946809	FAM114A1	chr4	38946418	38946919	250
HARsv2_2044	chr4	42148251	42148980	BEND4	chr4	42148280	42148781	501
HARsv2_2044	chr4	42148251	42148980	BEND4	chr4	42148940	42149441	40
HARsv2_2049	chr4	52597568	52597586	USP46	chr4	52597171	52597672	18
HARsv2_2051	chr4	53943633	53944043	LOC100506444;RPL21P44	chr4	53943624	53944125	410
HARsv2_2054	chr4	57200954	57201239	IGFBP7-AS1	chr4	57200786	57201287	285
HARsv2_2055	chr4	57279024	57279287	IGFBP7-AS1;LOC101928851	chr4	57278973	57279474	263
HARsv2_2060	chr4	57504909	57505113	LOC101928851;NONE	chr4	57504680	57505181	204
HARsv2_2108	chr4	101191868	101191927	PPP3CA	chr4	101191505	101192006	59
HARsv2_2109	chr4	104420783	104421333	TACR3;CXXC4	chr4	104420751	104421252	469
HARsv2_2110	chr4	104424503	104425073	TACR3;CXXC4	chr4	104424429	104424930	427
HARsv2_2110	chr4	104424503	104425073	TACR3;CXXC4	chr4	104425036	104425537	37
HARsv2_2120	chr4	114758370	114758685	UGT8;NDST4	chr4	114758077	114758578	208
HARsv2_2125	chr4	123396505	123396895	SPRY1	chr4	123396567	123397068	328
HARsv2_2129	chr4	129362933	129363296	C4orf33;LOC101927282	chr4	129362703	129363204	271
HARsv2_2139	chr4	137857726	137857823	PCDH18;LINC00616	chr4	137857698	137858199	97
HARsv2_2146	chr4	145482002	145482018	SMAD1	chr4	145481515	145482016	14
HARsv2_2153	chr4	153487843	153487956	KIAA0922	chr4	153487454	153487955	112
HARsv2_2160	chr4	163527482	163527506	42795	chr4	163527017	163527518	24
HARsv2_2162	chr4	165683887	165683906	LINC01179	chr4	165683482	165683983	19
HARsv2_2176	chr4	177351744	177352222	NEIL3	chr4	177351262	177351763	19
HARsv2_2176	chr4	177351744	177352222	NEIL3	chr4	177351957	177352458	265
HARsv2_2187	chr4	181350707	181351729	LINC00290;LOC90768	chr4	181351066	181351567	501
HARsv2_2192	chr4	181799489	181799571	LINC00290;LOC90768	chr4	181799410	181799911	82
HARsv2_2197	chr4	182584038	182584394	TENM3	chr4	182583956	182584457	356
HARsv2_2222	chr5	13957033	13957148	DNAH5;TRIO	chr5	13956998	13957499	115
HARsv2_2235	chr5	30105004	30105356	LOC101929681;CDH6	chr5	30104997	30105498	352
HARsv2_2275	chr5	86587948	86588112	NBPF22P;COX7C	chr5	86587623	86588124	164
HARsv2_2277	chr5	88480792	88481366	LOC102546226;LINC00461	chr5	88480585	88481086	294
HARsv2_2296	chr5	103298299	103298616	C5orf30;LOC102467212	chr5	103298066	103298567	268
HARsv2_2308	chr5	116449058	116449430	SEMA6A-AS1	chr5	116448954	116449455	372
HARsv2_2313	chr5	118565423	118565772	LOC101927280;LOC102467225	chr5	118564926	118565427	4
HARsv2_2315	chr5	119741813	119742424	FAM170A;PRR16	chr5	119741509	119742010	197
HARsv2_2343	chr5	141804289	141804468	ARAP3;PCDH1	chr5	141804037	141804538	179
HARsv2_2349	chr5	146699780	146700181	PPP2R2B	chr5	146699353	146699854	74
HARsv2_2357	chr5	155498786	155499153	KIF4B;SGCD	chr5	155498841	155499342	312
HARsv2_2365	chr5	158801992	158802142	EBF1	chr5	158801641	158802142	150
HARsv2_2366	chr5	159208012	159208347	RNF145	chr5	159207913	159208414	335
HARsv2_2372	chr5	164832459	164833232	LOC102546299;NONE	chr5	164832297	164832798	339
HARsv2_2379	chr5	166321169	166321576	LOC102546299;CTB-7E3.1	chr5	166321136	166321637	407
HARsv2_2386	chr5	167508288	167508479	TENM2	chr5	167507829	167508330	42
HARsv2_2387	chr5	168886295	168886465	SLIT3	chr5	168886042	168886543	170
HARsv2_2393	chr5	175750653	175750876	HRH2;CPLX2	chr5	175750574	175751075	223
HARsv2_2424	chr6	19720918	19721039	LOC101928519;ID4	chr6	19720604	19721105	121
HARsv2_2425	chr6	19976197	19977166	ID4;MBOAT1	chr6	19976351	19976852	501
HARsv2_2428	chr6	22117752	22118012	CASC15	chr6	22117494	22117995	243
HARsv2_2441	chr6	40521381	40521591	LRFN2	chr6	40521365	40521866	210
HARsv2_2447	chr6	47137411	47137652	ADGRF1;TNFRSF21	chr6	47137462	47137963	190
HARsv2_2487	chr6	90151900	90152351	BACH2	chr6	90151912	90152413	439
HARsv2_2490	chr6	90787714	90787991	MAP3K7;MIR4643	chr6	90787432	90787933	219
HARsv2_2503	chr6	97850638	97851176	LOC101927314;MIR2113	chr6	97850753	97851254	423
HARsv2_2508	chr6	98977059	98978930	FBXL4;FAXC	chr6	98976611	98977112	53
HARsv2_2508	chr6	98977059	98978930	FBXL4;FAXC	chr6	98977162	98977663	501
HARsv2_2508	chr6	98977059	98978930	FBXL4;FAXC	chr6	98977802	98978303	501
HARsv2_2558	chr6	148134683	148134914	SAMD5;SASH1	chr6	148134627	148135128	231
HARsv2_2562	chr6	149236627	149237017	TAB2	chr6	149236567	149237068	390
HARsv2_2571	chr6	162728028	162728130	PACRG	chr6	162727591	162728092	64
HARsv2_2571	chr6	162728028	162728130	PACRG	chr6	162728109	162728610	21
HARsv2_2575	chr6	164563947	164564257	QKI;C6orf118	chr6	164563909	164564410	310
HARsv2_2577	chr7	1237476	1237509	UNCX	chr7	1237381	1237882	33
HARsv2_2582	chr7	7772365	7772909	UMAD1	chr7	7772456	7772957	453
HARsv2_2584	chr7	8190451	8190641	ICA1	chr7	8190291	8190792	190
HARsv2_2585	chr7	8379290	8379600	LOC100505938;NXPH1	chr7	8379201	8379702	310
HARsv2_2593	chr7	11726186	11726666	THSD7A	chr7	11726091	11726592	406
