HARSID	chr	start	end	nearest_gene	chrom	chrom_start	chrom_end	overlap_bp
HARsv2_1647	chr20	21045568	21045905	RALGAPA2;KIZ	chr20	21045669	21046170	236
HARsv2_1673	chr20	44831354	44831573	RIMS4;YWHAB	chr20	44831185	44831686	219
HARsv2_1677	chr20	53003720	53003856	TSHZ2	chr20	53003440	53003941	136
HARsv2_1682	chr20	58271798	58272154	PPP4R1L	chr20	58272001	58272502	153
HARsv2_1685	chr20	61694940	61695124	CDH4	chr20	61694610	61695111	171
HARsv2_1686	chr20	63085801	63086010	LOC63930	chr20	63085497	63085998	197
HARsv2_1687	chr20	63102094	63102278	HAR1A;HAR1B	chr20	63101753	63102254	160
HARsv2_1695	chr21	16071060	16071470	MIR99AHG	chr21	16071100	16071601	370
HARsv2_1698	chr21	16843314	16843531	MIR99AHG;LINC01549	chr21	16843129	16843630	217
HARsv2_1699	chr21	18026425	18026517	CHODL	chr21	18026374	18026875	92
HARsv2_1727	chr22	27749212	27749367	MN1	chr22	27748879	27749380	155
HARsv2_1733	chr22	42318257	42318359	OGFRP1;LINC01315	chr22	42318251	42318752	102
HARsv2_1735	chr22	46845287	46845476	TBC1D22A	chr22	46845094	46845595	189
HARsv2_1741	chr3	567850	568122	CHL1;LINC01266	chr3	567687	568188	272
HARsv2_1751	chr3	2096041	2096473	CNTN6;CNTN4	chr3	2096159	2096660	314
HARsv2_1752	chr3	2099916	2100391	CNTN4	chr3	2099782	2100283	367
HARsv2_1762	chr3	5426279	5426459	MIR4790;GRM7-AS3	chr3	5426227	5426728	180
HARsv2_1772	chr3	16885059	16885256	PLCL2	chr3	16884767	16885268	197
HARsv2_1785	chr3	29440629	29440964	RBMS3	chr3	29440480	29440981	335
HARsv2_1801	chr3	58824526	58824756	C3orf67-AS1	chr3	58824179	58824680	154
HARsv2_1820	chr3	63967904	63968144	ATXN7	chr3	63967735	63968236	240
HARsv2_1868	chr3	82002672	82003295	GBE1;NONE	chr3	82002538	82003039	367
HARsv2_1868	chr3	82002672	82003295	GBE1;NONE	chr3	82003233	82003734	62
HARsv2_1876	chr3	85709404	85709890	CADM2	chr3	85709475	85709976	415
HARsv2_1879	chr3	86634420	86634756	RNU6-69P;VGLL3	chr3	86634366	86634867	336
HARsv2_1896	chr3	101850776	101851106	NFKBIZ	chr3	101850440	101850941	165
HARsv2_1899	chr3	107598985	107599445	BBX	chr3	107599048	107599549	397
HARsv2_1907	chr3	114418993	114419243	ZBTB20	chr3	114418612	114419113	120
HARsv2_1928	chr3	137864338	137864761	LINC01210;CLDN18	chr3	137864491	137864992	270
HARsv2_1931	chr3	139774703	139775001	NMNAT3;CLSTN2	chr3	139774505	139775006	298
HARsv2_1943	chr3	148871970	148872078	CPA3	chr3	148871731	148872232	108
HARsv2_1948	chr3	157958357	157958708	PQLC2L;SHOX2	chr3	157958520	157959021	188
HARsv2_1967	chr3	174676057	174676204	NLGN1;NAALADL2	chr3	174675857	174676358	147
HARsv2_1984	chr3	186239307	186239606	DGKG	chr3	186239257	186239758	299
HARsv2_2007	chr4	16757157	16757587	LDB2	chr4	16757010	16757511	354
HARsv2_2044	chr4	42148251	42148980	BEND4	chr4	42148278	42148779	501
HARsv2_2076	chr4	65611726	65611825	EPHA5	chr4	65611541	65612042	99
HARsv2_2109	chr4	104420783	104421333	TACR3;CXXC4	chr4	104420705	104421206	423
HARsv2_2110	chr4	104424503	104425073	TACR3;CXXC4	chr4	104424960	104425461	113
HARsv2_2125	chr4	123396505	123396895	SPRY1	chr4	123396532	123397033	363
HARsv2_2127	chr4	128553629	128553729	LOC100507487;JADE1	chr4	128553247	128553748	100
HARsv2_2129	chr4	129362933	129363296	C4orf33;LOC101927282	chr4	129362637	129363138	205
HARsv2_2139	chr4	137857726	137857823	PCDH18;LINC00616	chr4	137857615	137858116	97
HARsv2_2146	chr4	145482002	145482018	SMAD1	chr4	145481567	145482068	16
HARsv2_2153	chr4	153487843	153487956	KIAA0922	chr4	153487518	153488019	113
HARsv2_2157	chr4	156770986	156771146	PDGFC	chr4	156770988	156771489	158
HARsv2_2176	chr4	177351744	177352222	NEIL3	chr4	177351692	177352193	449
HARsv2_2188	chr4	181660270	181660735	LINC00290;LOC90768	chr4	181660119	181660620	350
HARsv2_2222	chr5	13957033	13957148	DNAH5;TRIO	chr5	13956997	13957498	115
HARsv2_2228	chr5	24623051	24623341	CDH10	chr5	24622968	24623469	290
HARsv2_2271	chr5	82222661	82223171	ATG10	chr5	82222539	82223040	379
HARsv2_2277	chr5	88480792	88481366	LOC102546226;LINC00461	chr5	88481076	88481577	290
HARsv2_2281	chr5	89457963	89458333	MEF2C-AS1;MIR3660	chr5	89458193	89458694	140
HARsv2_2296	chr5	103298299	103298616	C5orf30;LOC102467212	chr5	103298511	103299012	105
HARsv2_2308	chr5	116449058	116449430	SEMA6A-AS1	chr5	116448781	116449282	224
HARsv2_2324	chr5	124292386	124293071	LINC01170	chr5	124292131	124292632	246
HARsv2_2341	chr5	139147458	139147756	SIL1	chr5	139147376	139147877	298
HARsv2_2349	chr5	146699780	146700181	PPP2R2B	chr5	146699611	146700112	332
HARsv2_2366	chr5	159208012	159208347	RNF145	chr5	159207900	159208401	335
HARsv2_2379	chr5	166321169	166321576	LOC102546299;CTB-7E3.1	chr5	166320874	166321375	206
HARsv2_2390	chr5	170452720	170453062	KCNIP1	chr5	170452643	170453144	342
HARsv2_2393	chr5	175750653	175750876	HRH2;CPLX2	chr5	175750538	175751039	223
HARsv2_2399	chr6	1385045	1385775	FOXQ1;FOXF2	chr6	1385330	1385831	445
HARsv2_2424	chr6	19720918	19721039	LOC101928519;ID4	chr6	19720652	19721153	121
HARsv2_2425	chr6	19976197	19977166	ID4;MBOAT1	chr6	19976363	19976864	501
HARsv2_2433	chr6	35060022	35060189	ANKS1A	chr6	35059737	35060238	167
HARsv2_2441	chr6	40521381	40521591	LRFN2	chr6	40521341	40521842	210
HARsv2_2447	chr6	47137411	47137652	ADGRF1;TNFRSF21	chr6	47137577	47138078	75
HARsv2_2457	chr6	51429116	51429263	TFAP2B;PKHD1	chr6	51429086	51429587	147
HARsv2_2485	chr6	86108308	86108556	SNHG5;HTR1E	chr6	86107907	86108408	100
HARsv2_2487	chr6	90151900	90152351	BACH2	chr6	90151937	90152438	414
HARsv2_2490	chr6	90787714	90787991	MAP3K7;MIR4643	chr6	90787366	90787867	153
HARsv2_2503	chr6	97850638	97851176	LOC101927314;MIR2113	chr6	97850808	97851309	368
HARsv2_2508	chr6	98977059	98978930	FBXL4;FAXC	chr6	98977628	98978129	501
HARsv2_2510	chr6	99602450	99603098	CCNC;PRDM13	chr6	99602572	99603073	501
HARsv2_2514	chr6	101296272	101296546	ASCC3;GRIK2	chr6	101296160	101296661	274
HARsv2_2523	chr6	106111220	106111355	PRDM1;ATG5	chr6	106110989	106111490	135
HARsv2_2558	chr6	148134683	148134914	SAMD5;SASH1	chr6	148134637	148135138	231
HARsv2_2562	chr6	149236627	149237017	TAB2	chr6	149236540	149237041	390
HARsv2_2571	chr6	162728028	162728130	PACRG	chr6	162727582	162728083	55
HARsv2_2571	chr6	162728028	162728130	PACRG	chr6	162728098	162728599	32
HARsv2_2577	chr7	1237476	1237509	UNCX	chr7	1237226	1237727	33
HARsv2_2582	chr7	7772365	7772909	UMAD1	chr7	7772236	7772737	372
HARsv2_2584	chr7	8190451	8190641	ICA1	chr7	8190277	8190778	190
HARsv2_2585	chr7	8379290	8379600	LOC100505938;NXPH1	chr7	8379210	8379711	310
HARsv2_2617	chr7	23106901	23107611	KLHL7	chr7	23106924	23107425	501
HARsv2_2626	chr7	26726201	26726351	SKAP2	chr7	26725956	26726457	150
HARsv2_2632	chr7	27940705	27941148	JAZF1	chr7	27940297	27940798	93
HARsv2_2635	chr7	31192946	31193261	ADCYAP1R1;NEUROD6	chr7	31192815	31193316	315
HARsv2_2643	chr7	36986532	36986659	ELMO1	chr7	36986324	36986825	127
HARsv2_2660	chr7	68064280	68064450	LOC102723427;LOC100507468	chr7	68064210	68064711	170
HARsv2_2661	chr7	68336546	68336811	LOC102723427;LOC100507468	chr7	68336594	68337095	217
HARsv2_2662	chr7	68358424	68358545	LOC102723427;LOC100507468	chr7	68358514	68359015	31
HARsv2_2664	chr7	69610279	69610624	AUTS2	chr7	69610593	69611094	31
HARsv2_2670	chr7	70436789	70437240	AUTS2	chr7	70436809	70437310	431
HARsv2_2675	chr7	91126449	91126844	CDK14	chr7	91126490	91126991	354
HARsv2_2678	chr7	93245804	93246027	CCDC132	chr7	93245488	93245989	185
HARsv2_2680	chr7	95902243	95902621	DYNC1I1	chr7	95902539	95903040	82
HARsv2_2684	chr7	96988607	96988961	DLX6-AS1	chr7	96988149	96988650	43
HARsv2_2702	chr7	115473653	115474422	LINC01392;TFEC	chr7	115473839	115474340	501
HARsv2_2702	chr7	115473653	115474422	LINC01392;TFEC	chr7	115474418	115474919	4
HARsv2_2717	chr7	127699652	127699787	SND1	chr7	127699537	127700038	135
HARsv2_2719	chr7	128532257	128532442	METTL2B;LINC01000	chr7	128532083	128532584	185
HARsv2_2742	chr7	148173396	148173905	MIR548T	chr7	148173459	148173960	446
HARsv2_2749	chr8	1700999	1701704	DLGAP2	chr8	1701174	1701675	501
HARsv2_2763	chr8	15237919	15238303	SGCZ	chr8	15238159	15238660	144
HARsv2_2765	chr8	16478718	16478836	MSR1;FGF20	chr8	16478817	16479318	19
HARsv2_2772	chr8	20819307	20819538	LZTS1-AS1;LOC102467222	chr8	20818816	20819317	10
HARsv2_2772	chr8	20819307	20819538	LZTS1-AS1;LOC102467222	chr8	20819435	20819936	103
HARsv2_2778	chr8	27895083	27895513	SCARA5	chr8	27894985	27895486	403
HARsv2_2779	chr8	28308297	28308449	ELP3;PNOC	chr8	28308011	28308512	152
HARsv2_2782	chr8	33804874	33804893	DUSP26;LINC01288	chr8	33804866	33805367	19
HARsv2_2794	chr8	38380262	38380684	WHSC1L1	chr8	38379882	38380383	121
HARsv2_2794	chr8	38380262	38380684	WHSC1L1	chr8	38380644	38381145	40
HARsv2_2804	chr8	55529102	55529235	XKR4;TMEM68	chr8	55528881	55529382	133
HARsv2_2806	chr8	56212501	56212851	CHCHD7	chr8	56212108	56212609	108
