seqnames	start	end	hg38_base_position	rsid	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr1	8424081	8424581	8424168	rs159961	Promoter	1	8424645	8435013	10369	1	102724552	-64	NA	RERE-AS1	RERE antisense RNA 1
chr1	28552715	28553215	28553045	rs78405969	Promoter	1	28553085	28578545	25461	1	54952	0	ENSG00000180098	TRNAU1AP	tRNA selenocysteine 1 associated protein 1
chr1	28552715	28553215	28553045	rs78405969	Promoter	1	28553085	28578545	25461	1	54952	0	ENSG00000180098	TRNAU1AP	tRNA selenocysteine 1 associated protein 1
chr1	28552715	28553215	28553045	rs78405969	Promoter	1	28553085	28578545	25461	1	54952	0	ENSG00000180098	TRNAU1AP	tRNA selenocysteine 1 associated protein 1
chr1	28648699	28649199	28648889	rs9426296	Promoter	1	28648600	28648733	134	1	26824	99	ENSG00000274978	RNU11	RNA, U11 small nuclear
chr1	28648699	28649199	28648889	rs9426296	Promoter	1	28648600	28648733	134	1	26824	99	ENSG00000274978	RNU11	RNA, U11 small nuclear
chr1	28648699	28649199	28649120	rs72663818	Promoter	1	28648600	28648733	134	1	26824	99	ENSG00000274978	RNU11	RNA, U11 small nuclear
chr1	28648699	28649199	28649120	rs72663818	Promoter	1	28648600	28648733	134	1	26824	99	ENSG00000274978	RNU11	RNA, U11 small nuclear
chr1	43348845	43349345	43349193	rs839995	Exon (ENST00000372470.9/4352, exon 9 of 12)	1	43358981	43363203	4223	1	991	-9636	ENSG00000117399	CDC20	cell division cycle 20
chr1	43348845	43349345	43349193	rs839995	Exon (ENST00000372470.9/4352, exon 9 of 12)	1	43358981	43363203	4223	1	991	-9636	ENSG00000117399	CDC20	cell division cycle 20
chr1	43389614	43390114	43389875	rs839752	Promoter	1	43383917	43389808	5892	2	112950	0	ENSG00000159479	MED8	mediator complex subunit 8
chr1	43453704	43454204	43453742	rs6692611	Promoter	1	43451003	43453989	2987	2	81888	0	ENSG00000178922	HYI	hydroxypyruvate isomerase (putative)
chr1	43650429	43650929	43650795	rs517191	5' UTR	1	43650149	43931014	280866	1	9682	280	ENSG00000066135	KDM4A	lysine demethylase 4A
chr1	43650429	43650929	43650795	rs517191	5' UTR	1	43650149	43931014	280866	1	9682	280	ENSG00000066135	KDM4A	lysine demethylase 4A
chr1	114757307	114757807	114757749	rs6696332	Intron (ENST00000339438.10/7812, intron 1 of 18)	1	114716913	114758676	41764	2	7812	869	ENSG00000009307	CSDE1	cold shock domain containing E1
chr1	153881700	153882200	153881904	rs12043350	Intron (ENST00000368655.5/57459, intron 1 of 10)	1	153789030	153923360	134331	2	57459	41160	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	153881700	153882200	153881904	rs12043350	Intron (ENST00000368655.5/57459, intron 1 of 10)	1	153789030	153923360	134331	2	57459	41160	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	153923463	153923963	153923736	rs4845357	Promoter	1	153789030	153923360	134331	2	57459	-103	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	153923463	153923963	153923736	rs4845357	Promoter	1	153789030	153923360	134331	2	57459	-103	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	153923463	153923963	153923736	rs4845357	Promoter	1	153789030	153923360	134331	2	57459	-103	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	153923463	153923963	153923894	rs4845585	Promoter	1	153789030	153923360	134331	2	57459	-103	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	153923463	153923963	153923894	rs4845585	Promoter	1	153789030	153923360	134331	2	57459	-103	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	153923463	153923963	153923894	rs4845585	Promoter	1	153789030	153923360	134331	2	57459	-103	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	153923463	153923963	153923949	rs4845358	Promoter	1	153789030	153923360	134331	2	57459	-103	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	153923463	153923963	153923949	rs4845358	Promoter	1	153789030	153923360	134331	2	57459	-103	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	153923463	153923963	153923949	rs4845358	Promoter	1	153789030	153923360	134331	2	57459	-103	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	201040116	201040616	201040428	rs1546416	Exon (ENST00000362061.4/779, exon 43 of 44)	1	200969390	201023714	54325	2	23046	-16402	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	243255630	243256130	243256127	rs3904682	Promoter	1	243256034	243500091	244058	1	10806	0	ENSG00000054282	SDCCAG8	SHH signaling and ciliogenesis regulator SDCCAG8
chr2	48440488	48440988	48440605	rs3811522	Promoter	2	48440598	48515391	74794	1	129285	0	ENSG00000162869	PPP1R21	protein phosphatase 1 regulatory subunit 21
chr2	48528103	48528603	48528338	rs62135193	Promoter	2	48529546	48598513	68968	1	11037	-943	ENSG00000243244	STON1	stonin 1
chr2	48528103	48528603	48528338	rs62135193	Promoter	2	48529546	48598513	68968	1	11037	-943	ENSG00000243244	STON1	stonin 1
chr2	172091234	172091734	172091721	rs62183855	Distal Intergenic	2	172084740	172089677	4938	1	1745	6494	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172091234	172091734	172091721	rs62183855	Distal Intergenic	2	172084740	172089677	4938	1	1745	6494	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172091234	172091734	172091721	rs62183855	Distal Intergenic	2	172084740	172089677	4938	1	1745	6494	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172103757	172104257	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	751	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103757	172104257	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	751	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103757	172104257	172104047	rs62183859	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	751	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr3	52685688	52686188	52686064	rs1108842	Promoter	3	52545352	52685917	140566	2	55193	0	ENSG00000163939	PBRM1	polybromo 1
chr3	52685688	52686188	52686064	rs1108842	Promoter	3	52545352	52685917	140566	2	55193	0	ENSG00000163939	PBRM1	polybromo 1
chr4	102828216	102828716	102828287	rs223388	Intron (ENST00000501133.2/105377348, intron 1 of 1)	4	102828055	102844075	16021	1	105377348	161	ENSG00000246560	UBE2D3-AS1	UBE2D3 antisense RNA 1
chr4	102828216	102828716	102828359	rs223387	Intron (ENST00000501133.2/105377348, intron 1 of 1)	4	102828055	102844075	16021	1	105377348	161	ENSG00000246560	UBE2D3-AS1	UBE2D3 antisense RNA 1
chr5	138337271	138337771	138337478	rs3756766	5' UTR	5	138285265	138338355	53091	2	995	584	ENSG00000158402	CDC25C	cell division cycle 25C
chr5	138337271	138337771	138337478	rs3756766	5' UTR	5	138285265	138338355	53091	2	995	584	ENSG00000158402	CDC25C	cell division cycle 25C
chr5	138337271	138337771	138337478	rs3756766	5' UTR	5	138285265	138338355	53091	2	995	584	ENSG00000158402	CDC25C	cell division cycle 25C
chr5	138574952	138575452	138575115	rs41294556	5' UTR	5	138553756	138575675	21920	2	3313	223	ENSG00000113013	HSPA9	heat shock protein family A (Hsp70) member 9
chr5	140966432	140966932	140966883	rs155364	Promoter	5	140966470	141012347	45878	1	56134	0	ENSG00000243232	PCDHAC2	protocadherin alpha subfamily C, 2
chr6	96016358	96016858	96016752	rs76593596	Intron (ENST00000302103.6/10690, intron 1 of 2)	6	96015974	96215612	199639	1	10690	384	ENSG00000172461	FUT9	fucosyltransferase 9
chr7	104983686	104984186	104984179	rs3823752	Intron (ENST00000671314.1/ENST00000671314.1, intron 2 of 2)	7	105014190	105115019	100830	1	55904	-30004	ENSG00000005483	KMT2E	lysine methyltransferase 2E (inactive)
chr7	104983686	104984186	104984179	rs3823752	Intron (ENST00000671314.1/ENST00000671314.1, intron 2 of 2)	7	105014190	105115019	100830	1	55904	-30004	ENSG00000005483	KMT2E	lysine methyltransferase 2E (inactive)
chr7	128066829	128067329	128066983	rs3757753	Intron (ENST00000354725.8/27044, intron 16 of 23)	7	128081861	128081960	100	1	693178	-14532	ENSG00000207588	MIR593	microRNA 593
chr8	27610977	27611477	27611345	rs9331888	Promoter	8	27610601	27610751	151	2	102465508	-226	ENSG00000284280	MIR6843	microRNA 6843
chr8	27610977	27611477	27611345	rs9331888	Promoter	8	27610601	27610751	151	2	102465508	-226	ENSG00000284280	MIR6843	microRNA 6843
chr8	27610977	27611477	27611345	rs9331888	Promoter	8	27610601	27610751	151	2	102465508	-226	ENSG00000284280	MIR6843	microRNA 6843
chr8	38382085	38382585	38382490	rs12678205	Promoter	8	38269704	38382272	112569	2	54904	0	ENSG00000147548	NSD3	nuclear receptor binding SET domain protein 3
chr8	38382085	38382585	38382490	rs12678205	Promoter	8	38269704	38382272	112569	2	54904	0	ENSG00000147548	NSD3	nuclear receptor binding SET domain protein 3
chr8	38382762	38383262	38382874	rs72630624	Promoter	8	38269704	38382272	112569	2	54904	-490	ENSG00000147548	NSD3	nuclear receptor binding SET domain protein 3
chr8	38382762	38383262	38382980	rs60558877	Promoter	8	38269704	38382272	112569	2	54904	-490	ENSG00000147548	NSD3	nuclear receptor binding SET domain protein 3
chr8	38386196	38386696	38386347	rs6996860	Promoter	8	38386207	38409527	23321	1	137994	0	ENSG00000165046	LETM2	leucine zipper and EF-hand containing transmembrane protein 2
chr8	64379734	64380234	64380224	rs298214	Exon (ENST00000665390.1/100130155, exon 3 of 4)	8	64379149	64379257	109	1	406908	585	ENSG00000207816	MIR124-2	microRNA 124-2
chr8	64380484	64380984	64380498	rs298215	Intron (ENST00000665390.1/100130155, intron 3 of 3)	8	64379149	64379257	109	1	406908	1335	ENSG00000207816	MIR124-2	microRNA 124-2
chr8	64380484	64380984	64380498	rs298215	Intron (ENST00000665390.1/100130155, intron 3 of 3)	8	64379149	64379257	109	1	406908	1335	ENSG00000207816	MIR124-2	microRNA 124-2
chr8	64380484	64380984	64380638	rs298216	Intron (ENST00000665390.1/100130155, intron 3 of 3)	8	64379149	64379257	109	1	406908	1335	ENSG00000207816	MIR124-2	microRNA 124-2
chr8	64380484	64380984	64380638	rs298216	Intron (ENST00000665390.1/100130155, intron 3 of 3)	8	64379149	64379257	109	1	406908	1335	ENSG00000207816	MIR124-2	microRNA 124-2
chr8	64382034	64382534	64382115	rs298218	Exon (ENST00000665390.1/100130155, exon 4 of 4)	8	64379149	64379257	109	1	406908	2885	ENSG00000207816	MIR124-2	microRNA 124-2
chr10	102917935	102918435	102918130	rs10883801	Promoter	10	102898649	102918335	19687	2	107984265	0	ENSG00000286575	LOC107984265	uncharacterized LOC107984265
chr11	45900832	45901332	45901139	rs3789023	Intron (ENST00000241014.6/9479, intron 3 of 11)	11	45906534	45907271	738	2	143678	5939	ENSG00000234776	C11orf94	chromosome 11 open reading frame 94
chr11	46119633	46120133	46119871	rs148683230	5' UTR	11	45929319	46121454	192136	2	51317	1321	ENSG00000135365	PHF21A	PHD finger protein 21A
chr11	46330331	46330831	46330716	rs61882674	Distal Intergenic	11	46332905	46380554	47650	1	8525	-2074	ENSG00000149091	DGKZ	diacylglycerol kinase zeta
chr11	57667584	57668084	57667739	rs11606396	Promoter	11	57667747	57701182	33436	1	25921	0	ENSG00000156599	ZDHHC5	zinc finger DHHC-type palmitoyltransferase 5
chr11	57667584	57668084	57667739	rs11606396	Promoter	11	57667747	57701182	33436	1	25921	0	ENSG00000156599	ZDHHC5	zinc finger DHHC-type palmitoyltransferase 5
chr11	57667584	57668084	57667824	rs11602109	Promoter	11	57667747	57701182	33436	1	25921	0	ENSG00000156599	ZDHHC5	zinc finger DHHC-type palmitoyltransferase 5
chr11	57667584	57668084	57667824	rs11602109	Promoter	11	57667747	57701182	33436	1	25921	0	ENSG00000156599	ZDHHC5	zinc finger DHHC-type palmitoyltransferase 5
chr11	57741136	57741636	57741206	rs12146541	Promoter	11	57741250	57743550	2301	1	280636	0	ENSG00000211450	SELENOH	selenoprotein H
chr11	112962860	112963360	112963087	rs73573285	Promoter	11	112959279	112963460	4182	2	101928847	100	ENSG00000247416	LOC101928847	uncharacterized LOC101928847
chr11	124758278	124758778	124758723	rs7928640	Promoter	11	124759129	124766119	6991	1	101929340	-351	ENSG00000250073	ESAM-AS1	ESAM antisense RNA 1
chr11	134032648	134033148	134033017	rs12361880	Exon (ENST00000532706.2/100128239, exon 1 of 2)	11	134032216	134067936	35721	1	100128239	432	ENSG00000204241	LINC02731	long intergenic non-protein coding RNA 2731
chr12	50070409	50070909	50070687	rs706790	Exon (ENST00000551199.1/41, exon 1 of 7)	12	50057548	50083611	26064	1	41	12861	ENSG00000110881	ASIC1	acid sensing ion channel subunit 1
chr12	120904163	120904663	120904281	rs904628	Promoter	12	120762510	120904358	141849	2	121665	0	ENSG00000157837	SPPL3	signal peptide peptidase like 3
chr14	103333848	103334348	103333977	rs2281825	5' UTR	14	103333544	103345025	11482	1	1983	304	ENSG00000100664	EIF5	eukaryotic translation initiation factor 5
chr14	103562435	103562935	103562469	rs55751606	Promoter	14	103556544	103562831	6288	2	9529	0	ENSG00000166170	BAG5	BAG cochaperone 5
chr14	103562942	103563442	103563112	rs2274267	Promoter	14	103562960	103607523	44564	1	84334	0	ENSG00000256053	COA8	cytochrome c oxidase assembly factor 8
chr14	103562942	103563442	103563112	rs2274267	Promoter	14	103562960	103607523	44564	1	84334	0	ENSG00000256053	COA8	cytochrome c oxidase assembly factor 8
chr15	43746099	43746599	43746265	rs7174732	Promoter	15	43746410	43773278	26869	1	2923	0	ENSG00000167004	PDIA3	protein disulfide isomerase family A member 3
chr15	84633631	84634131	84634066	rs10795	Exon (ENST00000427525.2/54581, exon 2 of 2)	15	84631451	84647478	16028	1	54581	2180	NA	SCAND2P	SCAN domain containing 2 pseudogene
chr15	84658116	84658616	84658188	rs12904605	Promoter	15	84655129	84658563	3435	2	4828	0	ENSG00000197696	NMB	neuromedin B
chr15	89199752	89200252	89199812	rs729707	3' UTR	15	89209869	89221614	11746	2	6017	21362	ENSG00000140522	RLBP1	retinaldehyde binding protein 1
chr15	89199752	89200252	89199849	rs6496565	3' UTR	15	89209869	89221614	11746	2	6017	21362	ENSG00000140522	RLBP1	retinaldehyde binding protein 1
chr15	89358792	89359292	89358801	rs4932217	Exon (ENST00000624115.1/ENST00000624115.1, exon 1 of 1)	15	89361579	89398487	36909	1	254559	-2287	ENSG00000255571	MIR9-3HG	MIR9-3 host gene
chr15	89358792	89359292	89358801	rs4932217	Exon (ENST00000624115.1/ENST00000624115.1, exon 1 of 1)	15	89361579	89398487	36909	1	254559	-2287	ENSG00000255571	MIR9-3HG	MIR9-3 host gene
chr15	89358792	89359292	89358801	rs4932217	Exon (ENST00000624115.1/ENST00000624115.1, exon 1 of 1)	15	89361579	89398487	36909	1	254559	-2287	ENSG00000255571	MIR9-3HG	MIR9-3 host gene
chr15	89358792	89359292	89359151	rs4335754	Exon (ENST00000624115.1/ENST00000624115.1, exon 1 of 1)	15	89361579	89398487	36909	1	254559	-2287	ENSG00000255571	MIR9-3HG	MIR9-3 host gene
chr15	89358792	89359292	89359151	rs4335754	Exon (ENST00000624115.1/ENST00000624115.1, exon 1 of 1)	15	89361579	89398487	36909	1	254559	-2287	ENSG00000255571	MIR9-3HG	MIR9-3 host gene
chr15	89358792	89359292	89359151	rs4335754	Exon (ENST00000624115.1/ENST00000624115.1, exon 1 of 1)	15	89361579	89398487	36909	1	254559	-2287	ENSG00000255571	MIR9-3HG	MIR9-3 host gene
chr15	89361313	89361813	89361315	rs62022627	Promoter	15	89361579	89398487	36909	1	254559	0	ENSG00000255571	MIR9-3HG	MIR9-3 host gene
chr15	89361313	89361813	89361315	rs62022627	Promoter	15	89361579	89398487	36909	1	254559	0	ENSG00000255571	MIR9-3HG	MIR9-3 host gene
chr15	89361313	89361813	89361454	rs59321638	Promoter	15	89361579	89398487	36909	1	254559	0	ENSG00000255571	MIR9-3HG	MIR9-3 host gene
chr15	89361313	89361813	89361454	rs59321638	Promoter	15	89361579	89398487	36909	1	254559	0	ENSG00000255571	MIR9-3HG	MIR9-3 host gene
chr15	89362227	89362727	89362349	rs80015997	Exon (ENST00000536780.6/254559, exon 1 of 7)	15	89361579	89398487	36909	1	254559	648	ENSG00000255571	MIR9-3HG	MIR9-3 host gene
chr15	89362227	89362727	89362349	rs80015997	Exon (ENST00000536780.6/254559, exon 1 of 7)	15	89361579	89398487	36909	1	254559	648	ENSG00000255571	MIR9-3HG	MIR9-3 host gene
chr15	89362227	89362727	89362349	rs80015997	Exon (ENST00000536780.6/254559, exon 1 of 7)	15	89361579	89398487	36909	1	254559	648	ENSG00000255571	MIR9-3HG	MIR9-3 host gene
chr15	89369880	89370380	89370026	rs143590968	Intron (ENST00000536780.6/254559, intron 1 of 6)	15	89368017	89368106	90	1	407051	1863	ENSG00000284329	MIR9-3	microRNA 9-3
chr15	89383499	89383999	89383568	rs208826	Intron (ENST00000536780.6/254559, intron 3 of 6)	15	89368017	89368106	90	1	407051	15482	ENSG00000284329	MIR9-3	microRNA 9-3
chr15	89383499	89383999	89383568	rs208826	Intron (ENST00000536780.6/254559, intron 3 of 6)	15	89368017	89368106	90	1	407051	15482	ENSG00000284329	MIR9-3	microRNA 9-3
chr15	89395903	89396403	89396297	rs176648	Exon (ENST00000536780.6/254559, exon 7 of 7)	15	89368017	89368106	90	1	407051	27886	ENSG00000284329	MIR9-3	microRNA 9-3
chr15	89398925	89399425	89399100	rs208827	Distal Intergenic	15	89368017	89368106	90	1	407051	30908	ENSG00000284329	MIR9-3	microRNA 9-3
chr15	89399479	89399979	89399809	rs150298	Distal Intergenic	15	89368017	89368106	90	1	407051	31462	ENSG00000284329	MIR9-3	microRNA 9-3
chr15	89400252	89400752	89400370	rs182317	Distal Intergenic	15	89368017	89368106	90	1	407051	32235	ENSG00000284329	MIR9-3	microRNA 9-3
chr15	89400252	89400752	89400370	rs182317	Distal Intergenic	15	89368017	89368106	90	1	407051	32235	ENSG00000284329	MIR9-3	microRNA 9-3
chr16	29973487	29973987	29973518	rs4318227	Promoter	16	29973868	29992261	18394	1	9344	0	ENSG00000149930	TAOK2	TAO kinase 2
chr16	29973487	29973987	29973518	rs4318227	Promoter	16	29973868	29992261	18394	1	9344	0	ENSG00000149930	TAOK2	TAO kinase 2
chr16	29973487	29973987	29973518	rs4318227	Promoter	16	29973868	29992261	18394	1	9344	0	ENSG00000149930	TAOK2	TAO kinase 2
chr16	29973487	29973987	29973518	rs4318227	Promoter	16	29973868	29992261	18394	1	9344	0	ENSG00000149930	TAOK2	TAO kinase 2
chr16	58630260	58630760	58630698	rs37037	Promoter	16	58519951	58629885	109935	2	23019	-375	ENSG00000125107	CNOT1	CCR4-NOT transcription complex subunit 1
chr16	66920134	66920634	66920342	rs73586830	Distal Intergenic	16	66908122	66918917	10796	2	1014	-1217	ENSG00000166589	CDH16	cadherin 16
chr16	90019318	90019818	90019408	rs181678098	Promoter	16	90019629	90044975	25347	1	2622	0	ENSG00000141013	GAS8	growth arrest specific 8
chr17	45894133	45894633	45894238	rs62056778	Promoter	17	45894551	46028334	133784	1	4137	0	ENSG00000186868	MAPT	microtubule associated protein tau
chr17	45894133	45894633	45894419	rs11575895	Promoter	17	45894551	46028334	133784	1	4137	0	ENSG00000186868	MAPT	microtubule associated protein tau
chr17	45894133	45894633	45894571	rs62056779	Promoter	17	45894551	46028334	133784	1	4137	0	ENSG00000186868	MAPT	microtubule associated protein tau
chr17	45894814	45895314	45895215	rs74457229	Exon (ENST00000579599.1/100128977, exon 1 of 2)	17	45894551	46028334	133784	1	4137	263	ENSG00000186868	MAPT	microtubule associated protein tau
chr17	45894814	45895314	45895215	rs74457229	Exon (ENST00000579599.1/100128977, exon 1 of 2)	17	45894551	46028334	133784	1	4137	263	ENSG00000186868	MAPT	microtubule associated protein tau
chr17	45895436	45895936	45895714	rs74548327	Promoter	17	45799390	45895680	96291	2	100128977	0	NA	MAPT-AS1	MAPT antisense RNA 1
chr17	45895436	45895936	45895755	rs111972148	Promoter	17	45799390	45895680	96291	2	100128977	0	NA	MAPT-AS1	MAPT antisense RNA 1
chr17	45895436	45895936	45895867	rs76324150	Promoter	17	45799390	45895680	96291	2	100128977	0	NA	MAPT-AS1	MAPT antisense RNA 1
chr17	45895943	45896443	45896042	rs113347741	Exon (ENST00000624111.2/100130148, exon 1 of 1)	17	45895783	45898798	3016	1	100130148	160	ENSG00000279685	MAPT-IT1	MAPT intronic transcript 1
chr17	45895943	45896443	45896042	rs113347741	Exon (ENST00000624111.2/100130148, exon 1 of 1)	17	45895783	45898798	3016	1	100130148	160	ENSG00000279685	MAPT-IT1	MAPT intronic transcript 1
chr17	45895943	45896443	45896047	rs78720789	Exon (ENST00000624111.2/100130148, exon 1 of 1)	17	45895783	45898798	3016	1	100130148	160	ENSG00000279685	MAPT-IT1	MAPT intronic transcript 1
chr17	45895943	45896443	45896047	rs78720789	Exon (ENST00000624111.2/100130148, exon 1 of 1)	17	45895783	45898798	3016	1	100130148	160	ENSG00000279685	MAPT-IT1	MAPT intronic transcript 1
chr17	45895943	45896443	45896286	rs62056780	Exon (ENST00000624111.2/100130148, exon 1 of 1)	17	45895783	45898798	3016	1	100130148	160	ENSG00000279685	MAPT-IT1	MAPT intronic transcript 1
chr17	45895943	45896443	45896286	rs62056780	Exon (ENST00000624111.2/100130148, exon 1 of 1)	17	45895783	45898798	3016	1	100130148	160	ENSG00000279685	MAPT-IT1	MAPT intronic transcript 1
chr17	45896657	45897157	45896699	rs74496580	Exon (ENST00000624111.2/100130148, exon 1 of 1)	17	45895783	45898798	3016	1	100130148	874	ENSG00000279685	MAPT-IT1	MAPT intronic transcript 1
chr17	45896657	45897157	45896864	rs62056782	Exon (ENST00000624111.2/100130148, exon 1 of 1)	17	45895783	45898798	3016	1	100130148	874	ENSG00000279685	MAPT-IT1	MAPT intronic transcript 1
chr17	45896657	45897157	45897110	rs80346216	Exon (ENST00000624111.2/100130148, exon 1 of 1)	17	45895783	45898798	3016	1	100130148	874	ENSG00000279685	MAPT-IT1	MAPT intronic transcript 1
chr17	45896657	45897157	45897111	rs76632685	Exon (ENST00000624111.2/100130148, exon 1 of 1)	17	45895783	45898798	3016	1	100130148	874	ENSG00000279685	MAPT-IT1	MAPT intronic transcript 1
chr17	45897519	45898019	45897523	rs62056784	Exon (ENST00000624111.2/100130148, exon 1 of 1)	17	45895783	45898798	3016	1	100130148	1736	ENSG00000279685	MAPT-IT1	MAPT intronic transcript 1
chr17	45897519	45898019	45897897	rs62056785	Exon (ENST00000624111.2/100130148, exon 1 of 1)	17	45895783	45898798	3016	1	100130148	1736	ENSG00000279685	MAPT-IT1	MAPT intronic transcript 1
chr17	45897519	45898019	45897919	rs62056786	Exon (ENST00000624111.2/100130148, exon 1 of 1)	17	45895783	45898798	3016	1	100130148	1736	ENSG00000279685	MAPT-IT1	MAPT intronic transcript 1
chr17	46192592	46193092	46192598	rs11079733	Promoter	17	46193576	46196721	3146	1	644246	-484	ENSG00000214401	KANSL1-AS1	KANSL1 antisense RNA 1
chr17	46192592	46193092	46192693	rs2696633	Promoter	17	46193576	46196721	3146	1	644246	-484	ENSG00000214401	KANSL1-AS1	KANSL1 antisense RNA 1
chr19	11738751	11739251	11738921	rs72986630	Promoter	19	11721265	11739009	17745	2	55552	0	ENSG00000197933	ZNF823	zinc finger protein 823
chr19	49665643	49666143	49665670	rs2304205	Promoter	19	49659569	49665875	6307	2	3661	0	ENSG00000126456	IRF3	interferon regulatory factor 3
chr19	49665643	49666143	49665670	rs2304205	Promoter	19	49659569	49665875	6307	2	3661	0	ENSG00000126456	IRF3	interferon regulatory factor 3
chr19	49665643	49666143	49665670	rs2304205	Promoter	19	49659569	49665875	6307	2	3661	0	ENSG00000126456	IRF3	interferon regulatory factor 3
chr19	49665643	49666143	49665670	rs2304205	Promoter	19	49659569	49665875	6307	2	3661	0	ENSG00000126456	IRF3	interferon regulatory factor 3
chr19	49665643	49666143	49665670	rs2304205	Promoter	19	49659569	49665875	6307	2	3661	0	ENSG00000126456	IRF3	interferon regulatory factor 3
chr19	49665643	49666143	49665763	rs2304204	Promoter	19	49659569	49665875	6307	2	3661	0	ENSG00000126456	IRF3	interferon regulatory factor 3
chr19	49665643	49666143	49665763	rs2304204	Promoter	19	49659569	49665875	6307	2	3661	0	ENSG00000126456	IRF3	interferon regulatory factor 3
chr19	49665643	49666143	49665763	rs2304204	Promoter	19	49659569	49665875	6307	2	3661	0	ENSG00000126456	IRF3	interferon regulatory factor 3
chr19	49665643	49666143	49665763	rs2304204	Promoter	19	49659569	49665875	6307	2	3661	0	ENSG00000126456	IRF3	interferon regulatory factor 3
chr19	49665643	49666143	49665763	rs2304204	Promoter	19	49659569	49665875	6307	2	3661	0	ENSG00000126456	IRF3	interferon regulatory factor 3
chr22	41560754	41561254	41561212	rs12484315	Promoter	22	41551710	41560905	9196	2	105373044	0	ENSG00000286491	LOC105373044	uncharacterized LOC105373044
chr22	41560754	41561254	41561212	rs12484315	Promoter	22	41551710	41560905	9196	2	105373044	0	ENSG00000286491	LOC105373044	uncharacterized LOC105373044
