seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr5	140965904	140966404	501	*	Promoter	5	140966470	141012347	45878	1	56134	-66	ENSG00000243232	PCDHAC2	protocadherin alpha subfamily C, 2
chr6	96015625	96016125	501	*	Promoter	6	96015974	96215612	199639	1	10690	0	ENSG00000172461	FUT9	fucosyltransferase 9
chr7	105012874	105013374	501	*	Promoter	7	105014190	105115019	100830	1	55904	-816	ENSG00000005483	KMT2E	lysine methyltransferase 2E (inactive)
chr7	105013413	105013913	501	*	Promoter	7	105014190	105115019	100830	1	55904	-277	ENSG00000005483	KMT2E	lysine methyltransferase 2E (inactive)
chr7	128081805	128082305	501	*	Promoter	7	128081861	128081960	100	1	693178	0	ENSG00000207588	MIR593	microRNA 593
chr8	27610399	27610899	501	*	Promoter	8	27610601	27610751	151	2	102465508	0	ENSG00000284280	MIR6843	microRNA 6843
chr8	27611541	27612041	501	*	Promoter	8	27610601	27610751	151	2	102465508	-790	ENSG00000284280	MIR6843	microRNA 6843
chr8	27614582	27615082	501	*	Promoter	8	27596917	27614700	17784	2	1191	0	ENSG00000120885	CLU	clusterin
chr8	38382762	38383262	501	*	Promoter	8	38269704	38382272	112569	2	54904	-490	ENSG00000147548	NSD3	nuclear receptor binding SET domain protein 3
chr8	38386196	38386696	501	*	Promoter	8	38386207	38409527	23321	1	137994	0	ENSG00000165046	LETM2	leucine zipper and EF-hand containing transmembrane protein 2
chr8	38382085	38382585	501	*	Promoter	8	38269704	38382272	112569	2	54904	0	ENSG00000147548	NSD3	nuclear receptor binding SET domain protein 3
chr8	38382085	38382585	501	*	Promoter	8	38269704	38382272	112569	2	54904	0	ENSG00000147548	NSD3	nuclear receptor binding SET domain protein 3
chr8	38382085	38382585	501	*	Promoter	8	38269704	38382272	112569	2	54904	0	ENSG00000147548	NSD3	nuclear receptor binding SET domain protein 3
chr8	64369891	64370391	501	*	Promoter	8	63687179	64369176	681998	2	102724623	-715	ENSG00000253554	LINC01414	long intergenic non-protein coding RNA 1414
chr8	64369891	64370391	501	*	Promoter	8	63687179	64369176	681998	2	102724623	-715	ENSG00000253554	LINC01414	long intergenic non-protein coding RNA 1414
chr8	64371749	64372249	501	*	Promoter	8	64373151	64383787	10637	1	100130155	-902	ENSG00000254377	MIR124-2HG	MIR124-2 host gene
chr8	64369891	64370391	501	*	Promoter	8	63687179	64369176	681998	2	102724623	-715	ENSG00000253554	LINC01414	long intergenic non-protein coding RNA 1414
chr8	64371749	64372249	501	*	Promoter	8	64373151	64383787	10637	1	100130155	-902	ENSG00000254377	MIR124-2HG	MIR124-2 host gene
chr8	64372921	64373421	501	*	Promoter	8	64373151	64383787	10637	1	100130155	0	ENSG00000254377	MIR124-2HG	MIR124-2 host gene
chr10	102917386	102917886	501	*	Promoter	10	102918294	103090222	171929	1	54805	-408	ENSG00000148842	CNNM2	cyclin and CBS domain divalent metal cation transport mediator 2
chr11	45908180	45908680	501	*	Promoter	11	45906534	45907271	738	2	143678	-909	ENSG00000234776	C11orf94	chromosome 11 open reading frame 94
chr11	46121885	46122385	501	*	Promoter	11	45929319	46121454	192136	2	51317	-431	ENSG00000135365	PHF21A	PHD finger protein 21A
chr11	46332407	46332907	501	*	Promoter	11	46332905	46380554	47650	1	8525	0	ENSG00000149091	DGKZ	diacylglycerol kinase zeta
chr11	57666881	57667381	501	*	Promoter	11	57667747	57701182	33436	1	25921	-366	ENSG00000156599	ZDHHC5	zinc finger DHHC-type palmitoyltransferase 5
chr11	57712135	57712635	501	*	Promoter	11	57712582	57818431	105850	1	100528016	0	ENSG00000288534	TMX2-CTNND1	TMX2-CTNND1 readthrough (NMD candidate)
chr11	57666881	57667381	501	*	Promoter	11	57667747	57701182	33436	1	25921	-366	ENSG00000156599	ZDHHC5	zinc finger DHHC-type palmitoyltransferase 5
chr11	57712135	57712635	501	*	Promoter	11	57712582	57818431	105850	1	100528016	0	ENSG00000288534	TMX2-CTNND1	TMX2-CTNND1 readthrough (NMD candidate)
chr11	57712135	57712635	501	*	Promoter	11	57712582	57818431	105850	1	100528016	0	ENSG00000288534	TMX2-CTNND1	TMX2-CTNND1 readthrough (NMD candidate)
chr11	112961072	112961572	501	*	Promoter	11	112961247	113278436	317190	1	4684	0	ENSG00000149294	NCAM1	neural cell adhesion molecule 1
chr11	124799566	124800066	501	*	Promoter	11	124800424	124834487	34064	1	100507283	-358	ENSG00000245498	LOC100507283	uncharacterized LOC100507283
chr11	134031980	134032480	501	*	Promoter	11	134032216	134067936	35721	1	100128239	0	ENSG00000204241	LINC02731	long intergenic non-protein coding RNA 2731
chr12	50057285	50057785	501	*	Promoter	12	50057548	50083611	26064	1	41	0	ENSG00000110881	ASIC1	acid sensing ion channel subunit 1
chr12	120904801	120905301	501	*	Promoter	12	120904702	120907937	3236	1	105500240	99	NA	XLOC_009911	uncharacterized LOC105500240
chr14	103333266	103333766	501	*	Promoter	14	103333544	103345025	11482	1	1983	0	ENSG00000100664	EIF5	eukaryotic translation initiation factor 5
chr14	103562942	103563442	501	*	Promoter	14	103562960	103607523	44564	1	84334	0	ENSG00000256053	COA8	cytochrome c oxidase assembly factor 8
chr14	103528882	103529382	501	*	Promoter	14	103529196	103537073	7878	1	115708	0	ENSG00000166166	TRMT61A	tRNA methyltransferase 61A
chr14	103562435	103562935	501	*	Promoter	14	103556544	103562831	6288	2	9529	0	ENSG00000166170	BAG5	BAG cochaperone 5
chr15	43791971	43792471	501	*	Promoter	15	43792354	43804427	12074	1	25764	0	ENSG00000242028	HYPK	huntingtin interacting protein K
chr15	84600689	84601189	501	*	Promoter	15	84600986	84623717	22732	1	54993	0	ENSG00000176371	ZSCAN2	zinc finger and SCAN domain containing 2
chr15	84654591	84655091	501	*	Promoter	15	84639285	84654343	15059	2	84942	-248	ENSG00000177082	WDR73	WD repeat domain 73
chr15	89221565	89222065	501	*	Promoter	15	89209869	89221614	11746	2	6017	0	ENSG00000140522	RLBP1	retinaldehyde binding protein 1
chr15	89221565	89222065	501	*	Promoter	15	89209869	89221614	11746	2	6017	0	ENSG00000140522	RLBP1	retinaldehyde binding protein 1
chr15	89334657	89335157	501	*	Promoter	15	89316305	89334861	18557	2	5428	0	ENSG00000140521	POLG	DNA polymerase gamma, catalytic subunit
chr15	89361313	89361813	501	*	Promoter	15	89361579	89398487	36909	1	254559	0	ENSG00000255571	MIR9-3HG	MIR9-3 host gene
chr15	89367344	89367844	501	*	Promoter	15	89368017	89368106	90	1	407051	-173	ENSG00000284329	MIR9-3	microRNA 9-3
chr15	89334657	89335157	501	*	Promoter	15	89316305	89334861	18557	2	5428	0	ENSG00000140521	POLG	DNA polymerase gamma, catalytic subunit
chr15	89361313	89361813	501	*	Promoter	15	89361579	89398487	36909	1	254559	0	ENSG00000255571	MIR9-3HG	MIR9-3 host gene
chr15	89367344	89367844	501	*	Promoter	15	89368017	89368106	90	1	407051	-173	ENSG00000284329	MIR9-3	microRNA 9-3
chr15	89334657	89335157	501	*	Promoter	15	89316305	89334861	18557	2	5428	0	ENSG00000140521	POLG	DNA polymerase gamma, catalytic subunit
chr15	89367344	89367844	501	*	Promoter	15	89368017	89368106	90	1	407051	-173	ENSG00000284329	MIR9-3	microRNA 9-3
chr15	89334657	89335157	501	*	Promoter	15	89316305	89334861	18557	2	5428	0	ENSG00000140521	POLG	DNA polymerase gamma, catalytic subunit
chr15	89367344	89367844	501	*	Promoter	15	89368017	89368106	90	1	407051	-173	ENSG00000284329	MIR9-3	microRNA 9-3
chr15	89334657	89335157	501	*	Promoter	15	89316305	89334861	18557	2	5428	0	ENSG00000140521	POLG	DNA polymerase gamma, catalytic subunit
chr15	89361313	89361813	501	*	Promoter	15	89361579	89398487	36909	1	254559	0	ENSG00000255571	MIR9-3HG	MIR9-3 host gene
chr15	89367344	89367844	501	*	Promoter	15	89368017	89368106	90	1	407051	-173	ENSG00000284329	MIR9-3	microRNA 9-3
chr15	89367344	89367844	501	*	Promoter	15	89368017	89368106	90	1	407051	-173	ENSG00000284329	MIR9-3	microRNA 9-3
chr15	89361313	89361813	501	*	Promoter	15	89361579	89398487	36909	1	254559	0	ENSG00000255571	MIR9-3HG	MIR9-3 host gene
chr15	89367344	89367844	501	*	Promoter	15	89368017	89368106	90	1	407051	-173	ENSG00000284329	MIR9-3	microRNA 9-3
chr15	89360186	89360686	501	*	Promoter	15	89361579	89398487	36909	1	254559	-893	ENSG00000255571	MIR9-3HG	MIR9-3 host gene
chr15	89360186	89360686	501	*	Promoter	15	89361579	89398487	36909	1	254559	-893	ENSG00000255571	MIR9-3HG	MIR9-3 host gene
chr15	89360186	89360686	501	*	Promoter	15	89361579	89398487	36909	1	254559	-893	ENSG00000255571	MIR9-3HG	MIR9-3 host gene
chr15	89361313	89361813	501	*	Promoter	15	89361579	89398487	36909	1	254559	0	ENSG00000255571	MIR9-3HG	MIR9-3 host gene
chr15	89367344	89367844	501	*	Promoter	15	89368017	89368106	90	1	407051	-173	ENSG00000284329	MIR9-3	microRNA 9-3
chr16	29925942	29926442	501	*	Promoter	16	29905012	29926236	21225	2	253980	0	ENSG00000174943	KCTD13	potassium channel tetramerization domain containing 13
chr16	29926656	29927156	501	*	Promoter	16	29905012	29926236	21225	2	253980	-420	ENSG00000174943	KCTD13	potassium channel tetramerization domain containing 13
chr16	29995069	29995569	501	*	Promoter	16	29995715	30005793	10079	1	283899	-146	ENSG00000169592	INO80E	INO80 complex subunit E
chr16	29995909	29996409	501	*	Promoter	16	29992330	29996074	3745	2	8479	0	ENSG00000149929	HIRIP3	HIRA interacting protein 3
chr16	58629708	58630208	501	*	Promoter	16	58519951	58629885	109935	2	23019	0	ENSG00000125107	CNOT1	CCR4-NOT transcription complex subunit 1
chr16	66925936	66926436	501	*	Promoter	16	66921679	66925536	3858	2	6236	-400	ENSG00000166592	RRAD	RRAD, Ras related glycolysis inhibitor and calcium channel regulator
chr16	89972335	89972835	501	*	Promoter	16	89972586	90002161	29576	1	172	0	ENSG00000223959	AFG3L1P	AFG3 like matrix AAA peptidase subunit 1, pseudogene
chr17	45895436	45895936	501	*	Promoter	17	45799390	45895680	96291	2	100128977	0	NA	MAPT-AS1	MAPT antisense RNA 1
chr17	45895436	45895936	501	*	Promoter	17	45799390	45895680	96291	2	100128977	0	NA	MAPT-AS1	MAPT antisense RNA 1
chr17	45895436	45895936	501	*	Promoter	17	45799390	45895680	96291	2	100128977	0	NA	MAPT-AS1	MAPT antisense RNA 1
chr17	45894133	45894633	501	*	Promoter	17	45894551	46028334	133784	1	4137	0	ENSG00000186868	MAPT	microtubule associated protein tau
chr17	45895436	45895936	501	*	Promoter	17	45799390	45895680	96291	2	100128977	0	NA	MAPT-AS1	MAPT antisense RNA 1
chr17	45894133	45894633	501	*	Promoter	17	45894551	46028334	133784	1	4137	0	ENSG00000186868	MAPT	microtubule associated protein tau
chr17	45894133	45894633	501	*	Promoter	17	45894551	46028334	133784	1	4137	0	ENSG00000186868	MAPT	microtubule associated protein tau
chr17	45894133	45894633	501	*	Promoter	17	45894551	46028334	133784	1	4137	0	ENSG00000186868	MAPT	microtubule associated protein tau
chr17	45894133	45894633	501	*	Promoter	17	45894551	46028334	133784	1	4137	0	ENSG00000186868	MAPT	microtubule associated protein tau
chr17	45895436	45895936	501	*	Promoter	17	45799390	45895680	96291	2	100128977	0	NA	MAPT-AS1	MAPT antisense RNA 1
chr17	45894133	45894633	501	*	Promoter	17	45894551	46028334	133784	1	4137	0	ENSG00000186868	MAPT	microtubule associated protein tau
chr17	45895436	45895936	501	*	Promoter	17	45799390	45895680	96291	2	100128977	0	NA	MAPT-AS1	MAPT antisense RNA 1
chr17	45894133	45894633	501	*	Promoter	17	45894551	46028334	133784	1	4137	0	ENSG00000186868	MAPT	microtubule associated protein tau
chr17	45895436	45895936	501	*	Promoter	17	45799390	45895680	96291	2	100128977	0	NA	MAPT-AS1	MAPT antisense RNA 1
chr17	45895436	45895936	501	*	Promoter	17	45799390	45895680	96291	2	100128977	0	NA	MAPT-AS1	MAPT antisense RNA 1
chr17	45895436	45895936	501	*	Promoter	17	45799390	45895680	96291	2	100128977	0	NA	MAPT-AS1	MAPT antisense RNA 1
chr17	45895436	45895936	501	*	Promoter	17	45799390	45895680	96291	2	100128977	0	NA	MAPT-AS1	MAPT antisense RNA 1
chr17	45895436	45895936	501	*	Promoter	17	45799390	45895680	96291	2	100128977	0	NA	MAPT-AS1	MAPT antisense RNA 1
chr17	45895436	45895936	501	*	Promoter	17	45799390	45895680	96291	2	100128977	0	NA	MAPT-AS1	MAPT antisense RNA 1
chr17	45895436	45895936	501	*	Promoter	17	45799390	45895680	96291	2	100128977	0	NA	MAPT-AS1	MAPT antisense RNA 1
chr17	45895436	45895936	501	*	Promoter	17	45799390	45895680	96291	2	100128977	0	NA	MAPT-AS1	MAPT antisense RNA 1
chr17	46193240	46193740	501	*	Promoter	17	46193576	46196721	3146	1	644246	0	ENSG00000214401	KANSL1-AS1	KANSL1 antisense RNA 1
chr17	46193240	46193740	501	*	Promoter	17	46193576	46196721	3146	1	644246	0	ENSG00000214401	KANSL1-AS1	KANSL1 antisense RNA 1
chr19	11766738	11767238	501	*	Promoter	19	11767000	11784078	17079	1	126068	0	ENSG00000197044	ZNF441	zinc finger protein 441
chr19	49640100	49640600	501	*	Promoter	19	49635292	49640143	4852	2	6237	0	ENSG00000126458	RRAS	RAS related
chr19	49641779	49642279	501	*	Promoter	19	49642209	49658642	16434	1	58506	0	ENSG00000126461	SCAF1	SR-related CTD associated factor 1
chr19	49664297	49664797	501	*	Promoter	19	49665142	49673916	8775	1	83596	-345	ENSG00000126453	BCL2L12	BCL2 like 12
chr19	49690261	49690761	501	*	Promoter	19	49690898	49713731	22834	1	126129	-137	ENSG00000169169	CPT1C	carnitine palmitoyltransferase 1C
chr19	49690795	49691295	501	*	Promoter	19	49690898	49713731	22834	1	126129	0	ENSG00000169169	CPT1C	carnitine palmitoyltransferase 1C
chr19	49640100	49640600	501	*	Promoter	19	49635292	49640143	4852	2	6237	0	ENSG00000126458	RRAS	RAS related
chr19	49641779	49642279	501	*	Promoter	19	49642209	49658642	16434	1	58506	0	ENSG00000126461	SCAF1	SR-related CTD associated factor 1
chr19	49664297	49664797	501	*	Promoter	19	49665142	49673916	8775	1	83596	-345	ENSG00000126453	BCL2L12	BCL2 like 12
chr19	49690261	49690761	501	*	Promoter	19	49690898	49713731	22834	1	126129	-137	ENSG00000169169	CPT1C	carnitine palmitoyltransferase 1C
chr19	49690795	49691295	501	*	Promoter	19	49690898	49713731	22834	1	126129	0	ENSG00000169169	CPT1C	carnitine palmitoyltransferase 1C
chr22	41544366	41544866	501	*	Promoter	22	41525799	41544606	18808	2	171568	0	ENSG00000100413	POLR3H	RNA polymerase III subunit H
chr22	41589793	41590293	501	*	Promoter	22	41576900	41589871	12972	2	5372	0	ENSG00000100417	PMM1	phosphomannomutase 1
chr22	41589793	41590293	501	*	Promoter	22	41576900	41589871	12972	2	5372	0	ENSG00000100417	PMM1	phosphomannomutase 1
chr22	41688626	41689126	501	*	Promoter	22	41688877	41698136	9260	1	79640	0	ENSG00000184208	C22orf46	CTA-216E10.6
chr22	41914867	41915367	501	*	Promoter	22	41909554	41914667	5114	2	440829	-200	ENSG00000234965	SHISA8	shisa family member 8
chr22	41951820	41952320	501	*	Promoter	22	41952174	41958933	6760	1	339674	0	ENSG00000205704	LINC00634	long intergenic non-protein coding RNA 634
chr22	42079424	42079924	501	*	Promoter	22	42079691	42084284	4594	1	91689	0	ENSG00000183172	SMDT1	single-pass membrane protein with aspartate rich tail 1
chr22	42079424	42079924	501	*	Promoter	22	42079691	42084284	4594	1	91689	0	ENSG00000183172	SMDT1	single-pass membrane protein with aspartate rich tail 1
chr22	42090672	42091172	501	*	Promoter	22	42090931	42137742	46812	1	100132273	0	ENSG00000237037	NDUFA6-DT	NDUFA6 divergent transcript
chr22	42079424	42079924	501	*	Promoter	22	42079691	42084284	4594	1	91689	0	ENSG00000183172	SMDT1	single-pass membrane protein with aspartate rich tail 1
chr22	42090672	42091172	501	*	Promoter	22	42090931	42137742	46812	1	100132273	0	ENSG00000237037	NDUFA6-DT	NDUFA6 divergent transcript
chr22	42070663	42071163	501	*	Promoter	22	42058334	42070842	12509	2	4668	0	ENSG00000198951	NAGA	alpha-N-acetylgalactosaminidase
chr22	42090672	42091172	501	*	Promoter	22	42090931	42137742	46812	1	100132273	0	ENSG00000237037	NDUFA6-DT	NDUFA6 divergent transcript
chr22	42070663	42071163	501	*	Promoter	22	42058334	42070842	12509	2	4668	0	ENSG00000198951	NAGA	alpha-N-acetylgalactosaminidase
chr22	42090672	42091172	501	*	Promoter	22	42090931	42137742	46812	1	100132273	0	ENSG00000237037	NDUFA6-DT	NDUFA6 divergent transcript
chr22	42070663	42071163	501	*	Promoter	22	42058334	42070842	12509	2	4668	0	ENSG00000198951	NAGA	alpha-N-acetylgalactosaminidase
chr22	42079424	42079924	501	*	Promoter	22	42079691	42084284	4594	1	91689	0	ENSG00000183172	SMDT1	single-pass membrane protein with aspartate rich tail 1
