seqnames	start	end	hg38_base_position	rsid	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr1	28648699	28649199	28649120	rs72663818	Promoter	1	28648600	28648733	134	1	26824	99	ENSG00000274978	RNU11	RNA, U11 small nuclear
chr1	28834782	28835282	28835097	rs2236857	Intron (ENST00000621425.1/4985, intron 1 of 3)	1	28812142	28871267	59126	1	4985	22640	ENSG00000116329	OPRD1	opioid receptor delta 1
chr1	28835293	28835793	28835313	rs2236856	Intron (ENST00000621425.1/4985, intron 1 of 3)	1	28812142	28871267	59126	1	4985	23151	ENSG00000116329	OPRD1	opioid receptor delta 1
chr1	28835293	28835793	28835487	rs2236855	Intron (ENST00000621425.1/4985, intron 1 of 3)	1	28812142	28871267	59126	1	4985	23151	ENSG00000116329	OPRD1	opioid receptor delta 1
chr1	35724967	35725467	35725429	rs12034163	Intron (ENST00000251195.9/63967, intron 24 of 24)	1	35713877	35718894	5018	2	127703	-6073	ENSG00000142686	C1orf216	chromosome 1 open reading frame 216
chr1	35724967	35725467	35725429	rs12034163	Intron (ENST00000251195.9/63967, intron 24 of 24)	1	35713877	35718894	5018	2	127703	-6073	ENSG00000142686	C1orf216	chromosome 1 open reading frame 216
chr1	43348845	43349345	43349193	rs839995	Exon (ENST00000372470.9/4352, exon 9 of 12)	1	43358981	43363203	4223	1	991	-9636	ENSG00000117399	CDC20	cell division cycle 20
chr1	43348845	43349345	43349193	rs839995	Exon (ENST00000372470.9/4352, exon 9 of 12)	1	43358981	43363203	4223	1	991	-9636	ENSG00000117399	CDC20	cell division cycle 20
chr1	43389614	43390114	43389875	rs839752	Promoter	1	43383917	43389808	5892	2	112950	0	ENSG00000159479	MED8	mediator complex subunit 8
chr1	43389614	43390114	43389875	rs839752	Promoter	1	43383917	43389808	5892	2	112950	0	ENSG00000159479	MED8	mediator complex subunit 8
chr1	43453704	43454204	43453742	rs6692611	Promoter	1	43451003	43453989	2987	2	81888	0	ENSG00000178922	HYI	hydroxypyruvate isomerase (putative)
chr1	43453704	43454204	43453742	rs6692611	Promoter	1	43451003	43453989	2987	2	81888	0	ENSG00000178922	HYI	hydroxypyruvate isomerase (putative)
chr1	43565606	43566106	43565822	rs10890255	Intron (ENST00000617451.4/5792, intron 5 of 7)	1	43525187	43623666	98480	1	5792	40419	ENSG00000142949	PTPRF	protein tyrosine phosphatase receptor type F
chr1	43565606	43566106	43565822	rs10890255	Intron (ENST00000617451.4/5792, intron 5 of 7)	1	43525187	43623666	98480	1	5792	40419	ENSG00000142949	PTPRF	protein tyrosine phosphatase receptor type F
chr1	43565606	43566106	43565822	rs10890255	Intron (ENST00000617451.4/5792, intron 5 of 7)	1	43525187	43623666	98480	1	5792	40419	ENSG00000142949	PTPRF	protein tyrosine phosphatase receptor type F
chr1	43565606	43566106	43565986	rs2478978	Intron (ENST00000617451.4/5792, intron 5 of 7)	1	43525187	43623666	98480	1	5792	40419	ENSG00000142949	PTPRF	protein tyrosine phosphatase receptor type F
chr1	43565606	43566106	43565986	rs2478978	Intron (ENST00000617451.4/5792, intron 5 of 7)	1	43525187	43623666	98480	1	5792	40419	ENSG00000142949	PTPRF	protein tyrosine phosphatase receptor type F
chr1	43565606	43566106	43565986	rs2478978	Intron (ENST00000617451.4/5792, intron 5 of 7)	1	43525187	43623666	98480	1	5792	40419	ENSG00000142949	PTPRF	protein tyrosine phosphatase receptor type F
chr1	43649146	43649646	43649351	rs519357	Promoter	1	43650149	43931014	280866	1	9682	-503	ENSG00000066135	KDM4A	lysine demethylase 4A
chr1	43650429	43650929	43650795	rs517191	5' UTR	1	43650149	43931014	280866	1	9682	280	ENSG00000066135	KDM4A	lysine demethylase 4A
chr1	43650429	43650929	43650795	rs517191	5' UTR	1	43650149	43931014	280866	1	9682	280	ENSG00000066135	KDM4A	lysine demethylase 4A
chr1	72956473	72956973	72956785	rs74090531	Distal Intergenic	1	73305609	73355253	49645	1	101927295	-348636	ENSG00000233973	LINC01360	long intergenic non-protein coding RNA 1360
chr1	97565684	97566184	97566168	rs76901112	Intron (ENST00000370192.8/1806, intron 11 of 22)	1	97796921	97798066	1146	1	100873933	-230737	ENSG00000235777	DPYD-AS2	DPYD antisense RNA 2
chr1	97565684	97566184	97566168	rs76901112	Intron (ENST00000370192.8/1806, intron 11 of 22)	1	97796921	97798066	1146	1	100873933	-230737	ENSG00000235777	DPYD-AS2	DPYD antisense RNA 2
chr1	98132852	98133352	98133079	rs11165952	Distal Intergenic	1	98210747	98272658	61912	1	729987	-77395	ENSG00000226053	LINC01776	long intergenic non-protein coding RNA 1776
chr1	98132852	98133352	98133189	rs12046836	Distal Intergenic	1	98210747	98272658	61912	1	729987	-77395	ENSG00000226053	LINC01776	long intergenic non-protein coding RNA 1776
chr1	98133525	98134025	98133588	rs12044342	Distal Intergenic	1	98210747	98272658	61912	1	729987	-76722	ENSG00000226053	LINC01776	long intergenic non-protein coding RNA 1776
chr1	114757307	114757807	114757749	rs6696332	Intron (ENST00000339438.10/7812, intron 1 of 18)	1	114716913	114758676	41764	2	7812	869	ENSG00000009307	CSDE1	cold shock domain containing E1
chr1	114757307	114757807	114757749	rs6696332	Intron (ENST00000339438.10/7812, intron 1 of 18)	1	114716913	114758676	41764	2	7812	869	ENSG00000009307	CSDE1	cold shock domain containing E1
chr1	115090921	115091421	115090923	rs74113828	Distal Intergenic	1	115048011	115089503	41493	2	10100	-1418	ENSG00000134198	TSPAN2	tetraspanin 2
chr1	115090921	115091421	115090923	rs74113828	Distal Intergenic	1	115048011	115089503	41493	2	10100	-1418	ENSG00000134198	TSPAN2	tetraspanin 2
chr1	150066770	150067270	150066990	rs11584354	Promoter	1	150067279	150145329	78051	1	11311	-9	ENSG00000136631	VPS45	vacuolar protein sorting 45 homolog
chr1	150187197	150187697	150187364	rs3118119	Distal Intergenic	1	150159405	150181429	22025	1	105371433	27792	NA	LOC105371433	uncharacterized LOC105371433
chr1	153881700	153882200	153881904	rs12043350	Intron (ENST00000368655.5/57459, intron 1 of 10)	1	153789030	153923360	134331	2	57459	41160	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	153881700	153882200	153881904	rs12043350	Intron (ENST00000368655.5/57459, intron 1 of 10)	1	153789030	153923360	134331	2	57459	41160	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	153881700	153882200	153881904	rs12043350	Intron (ENST00000368655.5/57459, intron 1 of 10)	1	153789030	153923360	134331	2	57459	41160	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	153881700	153882200	153881904	rs12043350	Intron (ENST00000368655.5/57459, intron 1 of 10)	1	153789030	153923360	134331	2	57459	41160	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	153881700	153882200	153881904	rs12043350	Intron (ENST00000368655.5/57459, intron 1 of 10)	1	153789030	153923360	134331	2	57459	41160	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	153923463	153923963	153923736	rs4845357	Promoter	1	153789030	153923360	134331	2	57459	-103	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	153923463	153923963	153923736	rs4845357	Promoter	1	153789030	153923360	134331	2	57459	-103	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	153923463	153923963	153923736	rs4845357	Promoter	1	153789030	153923360	134331	2	57459	-103	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	153923463	153923963	153923736	rs4845357	Promoter	1	153789030	153923360	134331	2	57459	-103	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	153923463	153923963	153923736	rs4845357	Promoter	1	153789030	153923360	134331	2	57459	-103	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	153923463	153923963	153923894	rs4845585	Promoter	1	153789030	153923360	134331	2	57459	-103	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	153923463	153923963	153923894	rs4845585	Promoter	1	153789030	153923360	134331	2	57459	-103	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	153923463	153923963	153923894	rs4845585	Promoter	1	153789030	153923360	134331	2	57459	-103	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	153923463	153923963	153923894	rs4845585	Promoter	1	153789030	153923360	134331	2	57459	-103	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	153923463	153923963	153923894	rs4845585	Promoter	1	153789030	153923360	134331	2	57459	-103	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	153923463	153923963	153923949	rs4845358	Promoter	1	153789030	153923360	134331	2	57459	-103	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	153923463	153923963	153923949	rs4845358	Promoter	1	153789030	153923360	134331	2	57459	-103	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	153923463	153923963	153923949	rs4845358	Promoter	1	153789030	153923360	134331	2	57459	-103	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	153923463	153923963	153923949	rs4845358	Promoter	1	153789030	153923360	134331	2	57459	-103	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	153923463	153923963	153923949	rs4845358	Promoter	1	153789030	153923360	134331	2	57459	-103	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	200959540	200960040	200959779	rs61825292	Intron (ENST00000435735.2/647215, intron 18 of 21)	1	200917460	200966668	49209	1	647215	42080	ENSG00000233217	MROH3P	maestro heat like repeat family member 3, pseudogene
chr1	200959540	200960040	200959779	rs61825292	Intron (ENST00000435735.2/647215, intron 18 of 21)	1	200917460	200966668	49209	1	647215	42080	ENSG00000233217	MROH3P	maestro heat like repeat family member 3, pseudogene
chr1	200959540	200960040	200959779	rs61825292	Intron (ENST00000435735.2/647215, intron 18 of 21)	1	200917460	200966668	49209	1	647215	42080	ENSG00000233217	MROH3P	maestro heat like repeat family member 3, pseudogene
chr1	200959540	200960040	200959779	rs61825292	Intron (ENST00000435735.2/647215, intron 18 of 21)	1	200917460	200966668	49209	1	647215	42080	ENSG00000233217	MROH3P	maestro heat like repeat family member 3, pseudogene
chr1	200959540	200960040	200959779	rs61825292	Intron (ENST00000435735.2/647215, intron 18 of 21)	1	200917460	200966668	49209	1	647215	42080	ENSG00000233217	MROH3P	maestro heat like repeat family member 3, pseudogene
chr1	200971958	200972458	200972421	rs296570	3' UTR	1	200969390	201023714	54325	2	23046	51256	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200971958	200972458	200972421	rs296570	3' UTR	1	200969390	201023714	54325	2	23046	51256	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200971958	200972458	200972421	rs296570	3' UTR	1	200969390	201023714	54325	2	23046	51256	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200971958	200972458	200972421	rs296570	3' UTR	1	200969390	201023714	54325	2	23046	51256	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200971958	200972458	200972421	rs296570	3' UTR	1	200969390	201023714	54325	2	23046	51256	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200971958	200972458	200972421	rs296570	3' UTR	1	200969390	201023714	54325	2	23046	51256	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200972501	200973001	200972588	rs3738255	3' UTR	1	200969390	201023714	54325	2	23046	50713	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200972501	200973001	200972588	rs3738255	3' UTR	1	200969390	201023714	54325	2	23046	50713	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200972501	200973001	200972588	rs3738255	3' UTR	1	200969390	201023714	54325	2	23046	50713	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200972501	200973001	200972588	rs3738255	3' UTR	1	200969390	201023714	54325	2	23046	50713	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200972501	200973001	200972588	rs3738255	3' UTR	1	200969390	201023714	54325	2	23046	50713	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200972501	200973001	200972627	rs296569	3' UTR	1	200969390	201023714	54325	2	23046	50713	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200972501	200973001	200972627	rs296569	3' UTR	1	200969390	201023714	54325	2	23046	50713	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200972501	200973001	200972627	rs296569	3' UTR	1	200969390	201023714	54325	2	23046	50713	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200972501	200973001	200972627	rs296569	3' UTR	1	200969390	201023714	54325	2	23046	50713	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200972501	200973001	200972627	rs296569	3' UTR	1	200969390	201023714	54325	2	23046	50713	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200972501	200973001	200972697	rs296568	3' UTR	1	200969390	201023714	54325	2	23046	50713	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200972501	200973001	200972697	rs296568	3' UTR	1	200969390	201023714	54325	2	23046	50713	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200972501	200973001	200972697	rs296568	3' UTR	1	200969390	201023714	54325	2	23046	50713	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200972501	200973001	200972697	rs296568	3' UTR	1	200969390	201023714	54325	2	23046	50713	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200972501	200973001	200972697	rs296568	3' UTR	1	200969390	201023714	54325	2	23046	50713	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200972501	200973001	200972806	rs296567	3' UTR	1	200969390	201023714	54325	2	23046	50713	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200972501	200973001	200972806	rs296567	3' UTR	1	200969390	201023714	54325	2	23046	50713	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200972501	200973001	200972806	rs296567	3' UTR	1	200969390	201023714	54325	2	23046	50713	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200972501	200973001	200972806	rs296567	3' UTR	1	200969390	201023714	54325	2	23046	50713	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200972501	200973001	200972806	rs296567	3' UTR	1	200969390	201023714	54325	2	23046	50713	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200974638	200975138	200974929	rs296565	Exon (ENST00000332129.6/23046, exon 33 of 34)	1	200969390	201023714	54325	2	23046	48576	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200974638	200975138	200974929	rs296565	Exon (ENST00000332129.6/23046, exon 33 of 34)	1	200969390	201023714	54325	2	23046	48576	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200974638	200975138	200974929	rs296565	Exon (ENST00000332129.6/23046, exon 33 of 34)	1	200969390	201023714	54325	2	23046	48576	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200974638	200975138	200974929	rs296565	Exon (ENST00000332129.6/23046, exon 33 of 34)	1	200969390	201023714	54325	2	23046	48576	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200974638	200975138	200974929	rs296565	Exon (ENST00000332129.6/23046, exon 33 of 34)	1	200969390	201023714	54325	2	23046	48576	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200974638	200975138	200974929	rs296565	Exon (ENST00000332129.6/23046, exon 33 of 34)	1	200969390	201023714	54325	2	23046	48576	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200974638	200975138	200974929	rs296565	Exon (ENST00000332129.6/23046, exon 33 of 34)	1	200969390	201023714	54325	2	23046	48576	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200974638	200975138	200974929	rs296565	Exon (ENST00000332129.6/23046, exon 33 of 34)	1	200969390	201023714	54325	2	23046	48576	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200974638	200975138	200974929	rs296565	Exon (ENST00000332129.6/23046, exon 33 of 34)	1	200969390	201023714	54325	2	23046	48576	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200974638	200975138	200974929	rs296565	Exon (ENST00000332129.6/23046, exon 33 of 34)	1	200969390	201023714	54325	2	23046	48576	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200974638	200975138	200974929	rs296565	Exon (ENST00000332129.6/23046, exon 33 of 34)	1	200969390	201023714	54325	2	23046	48576	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200974638	200975138	200975036	rs296564	Exon (ENST00000332129.6/23046, exon 33 of 34)	1	200969390	201023714	54325	2	23046	48576	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200974638	200975138	200975036	rs296564	Exon (ENST00000332129.6/23046, exon 33 of 34)	1	200969390	201023714	54325	2	23046	48576	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200974638	200975138	200975036	rs296564	Exon (ENST00000332129.6/23046, exon 33 of 34)	1	200969390	201023714	54325	2	23046	48576	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200974638	200975138	200975036	rs296564	Exon (ENST00000332129.6/23046, exon 33 of 34)	1	200969390	201023714	54325	2	23046	48576	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200974638	200975138	200975036	rs296564	Exon (ENST00000332129.6/23046, exon 33 of 34)	1	200969390	201023714	54325	2	23046	48576	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200974638	200975138	200975036	rs296564	Exon (ENST00000332129.6/23046, exon 33 of 34)	1	200969390	201023714	54325	2	23046	48576	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200974638	200975138	200975036	rs296564	Exon (ENST00000332129.6/23046, exon 33 of 34)	1	200969390	201023714	54325	2	23046	48576	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200974638	200975138	200975036	rs296564	Exon (ENST00000332129.6/23046, exon 33 of 34)	1	200969390	201023714	54325	2	23046	48576	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200974638	200975138	200975036	rs296564	Exon (ENST00000332129.6/23046, exon 33 of 34)	1	200969390	201023714	54325	2	23046	48576	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200974638	200975138	200975036	rs296564	Exon (ENST00000332129.6/23046, exon 33 of 34)	1	200969390	201023714	54325	2	23046	48576	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200974638	200975138	200975036	rs296564	Exon (ENST00000332129.6/23046, exon 33 of 34)	1	200969390	201023714	54325	2	23046	48576	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200994808	200995308	200994981	rs67134955	Intron (ENST00000332129.6/23046, intron 15 of 33)	1	200969390	201023714	54325	2	23046	28406	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200994808	200995308	200995154	rs10920085	Intron (ENST00000332129.6/23046, intron 15 of 33)	1	200969390	201023714	54325	2	23046	28406	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200994808	200995308	200995209	rs10800749	Intron (ENST00000332129.6/23046, intron 15 of 33)	1	200969390	201023714	54325	2	23046	28406	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201001887	201002387	201001921	rs35304341	Exon (ENST00000332129.6/23046, exon 9 of 34)	1	200969390	201023714	54325	2	23046	21327	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201001887	201002387	201001921	rs35304341	Exon (ENST00000332129.6/23046, exon 9 of 34)	1	200969390	201023714	54325	2	23046	21327	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201001887	201002387	201001921	rs35304341	Exon (ENST00000332129.6/23046, exon 9 of 34)	1	200969390	201023714	54325	2	23046	21327	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201001887	201002387	201001921	rs35304341	Exon (ENST00000332129.6/23046, exon 9 of 34)	1	200969390	201023714	54325	2	23046	21327	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201005666	201006166	201005760	rs11584527	Exon (ENST00000332129.6/23046, exon 4 of 34)	1	200969390	201023714	54325	2	23046	17548	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201005666	201006166	201005760	rs11584527	Exon (ENST00000332129.6/23046, exon 4 of 34)	1	200969390	201023714	54325	2	23046	17548	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201005666	201006166	201005760	rs11584527	Exon (ENST00000332129.6/23046, exon 4 of 34)	1	200969390	201023714	54325	2	23046	17548	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201005666	201006166	201005760	rs11584527	Exon (ENST00000332129.6/23046, exon 4 of 34)	1	200969390	201023714	54325	2	23046	17548	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201005666	201006166	201005760	rs11584527	Exon (ENST00000332129.6/23046, exon 4 of 34)	1	200969390	201023714	54325	2	23046	17548	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201005666	201006166	201005987	rs11589573	Exon (ENST00000332129.6/23046, exon 4 of 34)	1	200969390	201023714	54325	2	23046	17548	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201005666	201006166	201005987	rs11589573	Exon (ENST00000332129.6/23046, exon 4 of 34)	1	200969390	201023714	54325	2	23046	17548	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201005666	201006166	201005987	rs11589573	Exon (ENST00000332129.6/23046, exon 4 of 34)	1	200969390	201023714	54325	2	23046	17548	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201005666	201006166	201005987	rs11589573	Exon (ENST00000332129.6/23046, exon 4 of 34)	1	200969390	201023714	54325	2	23046	17548	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201005666	201006166	201005987	rs11589573	Exon (ENST00000332129.6/23046, exon 4 of 34)	1	200969390	201023714	54325	2	23046	17548	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201013861	201014361	201014361	rs11580823	Intron (ENST00000332129.6/23046, intron 1 of 33)	1	200969390	201023714	54325	2	23046	9353	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201013861	201014361	201014361	rs11580823	Intron (ENST00000332129.6/23046, intron 1 of 33)	1	200969390	201023714	54325	2	23046	9353	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201013861	201014361	201014361	rs11580823	Intron (ENST00000332129.6/23046, intron 1 of 33)	1	200969390	201023714	54325	2	23046	9353	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201013861	201014361	201014361	rs11580823	Intron (ENST00000332129.6/23046, intron 1 of 33)	1	200969390	201023714	54325	2	23046	9353	ENSG00000116852	KIF21B	kinesin family member 21B
