seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr1	28642909	28643409	501	*	Promoter	1	28643228	28648581	5354	1	105378616	0	ENSG00000229388	LINC01715	long intergenic non-protein coding RNA 1715
chr1	28643458	28643958	501	*	Exon (ENST00000420776.1/105378616, exon 1 of 2)	1	28643228	28648581	5354	1	105378616	230	ENSG00000229388	LINC01715	long intergenic non-protein coding RNA 1715
chr1	28648078	28648578	501	*	Promoter	1	28648600	28648733	134	1	26824	-22	ENSG00000274978	RNU11	RNA, U11 small nuclear
chr1	28669746	28670246	501	*	Intron (ENST00000361872.8/10691, intron 1 of 9)	1	28668778	28719353	50576	1	10691	968	ENSG00000162419	GMEB1	glucocorticoid modulatory element binding protein 1
chr1	28642909	28643409	501	*	Promoter	1	28643228	28648581	5354	1	105378616	0	ENSG00000229388	LINC01715	long intergenic non-protein coding RNA 1715
chr1	28643458	28643958	501	*	Exon (ENST00000420776.1/105378616, exon 1 of 2)	1	28643228	28648581	5354	1	105378616	230	ENSG00000229388	LINC01715	long intergenic non-protein coding RNA 1715
chr1	28648078	28648578	501	*	Promoter	1	28648600	28648733	134	1	26824	-22	ENSG00000274978	RNU11	RNA, U11 small nuclear
chr1	28669746	28670246	501	*	Intron (ENST00000361872.8/10691, intron 1 of 9)	1	28668778	28719353	50576	1	10691	968	ENSG00000162419	GMEB1	glucocorticoid modulatory element binding protein 1
chr1	28835293	28835793	501	*	Intron (ENST00000621425.1/4985, intron 1 of 3)	1	28812142	28871267	59126	1	4985	23151	ENSG00000116329	OPRD1	opioid receptor delta 1
chr1	28834782	28835282	501	*	Intron (ENST00000621425.1/4985, intron 1 of 3)	1	28812142	28871267	59126	1	4985	22640	ENSG00000116329	OPRD1	opioid receptor delta 1
chr1	28834782	28835282	501	*	Intron (ENST00000621425.1/4985, intron 1 of 3)	1	28812142	28871267	59126	1	4985	22640	ENSG00000116329	OPRD1	opioid receptor delta 1
chr1	35692247	35692747	501	*	Distal Intergenic	1	35713877	35718894	5018	2	127703	26147	ENSG00000142686	C1orf216	chromosome 1 open reading frame 216
chr1	35725536	35726036	501	*	Intron (ENST00000251195.9/63967, intron 24 of 24)	1	35713877	35718894	5018	2	127703	-6642	ENSG00000142686	C1orf216	chromosome 1 open reading frame 216
chr1	43368532	43369032	501	*	Promoter	1	43363398	43368074	4677	2	64834	-458	ENSG00000066322	ELOVL1	ELOVL fatty acid elongase 1
chr1	43389614	43390114	501	*	Promoter	1	43383917	43389808	5892	2	112950	0	ENSG00000159479	MED8	mediator complex subunit 8
chr1	43348845	43349345	501	*	Exon (ENST00000372470.9/4352, exon 9 of 12)	1	43358981	43363203	4223	1	991	-9636	ENSG00000117399	CDC20	cell division cycle 20
chr1	43358596	43359096	501	*	Promoter	1	43358981	43363203	4223	1	991	0	ENSG00000117399	CDC20	cell division cycle 20
chr1	43453174	43453674	501	*	3' UTR	1	43451003	43453989	2987	2	81888	315	ENSG00000178922	HYI	hydroxypyruvate isomerase (putative)
chr1	43454397	43454897	501	*	Promoter	1	43451003	43453989	2987	2	81888	-408	ENSG00000178922	HYI	hydroxypyruvate isomerase (putative)
chr1	43530589	43531089	501	*	5' UTR	1	43525187	43623666	98480	1	5792	5402	ENSG00000142949	PTPRF	protein tyrosine phosphatase receptor type F
chr1	43531323	43531823	501	*	Intron (ENST00000496043.5/5792, intron 2 of 4)	1	43525187	43623666	98480	1	5792	6136	ENSG00000142949	PTPRF	protein tyrosine phosphatase receptor type F
chr1	43558370	43558870	501	*	Intron (ENST00000617451.4/5792, intron 5 of 7)	1	43525187	43623666	98480	1	5792	33183	ENSG00000142949	PTPRF	protein tyrosine phosphatase receptor type F
chr1	43530589	43531089	501	*	5' UTR	1	43525187	43623666	98480	1	5792	5402	ENSG00000142949	PTPRF	protein tyrosine phosphatase receptor type F
chr1	43531323	43531823	501	*	Intron (ENST00000496043.5/5792, intron 2 of 4)	1	43525187	43623666	98480	1	5792	6136	ENSG00000142949	PTPRF	protein tyrosine phosphatase receptor type F
chr1	43558370	43558870	501	*	Intron (ENST00000617451.4/5792, intron 5 of 7)	1	43525187	43623666	98480	1	5792	33183	ENSG00000142949	PTPRF	protein tyrosine phosphatase receptor type F
chr1	43650429	43650929	501	*	5' UTR	1	43650149	43931014	280866	1	9682	280	ENSG00000066135	KDM4A	lysine demethylase 4A
chr1	43649146	43649646	501	*	Promoter	1	43650149	43931014	280866	1	9682	-503	ENSG00000066135	KDM4A	lysine demethylase 4A
chr1	43649779	43650279	501	*	Promoter	1	43650149	43931014	280866	1	9682	0	ENSG00000066135	KDM4A	lysine demethylase 4A
chr1	72934150	72934650	501	*	Distal Intergenic	1	73305609	73355253	49645	1	101927295	-370959	ENSG00000233973	LINC01360	long intergenic non-protein coding RNA 1360
chr1	97593177	97593677	501	*	Exon (ENST00000370192.8/1806, exon 10 of 23)	1	97796921	97798066	1146	1	100873933	-203244	ENSG00000235777	DPYD-AS2	DPYD antisense RNA 2
chr1	97606775	97607275	501	*	Intron (ENST00000370192.8/1806, intron 8 of 22)	1	97796921	97798066	1146	1	100873933	-189646	ENSG00000235777	DPYD-AS2	DPYD antisense RNA 2
chr1	98133525	98134025	501	*	Distal Intergenic	1	98210747	98272658	61912	1	729987	-76722	ENSG00000226053	LINC01776	long intergenic non-protein coding RNA 1776
chr1	98133525	98134025	501	*	Distal Intergenic	1	98210747	98272658	61912	1	729987	-76722	ENSG00000226053	LINC01776	long intergenic non-protein coding RNA 1776
chr1	98132852	98133352	501	*	Distal Intergenic	1	98210747	98272658	61912	1	729987	-77395	ENSG00000226053	LINC01776	long intergenic non-protein coding RNA 1776
chr1	114757815	114758315	501	*	5' UTR	1	114716913	114758676	41764	2	7812	361	ENSG00000009307	CSDE1	cold shock domain containing E1
chr1	114780443	114780943	501	*	Promoter	1	114769479	114780685	11207	2	80143	0	ENSG00000052723	SIKE1	suppressor of IKBKE 1
chr1	115078613	115079113	501	*	Intron (ENST00000369516.7/10100, intron 1 of 7)	1	115048011	115089503	41493	2	10100	10390	ENSG00000134198	TSPAN2	tetraspanin 2
chr1	115079140	115079640	501	*	Intron (ENST00000369516.7/10100, intron 1 of 7)	1	115048011	115089503	41493	2	10100	9863	ENSG00000134198	TSPAN2	tetraspanin 2
chr1	150067462	150067962	501	*	5' UTR	1	150067279	150145329	78051	1	11311	183	ENSG00000136631	VPS45	vacuolar protein sorting 45 homolog
chr1	150213470	150213970	501	*	Distal Intergenic	1	150218417	150236156	17740	2	81611	22186	ENSG00000143401	ANP32E	acidic nuclear phosphoprotein 32 family member E
chr1	153880950	153881450	501	*	Intron (ENST00000368655.5/57459, intron 1 of 10)	1	153789030	153923360	134331	2	57459	41910	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	153882207	153882707	501	*	Intron (ENST00000368655.5/57459, intron 1 of 10)	1	153789030	153923360	134331	2	57459	40653	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	153922311	153922811	501	*	5' UTR	1	153789030	153923360	134331	2	57459	549	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	153922825	153923325	501	*	Promoter	1	153789030	153923360	134331	2	57459	35	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	153923463	153923963	501	*	Promoter	1	153789030	153923360	134331	2	57459	-103	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	153880950	153881450	501	*	Intron (ENST00000368655.5/57459, intron 1 of 10)	1	153789030	153923360	134331	2	57459	41910	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	153881700	153882200	501	*	Intron (ENST00000368655.5/57459, intron 1 of 10)	1	153789030	153923360	134331	2	57459	41160	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	153922825	153923325	501	*	Promoter	1	153789030	153923360	134331	2	57459	35	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	153963394	153963894	501	*	Promoter	1	153962351	153962420	70	2	102465441	-974	ENSG00000276584	MIR6737	microRNA 6737
chr1	153967520	153968020	501	*	Promoter	1	153967534	153974361	6828	1	148327	0	ENSG00000143578	CREB3L4	cAMP responsive element binding protein 3 like 4
chr1	153880950	153881450	501	*	Intron (ENST00000368655.5/57459, intron 1 of 10)	1	153789030	153923360	134331	2	57459	41910	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	153881700	153882200	501	*	Intron (ENST00000368655.5/57459, intron 1 of 10)	1	153789030	153923360	134331	2	57459	41160	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	153922825	153923325	501	*	Promoter	1	153789030	153923360	134331	2	57459	35	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	153963394	153963894	501	*	Promoter	1	153962351	153962420	70	2	102465441	-974	ENSG00000276584	MIR6737	microRNA 6737
chr1	153967520	153968020	501	*	Promoter	1	153967534	153974361	6828	1	148327	0	ENSG00000143578	CREB3L4	cAMP responsive element binding protein 3 like 4
chr1	153880950	153881450	501	*	Intron (ENST00000368655.5/57459, intron 1 of 10)	1	153789030	153923360	134331	2	57459	41910	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	153881700	153882200	501	*	Intron (ENST00000368655.5/57459, intron 1 of 10)	1	153789030	153923360	134331	2	57459	41160	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	153922825	153923325	501	*	Promoter	1	153789030	153923360	134331	2	57459	35	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	153963394	153963894	501	*	Promoter	1	153962351	153962420	70	2	102465441	-974	ENSG00000276584	MIR6737	microRNA 6737
chr1	153967520	153968020	501	*	Promoter	1	153967534	153974361	6828	1	148327	0	ENSG00000143578	CREB3L4	cAMP responsive element binding protein 3 like 4
chr1	200971958	200972458	501	*	3' UTR	1	200969390	201023714	54325	2	23046	51256	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200972501	200973001	501	*	3' UTR	1	200969390	201023714	54325	2	23046	50713	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200974638	200975138	501	*	Exon (ENST00000332129.6/23046, exon 33 of 34)	1	200969390	201023714	54325	2	23046	48576	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200990980	200991480	501	*	Exon (ENST00000332129.6/23046, exon 18 of 34)	1	200969390	201023714	54325	2	23046	32234	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200991616	200992116	501	*	Exon (ENST00000332129.6/23046, exon 17 of 34)	1	200969390	201023714	54325	2	23046	31598	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200959540	200960040	501	*	Intron (ENST00000435735.2/647215, intron 18 of 21)	1	200917460	200966668	49209	1	647215	42080	ENSG00000233217	MROH3P	maestro heat like repeat family member 3, pseudogene
chr1	200972501	200973001	501	*	3' UTR	1	200969390	201023714	54325	2	23046	50713	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200974638	200975138	501	*	Exon (ENST00000332129.6/23046, exon 33 of 34)	1	200969390	201023714	54325	2	23046	48576	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201013861	201014361	501	*	Intron (ENST00000332129.6/23046, intron 1 of 33)	1	200969390	201023714	54325	2	23046	9353	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201015377	201015877	501	*	Intron (ENST00000332129.6/23046, intron 1 of 33)	1	200969390	201023714	54325	2	23046	7837	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201017071	201017571	501	*	Intron (ENST00000332129.6/23046, intron 1 of 33)	1	200969390	201023714	54325	2	23046	6143	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200959540	200960040	501	*	Intron (ENST00000435735.2/647215, intron 18 of 21)	1	200917460	200966668	49209	1	647215	42080	ENSG00000233217	MROH3P	maestro heat like repeat family member 3, pseudogene
chr1	200971958	200972458	501	*	3' UTR	1	200969390	201023714	54325	2	23046	51256	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200974638	200975138	501	*	Exon (ENST00000332129.6/23046, exon 33 of 34)	1	200969390	201023714	54325	2	23046	48576	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201015377	201015877	501	*	Intron (ENST00000332129.6/23046, intron 1 of 33)	1	200969390	201023714	54325	2	23046	7837	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201017071	201017571	501	*	Intron (ENST00000332129.6/23046, intron 1 of 33)	1	200969390	201023714	54325	2	23046	6143	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200959540	200960040	501	*	Intron (ENST00000435735.2/647215, intron 18 of 21)	1	200917460	200966668	49209	1	647215	42080	ENSG00000233217	MROH3P	maestro heat like repeat family member 3, pseudogene
chr1	200971958	200972458	501	*	3' UTR	1	200969390	201023714	54325	2	23046	51256	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200974638	200975138	501	*	Exon (ENST00000332129.6/23046, exon 33 of 34)	1	200969390	201023714	54325	2	23046	48576	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201015377	201015877	501	*	Intron (ENST00000332129.6/23046, intron 1 of 33)	1	200969390	201023714	54325	2	23046	7837	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201017071	201017571	501	*	Intron (ENST00000332129.6/23046, intron 1 of 33)	1	200969390	201023714	54325	2	23046	6143	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200959540	200960040	501	*	Intron (ENST00000435735.2/647215, intron 18 of 21)	1	200917460	200966668	49209	1	647215	42080	ENSG00000233217	MROH3P	maestro heat like repeat family member 3, pseudogene
chr1	200971958	200972458	501	*	3' UTR	1	200969390	201023714	54325	2	23046	51256	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200974638	200975138	501	*	Exon (ENST00000332129.6/23046, exon 33 of 34)	1	200969390	201023714	54325	2	23046	48576	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201015377	201015877	501	*	Intron (ENST00000332129.6/23046, intron 1 of 33)	1	200969390	201023714	54325	2	23046	7837	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201017071	201017571	501	*	Intron (ENST00000332129.6/23046, intron 1 of 33)	1	200969390	201023714	54325	2	23046	6143	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200959540	200960040	501	*	Intron (ENST00000435735.2/647215, intron 18 of 21)	1	200917460	200966668	49209	1	647215	42080	ENSG00000233217	MROH3P	maestro heat like repeat family member 3, pseudogene
chr1	200971958	200972458	501	*	3' UTR	1	200969390	201023714	54325	2	23046	51256	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200974638	200975138	501	*	Exon (ENST00000332129.6/23046, exon 33 of 34)	1	200969390	201023714	54325	2	23046	48576	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201015377	201015877	501	*	Intron (ENST00000332129.6/23046, intron 1 of 33)	1	200969390	201023714	54325	2	23046	7837	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201017071	201017571	501	*	Intron (ENST00000332129.6/23046, intron 1 of 33)	1	200969390	201023714	54325	2	23046	6143	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200959540	200960040	501	*	Intron (ENST00000435735.2/647215, intron 18 of 21)	1	200917460	200966668	49209	1	647215	42080	ENSG00000233217	MROH3P	maestro heat like repeat family member 3, pseudogene
chr1	200970549	200971049	501	*	3' UTR	1	200969390	201023714	54325	2	23046	52665	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200971958	200972458	501	*	3' UTR	1	200969390	201023714	54325	2	23046	51256	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200972501	200973001	501	*	3' UTR	1	200969390	201023714	54325	2	23046	50713	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200981205	200981705	501	*	Intron (ENST00000332129.6/23046, intron 27 of 33)	1	200969390	201023714	54325	2	23046	42009	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200991616	200992116	501	*	Exon (ENST00000332129.6/23046, exon 17 of 34)	1	200969390	201023714	54325	2	23046	31598	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201001887	201002387	501	*	Exon (ENST00000332129.6/23046, exon 9 of 34)	1	200969390	201023714	54325	2	23046	21327	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201005666	201006166	501	*	Exon (ENST00000332129.6/23046, exon 4 of 34)	1	200969390	201023714	54325	2	23046	17548	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201013861	201014361	501	*	Intron (ENST00000332129.6/23046, intron 1 of 33)	1	200969390	201023714	54325	2	23046	9353	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201015377	201015877	501	*	Intron (ENST00000332129.6/23046, intron 1 of 33)	1	200969390	201023714	54325	2	23046	7837	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201017071	201017571	501	*	Intron (ENST00000332129.6/23046, intron 1 of 33)	1	200969390	201023714	54325	2	23046	6143	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200959540	200960040	501	*	Intron (ENST00000435735.2/647215, intron 18 of 21)	1	200917460	200966668	49209	1	647215	42080	ENSG00000233217	MROH3P	maestro heat like repeat family member 3, pseudogene
chr1	200970549	200971049	501	*	3' UTR	1	200969390	201023714	54325	2	23046	52665	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200971958	200972458	501	*	3' UTR	1	200969390	201023714	54325	2	23046	51256	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200972501	200973001	501	*	3' UTR	1	200969390	201023714	54325	2	23046	50713	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200981205	200981705	501	*	Intron (ENST00000332129.6/23046, intron 27 of 33)	1	200969390	201023714	54325	2	23046	42009	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200991616	200992116	501	*	Exon (ENST00000332129.6/23046, exon 17 of 34)	1	200969390	201023714	54325	2	23046	31598	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201001887	201002387	501	*	Exon (ENST00000332129.6/23046, exon 9 of 34)	1	200969390	201023714	54325	2	23046	21327	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201005666	201006166	501	*	Exon (ENST00000332129.6/23046, exon 4 of 34)	1	200969390	201023714	54325	2	23046	17548	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201013861	201014361	501	*	Intron (ENST00000332129.6/23046, intron 1 of 33)	1	200969390	201023714	54325	2	23046	9353	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201015377	201015877	501	*	Intron (ENST00000332129.6/23046, intron 1 of 33)	1	200969390	201023714	54325	2	23046	7837	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201017071	201017571	501	*	Intron (ENST00000332129.6/23046, intron 1 of 33)	1	200969390	201023714	54325	2	23046	6143	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201040961	201041461	501	*	Intron (ENST00000415359.1/ENST00000415359.1, intron 2 of 3)	1	200969390	201023714	54325	2	23046	-17247	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201040961	201041461	501	*	Intron (ENST00000415359.1/ENST00000415359.1, intron 2 of 3)	1	200969390	201023714	54325	2	23046	-17247	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201040961	201041461	501	*	Intron (ENST00000415359.1/ENST00000415359.1, intron 2 of 3)	1	200969390	201023714	54325	2	23046	-17247	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200974638	200975138	501	*	Exon (ENST00000332129.6/23046, exon 33 of 34)	1	200969390	201023714	54325	2	23046	48576	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201017071	201017571	501	*	Intron (ENST00000332129.6/23046, intron 1 of 33)	1	200969390	201023714	54325	2	23046	6143	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201025340	201025840	501	*	Exon (ENST00000446333.1/ENST00000446333.1, exon 2 of 2)	1	200969390	201023714	54325	2	23046	-1626	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201040961	201041461	501	*	Intron (ENST00000415359.1/ENST00000415359.1, intron 2 of 3)	1	200969390	201023714	54325	2	23046	-17247	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200974638	200975138	501	*	Exon (ENST00000332129.6/23046, exon 33 of 34)	1	200969390	201023714	54325	2	23046	48576	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200991616	200992116	501	*	Exon (ENST00000332129.6/23046, exon 17 of 34)	1	200969390	201023714	54325	2	23046	31598	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201015377	201015877	501	*	Intron (ENST00000332129.6/23046, intron 1 of 33)	1	200969390	201023714	54325	2	23046	7837	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201040961	201041461	501	*	Intron (ENST00000415359.1/ENST00000415359.1, intron 2 of 3)	1	200969390	201023714	54325	2	23046	-17247	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201053503	201054003	501	*	Exon (ENST00000362061.4/779, exon 30 of 44)	1	200969390	201023714	54325	2	23046	-29789	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200974638	200975138	501	*	Exon (ENST00000332129.6/23046, exon 33 of 34)	1	200969390	201023714	54325	2	23046	48576	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200991616	200992116	501	*	Exon (ENST00000332129.6/23046, exon 17 of 34)	1	200969390	201023714	54325	2	23046	31598	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201015377	201015877	501	*	Intron (ENST00000332129.6/23046, intron 1 of 33)	1	200969390	201023714	54325	2	23046	7837	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201040961	201041461	501	*	Intron (ENST00000415359.1/ENST00000415359.1, intron 2 of 3)	1	200969390	201023714	54325	2	23046	-17247	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201053503	201054003	501	*	Exon (ENST00000362061.4/779, exon 30 of 44)	1	200969390	201023714	54325	2	23046	-29789	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200971958	200972458	501	*	3' UTR	1	200969390	201023714	54325	2	23046	51256	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200974638	200975138	501	*	Exon (ENST00000332129.6/23046, exon 33 of 34)	1	200969390	201023714	54325	2	23046	48576	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200981205	200981705	501	*	Intron (ENST00000332129.6/23046, intron 27 of 33)	1	200969390	201023714	54325	2	23046	42009	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200990980	200991480	501	*	Exon (ENST00000332129.6/23046, exon 18 of 34)	1	200969390	201023714	54325	2	23046	32234	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200991616	200992116	501	*	Exon (ENST00000332129.6/23046, exon 17 of 34)	1	200969390	201023714	54325	2	23046	31598	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201010228	201010728	501	*	Intron (ENST00000332129.6/23046, intron 1 of 33)	1	200969390	201023714	54325	2	23046	12986	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201015377	201015877	501	*	Intron (ENST00000332129.6/23046, intron 1 of 33)	1	200969390	201023714	54325	2	23046	7837	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201040961	201041461	501	*	Intron (ENST00000415359.1/ENST00000415359.1, intron 2 of 3)	1	200969390	201023714	54325	2	23046	-17247	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	200991616	200992116	501	*	Exon (ENST00000332129.6/23046, exon 17 of 34)	1	200969390	201023714	54325	2	23046	31598	ENSG00000116852	KIF21B	kinesin family member 21B
chr1	201015377	201015877	501	*	Intron (ENST00000332129.6/23046, intron 1 of 33)	1	200969390	201023714	54325	2	23046	7837	ENSG00000116852	KIF21B	kinesin family member 21B
