seqnames	start	end	hg38_base_position	rsid	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr1	43545063	43545563	43545390	rs78406870	5' UTR	1	43525187	43623666	98480	1	5792	19876	ENSG00000142949	PTPRF	protein tyrosine phosphatase receptor type F
chr1	43565595	43566095	43565822	rs10890255	Intron (ENST00000617451.4/5792, intron 5 of 7)	1	43525187	43623666	98480	1	5792	40408	ENSG00000142949	PTPRF	protein tyrosine phosphatase receptor type F
chr1	43565595	43566095	43565986	rs2478978	Intron (ENST00000617451.4/5792, intron 5 of 7)	1	43525187	43623666	98480	1	5792	40408	ENSG00000142949	PTPRF	protein tyrosine phosphatase receptor type F
chr1	43584662	43585162	43585125	rs3828149	Intron (ENST00000359947.9/5792, intron 7 of 33)	1	43525187	43623666	98480	1	5792	59475	ENSG00000142949	PTPRF	protein tyrosine phosphatase receptor type F
chr1	43650423	43650923	43650795	rs517191	5' UTR	1	43650149	43931014	280866	1	9682	274	ENSG00000066135	KDM4A	lysine demethylase 4A
chr1	50105970	50106470	50106424	rs12138061	5' UTR	1	50024029	50203772	179744	1	1996	81941	ENSG00000162374	ELAVL4	ELAV like RNA binding protein 4
chr1	50105970	50106470	50106424	rs12138061	5' UTR	1	50024029	50203772	179744	1	1996	81941	ENSG00000162374	ELAVL4	ELAV like RNA binding protein 4
chr1	50105970	50106470	50106424	rs12138061	5' UTR	1	50024029	50203772	179744	1	1996	81941	ENSG00000162374	ELAVL4	ELAV like RNA binding protein 4
chr1	50105970	50106470	50106424	rs12138061	5' UTR	1	50024029	50203772	179744	1	1996	81941	ENSG00000162374	ELAVL4	ELAV like RNA binding protein 4
chr1	98021405	98021905	98021524	rs77482155	Intron (ENST00000602672.2/109729128, intron 1 of 5)	1	98043197	98045458	2262	2	100616452	23553	ENSG00000284247	MIR2682	microRNA 2682
chr1	98102912	98103412	98103037	rs6664310	Distal Intergenic	1	97986740	98049863	63124	2	400765	-53049	ENSG00000225206	MIR137HG	MIR137 host gene
chr1	98102912	98103412	98103037	rs6664310	Distal Intergenic	1	97986740	98049863	63124	2	400765	-53049	ENSG00000225206	MIR137HG	MIR137 host gene
chr1	98102912	98103412	98103037	rs6664310	Distal Intergenic	1	97986740	98049863	63124	2	400765	-53049	ENSG00000225206	MIR137HG	MIR137 host gene
chr1	98111241	98111741	98111356	rs17117616	Distal Intergenic	1	97986740	98049863	63124	2	400765	-61378	ENSG00000225206	MIR137HG	MIR137 host gene
chr1	98179170	98179670	98179473	rs10875130	Distal Intergenic	1	98210747	98272658	61912	1	729987	-31077	ENSG00000226053	LINC01776	long intergenic non-protein coding RNA 1776
chr1	98179170	98179670	98179473	rs10875130	Distal Intergenic	1	98210747	98272658	61912	1	729987	-31077	ENSG00000226053	LINC01776	long intergenic non-protein coding RNA 1776
chr1	98179170	98179670	98179636	rs10875131	Distal Intergenic	1	98210747	98272658	61912	1	729987	-31077	ENSG00000226053	LINC01776	long intergenic non-protein coding RNA 1776
chr1	98179170	98179670	98179636	rs10875131	Distal Intergenic	1	98210747	98272658	61912	1	729987	-31077	ENSG00000226053	LINC01776	long intergenic non-protein coding RNA 1776
chr1	98179170	98179670	98179657	rs10493900	Distal Intergenic	1	98210747	98272658	61912	1	729987	-31077	ENSG00000226053	LINC01776	long intergenic non-protein coding RNA 1776
chr1	98179170	98179670	98179657	rs10493900	Distal Intergenic	1	98210747	98272658	61912	1	729987	-31077	ENSG00000226053	LINC01776	long intergenic non-protein coding RNA 1776
chr1	114757299	114757799	114757749	rs6696332	Intron (ENST00000339438.10/7812, intron 1 of 18)	1	114716913	114758676	41764	2	7812	877	ENSG00000009307	CSDE1	cold shock domain containing E1
chr1	153881715	153882215	153881904	rs12043350	Intron (ENST00000368655.5/57459, intron 1 of 10)	1	153789030	153923360	134331	2	57459	41145	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	153881715	153882215	153881904	rs12043350	Intron (ENST00000368655.5/57459, intron 1 of 10)	1	153789030	153923360	134331	2	57459	41145	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	153898950	153899450	153899116	rs11589857	Exon (ENST00000636014.1/57459, exon 1 of 2)	1	153789030	153923360	134331	2	57459	23910	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	243312889	243313389	243313139	rs79666393	Intron (ENST00000366541.8/10806, intron 8 of 17)	1	243346176	243346255	80	1	100616343	-32787	ENSG00000265201	MIR4677	microRNA 4677
chr1	243316326	243316826	243316734	rs137903012	Exon (ENST00000366541.8/10806, exon 9 of 18)	1	243346176	243346255	80	1	100616343	-29350	ENSG00000265201	MIR4677	microRNA 4677
chr1	243329174	243329674	243329265	rs10926991	Intron (ENST00000366541.8/10806, intron 9 of 17)	1	243346176	243346255	80	1	100616343	-16502	ENSG00000265201	MIR4677	microRNA 4677
chr1	243329174	243329674	243329265	rs10926991	Intron (ENST00000366541.8/10806, intron 9 of 17)	1	243346176	243346255	80	1	100616343	-16502	ENSG00000265201	MIR4677	microRNA 4677
chr1	243394087	243394587	243394357	rs10927006	Intron (ENST00000366541.8/10806, intron 13 of 17)	1	243346176	243346255	80	1	100616343	47911	ENSG00000265201	MIR4677	microRNA 4677
chr1	243394087	243394587	243394357	rs10927006	Intron (ENST00000366541.8/10806, intron 13 of 17)	1	243346176	243346255	80	1	100616343	47911	ENSG00000265201	MIR4677	microRNA 4677
chr1	243394087	243394587	243394357	rs10927006	Intron (ENST00000366541.8/10806, intron 13 of 17)	1	243346176	243346255	80	1	100616343	47911	ENSG00000265201	MIR4677	microRNA 4677
chr1	243453841	243454341	243453886	rs11810833	Intron (ENST00000366541.8/10806, intron 16 of 17)	1	243346176	243346255	80	1	100616343	107665	ENSG00000265201	MIR4677	microRNA 4677
chr1	243453841	243454341	243453886	rs11810833	Intron (ENST00000366541.8/10806, intron 16 of 17)	1	243346176	243346255	80	1	100616343	107665	ENSG00000265201	MIR4677	microRNA 4677
chr1	243556270	243556770	243556644	rs78887304	Intron (ENST00000336199.9/10000, intron 9 of 13)	1	243346176	243346255	80	1	100616343	210094	ENSG00000265201	MIR4677	microRNA 4677
chr2	2326176	2326676	2326346	rs6708950	5' UTR	2	1789113	2331664	542552	2	23040	4988	ENSG00000186487	MYT1L	myelin transcription factor 1 like
chr2	2331103	2331603	2331105	rs3749051	Promoter	2	1789113	2331664	542552	2	23040	61	ENSG00000186487	MYT1L	myelin transcription factor 1 like
chr2	2331103	2331603	2331105	rs3749051	Promoter	2	1789113	2331664	542552	2	23040	61	ENSG00000186487	MYT1L	myelin transcription factor 1 like
chr2	2331103	2331603	2331105	rs3749051	Promoter	2	1789113	2331664	542552	2	23040	61	ENSG00000186487	MYT1L	myelin transcription factor 1 like
chr2	2331103	2331603	2331105	rs3749051	Promoter	2	1789113	2331664	542552	2	23040	61	ENSG00000186487	MYT1L	myelin transcription factor 1 like
chr2	22499926	22500426	22500415	rs12712498	Intron (ENST00000450551.1/ENST00000450551.1, intron 1 of 4)	2	22508129	22548800	40672	1	102723362	-7703	ENSG00000233587	LINC01884	long intergenic non-protein coding RNA 1884
chr2	22499926	22500426	22500415	rs12712498	Intron (ENST00000450551.1/ENST00000450551.1, intron 1 of 4)	2	22508129	22548800	40672	1	102723362	-7703	ENSG00000233587	LINC01884	long intergenic non-protein coding RNA 1884
chr2	48415226	48415726	48415496	rs80288268	Distal Intergenic	2	48440598	48515391	74794	1	129285	-24872	ENSG00000162869	PPP1R21	protein phosphatase 1 regulatory subunit 21
chr2	48415226	48415726	48415496	rs80288268	Distal Intergenic	2	48440598	48515391	74794	1	129285	-24872	ENSG00000162869	PPP1R21	protein phosphatase 1 regulatory subunit 21
chr2	48440462	48440962	48440605	rs3811522	Promoter	2	48440598	48515391	74794	1	129285	0	ENSG00000162869	PPP1R21	protein phosphatase 1 regulatory subunit 21
chr2	48530405	48530905	48530444	rs13015195	5' UTR	2	48529925	48776517	246593	1	286749	480	ENSG00000068781	STON1-GTF2A1L	STON1-GTF2A1L readthrough
chr2	48530405	48530905	48530444	rs13015195	5' UTR	2	48529925	48776517	246593	1	286749	480	ENSG00000068781	STON1-GTF2A1L	STON1-GTF2A1L readthrough
chr2	60273266	60273766	60273280	rs2160067	Distal Intergenic	2	60387362	60387445	84	2	100616473	113679	ENSG00000266078	MIR4432	microRNA 4432
chr2	60273266	60273766	60273280	rs2160067	Distal Intergenic	2	60387362	60387445	84	2	100616473	113679	ENSG00000266078	MIR4432	microRNA 4432
chr2	60273266	60273766	60273349	rs2110398	Distal Intergenic	2	60387362	60387445	84	2	100616473	113679	ENSG00000266078	MIR4432	microRNA 4432
chr2	60273266	60273766	60273349	rs2110398	Distal Intergenic	2	60387362	60387445	84	2	100616473	113679	ENSG00000266078	MIR4432	microRNA 4432
chr2	60274009	60274509	60274081	rs2901000	Distal Intergenic	2	60387362	60387445	84	2	100616473	112936	ENSG00000266078	MIR4432	microRNA 4432
chr2	60274009	60274509	60274081	rs2901000	Distal Intergenic	2	60387362	60387445	84	2	100616473	112936	ENSG00000266078	MIR4432	microRNA 4432
chr2	60274009	60274509	60274286	rs955658	Distal Intergenic	2	60387362	60387445	84	2	100616473	112936	ENSG00000266078	MIR4432	microRNA 4432
chr2	60274009	60274509	60274286	rs955658	Distal Intergenic	2	60387362	60387445	84	2	100616473	112936	ENSG00000266078	MIR4432	microRNA 4432
chr2	72936551	72937051	72936879	rs17008495	Distal Intergenic	2	72916260	72934891	18632	1	2016	20291	ENSG00000135638	EMX1	empty spiracles homeobox 1
chr2	72936551	72937051	72936879	rs17008495	Distal Intergenic	2	72916260	72934891	18632	1	2016	20291	ENSG00000135638	EMX1	empty spiracles homeobox 1
chr2	72936551	72937051	72936879	rs17008495	Distal Intergenic	2	72916260	72934891	18632	1	2016	20291	ENSG00000135638	EMX1	empty spiracles homeobox 1
chr2	72936551	72937051	72936879	rs17008495	Distal Intergenic	2	72916260	72934891	18632	1	2016	20291	ENSG00000135638	EMX1	empty spiracles homeobox 1
chr2	72936551	72937051	72936879	rs17008495	Distal Intergenic	2	72916260	72934891	18632	1	2016	20291	ENSG00000135638	EMX1	empty spiracles homeobox 1
chr2	76169570	76170070	76169708	rs11678895	Intron (ENST00000670606.1/ENST00000670606.1, intron 4 of 4)	2	75652000	75710985	58986	2	6936	-458585	ENSG00000005436	GCFC2	GC-rich sequence DNA-binding factor 2
chr2	172090681	172091181	172090705	rs62183854	Distal Intergenic	2	172084740	172089677	4938	1	1745	5941	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172090681	172091181	172090705	rs62183854	Distal Intergenic	2	172084740	172089677	4938	1	1745	5941	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172090681	172091181	172090705	rs62183854	Distal Intergenic	2	172084740	172089677	4938	1	1745	5941	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172090681	172091181	172090705	rs62183854	Distal Intergenic	2	172084740	172089677	4938	1	1745	5941	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172090681	172091181	172090705	rs62183854	Distal Intergenic	2	172084740	172089677	4938	1	1745	5941	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172090681	172091181	172090705	rs62183854	Distal Intergenic	2	172084740	172089677	4938	1	1745	5941	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172090681	172091181	172090705	rs62183854	Distal Intergenic	2	172084740	172089677	4938	1	1745	5941	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172090681	172091181	172090705	rs62183854	Distal Intergenic	2	172084740	172089677	4938	1	1745	5941	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172090681	172091181	172090705	rs62183854	Distal Intergenic	2	172084740	172089677	4938	1	1745	5941	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172090681	172091181	172090705	rs62183854	Distal Intergenic	2	172084740	172089677	4938	1	1745	5941	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172090681	172091181	172090705	rs62183854	Distal Intergenic	2	172084740	172089677	4938	1	1745	5941	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172090681	172091181	172090705	rs62183854	Distal Intergenic	2	172084740	172089677	4938	1	1745	5941	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172090681	172091181	172090705	rs62183854	Distal Intergenic	2	172084740	172089677	4938	1	1745	5941	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172090681	172091181	172090705	rs62183854	Distal Intergenic	2	172084740	172089677	4938	1	1745	5941	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172090681	172091181	172090705	rs62183854	Distal Intergenic	2	172084740	172089677	4938	1	1745	5941	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172090681	172091181	172090705	rs62183854	Distal Intergenic	2	172084740	172089677	4938	1	1745	5941	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172090681	172091181	172090705	rs62183854	Distal Intergenic	2	172084740	172089677	4938	1	1745	5941	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172090681	172091181	172090705	rs62183854	Distal Intergenic	2	172084740	172089677	4938	1	1745	5941	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172090681	172091181	172090705	rs62183854	Distal Intergenic	2	172084740	172089677	4938	1	1745	5941	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172090681	172091181	172090705	rs62183854	Distal Intergenic	2	172084740	172089677	4938	1	1745	5941	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172090681	172091181	172090705	rs62183854	Distal Intergenic	2	172084740	172089677	4938	1	1745	5941	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172090681	172091181	172090705	rs62183854	Distal Intergenic	2	172084740	172089677	4938	1	1745	5941	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172090681	172091181	172090705	rs62183854	Distal Intergenic	2	172084740	172089677	4938	1	1745	5941	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172090681	172091181	172090705	rs62183854	Distal Intergenic	2	172084740	172089677	4938	1	1745	5941	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172090681	172091181	172090705	rs62183854	Distal Intergenic	2	172084740	172089677	4938	1	1745	5941	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172090681	172091181	172090705	rs62183854	Distal Intergenic	2	172084740	172089677	4938	1	1745	5941	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172090681	172091181	172090705	rs62183854	Distal Intergenic	2	172084740	172089677	4938	1	1745	5941	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172090681	172091181	172090705	rs62183854	Distal Intergenic	2	172084740	172089677	4938	1	1745	5941	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172090681	172091181	172090705	rs62183854	Distal Intergenic	2	172084740	172089677	4938	1	1745	5941	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172090681	172091181	172090705	rs62183854	Distal Intergenic	2	172084740	172089677	4938	1	1745	5941	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172090681	172091181	172090705	rs62183854	Distal Intergenic	2	172084740	172089677	4938	1	1745	5941	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172090681	172091181	172090705	rs62183854	Distal Intergenic	2	172084740	172089677	4938	1	1745	5941	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172090681	172091181	172090705	rs62183854	Distal Intergenic	2	172084740	172089677	4938	1	1745	5941	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172090681	172091181	172090705	rs62183854	Distal Intergenic	2	172084740	172089677	4938	1	1745	5941	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172090681	172091181	172090705	rs62183854	Distal Intergenic	2	172084740	172089677	4938	1	1745	5941	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172090681	172091181	172090705	rs62183854	Distal Intergenic	2	172084740	172089677	4938	1	1745	5941	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172090681	172091181	172090705	rs62183854	Distal Intergenic	2	172084740	172089677	4938	1	1745	5941	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172090681	172091181	172090705	rs62183854	Distal Intergenic	2	172084740	172089677	4938	1	1745	5941	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092806	rs13388257	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092806	rs13388257	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092806	rs13388257	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092806	rs13388257	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092806	rs13388257	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092806	rs13388257	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092806	rs13388257	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092806	rs13388257	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092806	rs13388257	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092806	rs13388257	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092806	rs13388257	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092806	rs13388257	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092806	rs13388257	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092806	rs13388257	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092806	rs13388257	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092806	rs13388257	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092806	rs13388257	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092806	rs13388257	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092806	rs13388257	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092806	rs13388257	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092806	rs13388257	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092806	rs13388257	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092806	rs13388257	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092806	rs13388257	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092806	rs13388257	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092806	rs13388257	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092806	rs13388257	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092915	rs13390848	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092915	rs13390848	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092915	rs13390848	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092915	rs13390848	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092915	rs13390848	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092915	rs13390848	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092915	rs13390848	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092915	rs13390848	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092915	rs13390848	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092915	rs13390848	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092915	rs13390848	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092915	rs13390848	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092915	rs13390848	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092915	rs13390848	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092915	rs13390848	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092915	rs13390848	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092915	rs13390848	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092915	rs13390848	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092915	rs13390848	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092915	rs13390848	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092915	rs13390848	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092915	rs13390848	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092915	rs13390848	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092915	rs13390848	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092915	rs13390848	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092915	rs13390848	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	172092915	rs13390848	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
