seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr1	43558352	43558852	501	*	Intron (ENST00000617451.4/5792, intron 5 of 7)	1	43525187	43623666	98480	1	5792	33165	ENSG00000142949	PTPRF	protein tyrosine phosphatase receptor type F
chr1	43558352	43558852	501	*	Intron (ENST00000617451.4/5792, intron 5 of 7)	1	43525187	43623666	98480	1	5792	33165	ENSG00000142949	PTPRF	protein tyrosine phosphatase receptor type F
chr1	43649779	43650279	501	*	Promoter	1	43650149	43931014	280866	1	9682	0	ENSG00000066135	KDM4A	lysine demethylase 4A
chr1	50108622	50109122	501	*	5' UTR	1	50024029	50203772	179744	1	1996	84593	ENSG00000162374	ELAVL4	ELAV like RNA binding protein 4
chr1	50110672	50111172	501	*	Intron (ENST00000651693.1/1996, intron 3 of 6)	1	50024029	50203772	179744	1	1996	86643	ENSG00000162374	ELAVL4	ELAV like RNA binding protein 4
chr1	50132056	50132556	501	*	Intron (ENST00000651693.1/1996, intron 3 of 6)	1	50024029	50203772	179744	1	1996	108027	ENSG00000162374	ELAVL4	ELAV like RNA binding protein 4
chr1	50139602	50140102	501	*	Intron (ENST00000651693.1/1996, intron 3 of 6)	1	50024029	50203772	179744	1	1996	115573	ENSG00000162374	ELAVL4	ELAV like RNA binding protein 4
chr1	98050272	98050772	501	*	Promoter	1	97986740	98049863	63124	2	400765	-409	ENSG00000225206	MIR137HG	MIR137 host gene
chr1	98054656	98055156	501	*	Distal Intergenic	1	97986740	98049863	63124	2	400765	-4793	ENSG00000225206	MIR137HG	MIR137 host gene
chr1	98103556	98104056	501	*	Distal Intergenic	1	97986740	98049863	63124	2	400765	-53693	ENSG00000225206	MIR137HG	MIR137 host gene
chr1	98140236	98140736	501	*	Distal Intergenic	1	98210747	98272658	61912	1	729987	-70011	ENSG00000226053	LINC01776	long intergenic non-protein coding RNA 1776
chr1	98083677	98084177	501	*	Distal Intergenic	1	97986740	98049863	63124	2	400765	-33814	ENSG00000225206	MIR137HG	MIR137 host gene
chr1	98140236	98140736	501	*	Distal Intergenic	1	98210747	98272658	61912	1	729987	-70011	ENSG00000226053	LINC01776	long intergenic non-protein coding RNA 1776
chr1	98142452	98142952	501	*	Distal Intergenic	1	98210747	98272658	61912	1	729987	-67795	ENSG00000226053	LINC01776	long intergenic non-protein coding RNA 1776
chr1	98140236	98140736	501	*	Distal Intergenic	1	98210747	98272658	61912	1	729987	-70011	ENSG00000226053	LINC01776	long intergenic non-protein coding RNA 1776
chr1	98142452	98142952	501	*	Distal Intergenic	1	98210747	98272658	61912	1	729987	-67795	ENSG00000226053	LINC01776	long intergenic non-protein coding RNA 1776
chr1	98140236	98140736	501	*	Distal Intergenic	1	98210747	98272658	61912	1	729987	-70011	ENSG00000226053	LINC01776	long intergenic non-protein coding RNA 1776
chr1	98142452	98142952	501	*	Distal Intergenic	1	98210747	98272658	61912	1	729987	-67795	ENSG00000226053	LINC01776	long intergenic non-protein coding RNA 1776
chr1	114757805	114758305	501	*	5' UTR	1	114716913	114758676	41764	2	7812	371	ENSG00000009307	CSDE1	cold shock domain containing E1
chr1	153880964	153881464	501	*	Intron (ENST00000368655.5/57459, intron 1 of 10)	1	153789030	153923360	134331	2	57459	41896	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	153882233	153882733	501	*	Intron (ENST00000368655.5/57459, intron 1 of 10)	1	153789030	153923360	134331	2	57459	40627	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	153899457	153899957	501	*	Intron (ENST00000368655.5/57459, intron 1 of 10)	1	153789030	153923360	134331	2	57459	23403	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B
chr1	243313523	243314023	501	*	Intron (ENST00000366541.8/10806, intron 8 of 17)	1	243346176	243346255	80	1	100616343	-32153	ENSG00000265201	MIR4677	microRNA 4677
chr1	243313523	243314023	501	*	Intron (ENST00000366541.8/10806, intron 8 of 17)	1	243346176	243346255	80	1	100616343	-32153	ENSG00000265201	MIR4677	microRNA 4677
chr1	243370436	243370936	501	*	Intron (ENST00000366541.8/10806, intron 12 of 17)	1	243346176	243346255	80	1	100616343	24260	ENSG00000265201	MIR4677	microRNA 4677
chr1	243376523	243377023	501	*	Intron (ENST00000366541.8/10806, intron 12 of 17)	1	243346176	243346255	80	1	100616343	30347	ENSG00000265201	MIR4677	microRNA 4677
chr1	243378677	243379177	501	*	Exon (ENST00000366541.8/10806, exon 13 of 18)	1	243346176	243346255	80	1	100616343	32501	ENSG00000265201	MIR4677	microRNA 4677
chr1	243393019	243393519	501	*	Intron (ENST00000366541.8/10806, intron 13 of 17)	1	243346176	243346255	80	1	100616343	46843	ENSG00000265201	MIR4677	microRNA 4677
chr1	243396961	243397461	501	*	Intron (ENST00000366541.8/10806, intron 13 of 17)	1	243346176	243346255	80	1	100616343	50785	ENSG00000265201	MIR4677	microRNA 4677
chr1	243406426	243406926	501	*	Intron (ENST00000366541.8/10806, intron 13 of 17)	1	243346176	243346255	80	1	100616343	60250	ENSG00000265201	MIR4677	microRNA 4677
chr1	243449272	243449772	501	*	Intron (ENST00000366541.8/10806, intron 16 of 17)	1	243346176	243346255	80	1	100616343	103096	ENSG00000265201	MIR4677	microRNA 4677
chr1	243558678	243559178	501	*	Intron (ENST00000336199.9/10000, intron 9 of 13)	1	243346176	243346255	80	1	100616343	212502	ENSG00000265201	MIR4677	microRNA 4677
chr2	2325034	2325534	501	*	Exon (ENST00000422175.1/730811, exon 2 of 2)	2	2319232	2327110	7879	1	730811	5802	ENSG00000225619	MYT1L-AS1	MYT1L antisense RNA 1
chr2	2328867	2329367	501	*	Intron (ENST00000647738.2/23040, intron 1 of 24)	2	1789113	2331664	542552	2	23040	2297	ENSG00000186487	MYT1L	myelin transcription factor 1 like
chr2	2331822	2332322	501	*	Promoter	2	1789113	2331664	542552	2	23040	-158	ENSG00000186487	MYT1L	myelin transcription factor 1 like
chr2	2332349	2332849	501	*	Promoter	2	1789113	2331664	542552	2	23040	-685	ENSG00000186487	MYT1L	myelin transcription factor 1 like
chr2	2332983	2333483	501	*	Distal Intergenic	2	1789113	2331664	542552	2	23040	-1319	ENSG00000186487	MYT1L	myelin transcription factor 1 like
chr2	22500611	22501111	501	*	Intron (ENST00000450551.1/ENST00000450551.1, intron 1 of 4)	2	22508129	22548800	40672	1	102723362	-7018	ENSG00000233587	LINC01884	long intergenic non-protein coding RNA 1884
chr2	22501853	22502353	501	*	Intron (ENST00000450551.1/ENST00000450551.1, intron 1 of 4)	2	22508129	22548800	40672	1	102723362	-5776	ENSG00000233587	LINC01884	long intergenic non-protein coding RNA 1884
chr2	48414610	48415110	501	*	Distal Intergenic	2	48440598	48515391	74794	1	129285	-25488	ENSG00000162869	PPP1R21	protein phosphatase 1 regulatory subunit 21
chr2	48416122	48416622	501	*	Distal Intergenic	2	48440598	48515391	74794	1	129285	-23976	ENSG00000162869	PPP1R21	protein phosphatase 1 regulatory subunit 21
chr2	48439958	48440458	501	*	Promoter	2	48440598	48515391	74794	1	129285	-140	ENSG00000162869	PPP1R21	protein phosphatase 1 regulatory subunit 21
chr2	48529238	48529738	501	*	Promoter	2	48529546	48598513	68968	1	11037	0	ENSG00000243244	STON1	stonin 1
chr2	48529871	48530371	501	*	Promoter	2	48529925	48776517	246593	1	286749	0	ENSG00000068781	STON1-GTF2A1L	STON1-GTF2A1L readthrough
chr2	60274009	60274509	501	*	Distal Intergenic	2	60387362	60387445	84	2	100616473	112936	ENSG00000266078	MIR4432	microRNA 4432
chr2	60316282	60316782	501	*	Distal Intergenic	2	60387362	60387445	84	2	100616473	70663	ENSG00000266078	MIR4432	microRNA 4432
chr2	60274009	60274509	501	*	Distal Intergenic	2	60387362	60387445	84	2	100616473	112936	ENSG00000266078	MIR4432	microRNA 4432
chr2	60316282	60316782	501	*	Distal Intergenic	2	60387362	60387445	84	2	100616473	70663	ENSG00000266078	MIR4432	microRNA 4432
chr2	60273266	60273766	501	*	Distal Intergenic	2	60387362	60387445	84	2	100616473	113679	ENSG00000266078	MIR4432	microRNA 4432
chr2	60316282	60316782	501	*	Distal Intergenic	2	60387362	60387445	84	2	100616473	70663	ENSG00000266078	MIR4432	microRNA 4432
chr2	60273266	60273766	501	*	Distal Intergenic	2	60387362	60387445	84	2	100616473	113679	ENSG00000266078	MIR4432	microRNA 4432
chr2	60316282	60316782	501	*	Distal Intergenic	2	60387362	60387445	84	2	100616473	70663	ENSG00000266078	MIR4432	microRNA 4432
chr2	72897933	72898433	501	*	Distal Intergenic	2	72887382	72892158	4777	1	6697	10551	ENSG00000116096	SPR	sepiapterin reductase
chr2	72917302	72917802	501	*	5' UTR	2	72916260	72934891	18632	1	2016	1042	ENSG00000135638	EMX1	empty spiracles homeobox 1
chr2	72936018	72936518	501	*	Exon (ENST00000616281.1/ENST00000616281.1, exon 1 of 1)	2	72916260	72934891	18632	1	2016	19758	ENSG00000135638	EMX1	empty spiracles homeobox 1
chr2	72937248	72937748	501	*	Distal Intergenic	2	72916260	72934891	18632	1	2016	20988	ENSG00000135638	EMX1	empty spiracles homeobox 1
chr2	72947867	72948367	501	*	Intron (ENST00000474528.5/94097, intron 13 of 13)	2	72916260	72934891	18632	1	2016	31607	ENSG00000135638	EMX1	empty spiracles homeobox 1
chr2	76204752	76205252	501	*	Intron (ENST00000670606.1/ENST00000670606.1, intron 4 of 4)	2	75652000	75710985	58986	2	6936	-493767	ENSG00000005436	GCFC2	GC-rich sequence DNA-binding factor 2
chr2	172065704	172066204	501	*	Exon (ENST00000315796.5/254042, exon 4 of 10)	2	172084740	172089677	4938	1	1745	-18536	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172066419	172066919	501	*	Intron (ENST00000315796.5/254042, intron 5 of 9)	2	172084740	172089677	4938	1	1745	-17821	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172071957	172072457	501	*	Exon (ENST00000392582.2/254042, exon 4 of 4)	2	172084740	172089677	4938	1	1745	-12283	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172072644	172073144	501	*	Intron (ENST00000315796.5/254042, intron 6 of 9)	2	172084740	172089677	4938	1	1745	-11596	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172073192	172073692	501	*	Intron (ENST00000315796.5/254042, intron 6 of 9)	2	172084740	172089677	4938	1	1745	-11048	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172075230	172075730	501	*	Intron (ENST00000315796.5/254042, intron 6 of 9)	2	172084740	172089677	4938	1	1745	-9010	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172075860	172076360	501	*	Intron (ENST00000315796.5/254042, intron 6 of 9)	2	172084740	172089677	4938	1	1745	-8380	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172076816	172077316	501	*	Intron (ENST00000315796.5/254042, intron 6 of 9)	2	172084740	172089677	4938	1	1745	-7424	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172078528	172079028	501	*	Intron (ENST00000315796.5/254042, intron 7 of 9)	2	172084740	172089677	4938	1	1745	-5712	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172079087	172079587	501	*	Exon (ENST00000315796.5/254042, exon 8 of 10)	2	172084740	172089677	4938	1	1745	-5153	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172079942	172080442	501	*	3' UTR	2	172084740	172089677	4938	1	1745	-4298	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172080516	172081016	501	*	3' UTR	2	172084740	172089677	4938	1	1745	-3724	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172081094	172081594	501	*	3' UTR	2	172084740	172089677	4938	1	1745	-3146	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172082884	172083384	501	*	Distal Intergenic	2	172084740	172089677	4938	1	1745	-1356	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172083677	172084177	501	*	Promoter	2	172084740	172089677	4938	1	1745	-563	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172084435	172084935	501	*	Promoter	2	172084740	172089677	4938	1	1745	0	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172085154	172085654	501	*	5' UTR	2	172084740	172089677	4938	1	1745	414	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172086065	172086565	501	*	Exon (ENST00000475989.2/1745, exon 1 of 2)	2	172084740	172089677	4938	1	1745	1325	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172086840	172087340	501	*	Exon (ENST00000361609.4/1745, exon 3 of 3)	2	172084740	172089677	4938	1	1745	2100	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172087938	172088438	501	*	3' UTR	2	172084740	172089677	4938	1	1745	3198	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172088456	172088956	501	*	3' UTR	2	172084740	172089677	4938	1	1745	3716	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172089487	172089987	501	*	3' UTR	2	172084740	172089677	4938	1	1745	4747	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172090022	172090522	501	*	Distal Intergenic	2	172084740	172089677	4938	1	1745	5282	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172091210	172091710	501	*	Distal Intergenic	2	172084740	172089677	4938	1	1745	6470	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172091807	172092307	501	*	Distal Intergenic	2	172084740	172089677	4938	1	1745	7067	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172092453	172092953	501	*	Distal Intergenic	2	172084740	172089677	4938	1	1745	7713	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172093008	172093508	501	*	Distal Intergenic	2	172084740	172089677	4938	1	1745	8268	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172093787	172094287	501	*	Distal Intergenic	2	172099438	172102900	3463	2	1746	8613	ENSG00000115844	DLX2	distal-less homeobox 2
chr2	172094547	172095047	501	*	Distal Intergenic	2	172099438	172102900	3463	2	1746	7853	ENSG00000115844	DLX2	distal-less homeobox 2
chr2	172095332	172095832	501	*	Distal Intergenic	2	172099438	172102900	3463	2	1746	7068	ENSG00000115844	DLX2	distal-less homeobox 2
chr2	172096450	172096950	501	*	Distal Intergenic	2	172099438	172102900	3463	2	1746	5950	ENSG00000115844	DLX2	distal-less homeobox 2
chr2	172097180	172097680	501	*	Distal Intergenic	2	172099438	172102900	3463	2	1746	5220	ENSG00000115844	DLX2	distal-less homeobox 2
chr2	172097729	172098229	501	*	Distal Intergenic	2	172099438	172102900	3463	2	1746	4671	ENSG00000115844	DLX2	distal-less homeobox 2
chr2	172098619	172099119	501	*	Distal Intergenic	2	172099438	172102900	3463	2	1746	3781	ENSG00000115844	DLX2	distal-less homeobox 2
chr2	172101524	172102024	501	*	Exon (ENST00000234198.9/1746, exon 2 of 3)	2	172099438	172102900	3463	2	1746	876	ENSG00000115844	DLX2	distal-less homeobox 2
chr2	172102714	172103214	501	*	Promoter	2	172103006	172109982	6977	1	104326193	0	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103776	172104276	501	*	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	770	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172106143	172106643	501	*	Exon (ENST00000448117.1/104326193, exon 3 of 5)	2	172103006	172109982	6977	1	104326193	3137	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172066419	172066919	501	*	Intron (ENST00000315796.5/254042, intron 5 of 9)	2	172084740	172089677	4938	1	1745	-17821	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172071957	172072457	501	*	Exon (ENST00000392582.2/254042, exon 4 of 4)	2	172084740	172089677	4938	1	1745	-12283	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172072644	172073144	501	*	Intron (ENST00000315796.5/254042, intron 6 of 9)	2	172084740	172089677	4938	1	1745	-11596	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172075230	172075730	501	*	Intron (ENST00000315796.5/254042, intron 6 of 9)	2	172084740	172089677	4938	1	1745	-9010	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172075860	172076360	501	*	Intron (ENST00000315796.5/254042, intron 6 of 9)	2	172084740	172089677	4938	1	1745	-8380	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172080516	172081016	501	*	3' UTR	2	172084740	172089677	4938	1	1745	-3724	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172081094	172081594	501	*	3' UTR	2	172084740	172089677	4938	1	1745	-3146	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172082884	172083384	501	*	Distal Intergenic	2	172084740	172089677	4938	1	1745	-1356	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172083677	172084177	501	*	Promoter	2	172084740	172089677	4938	1	1745	-563	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172084435	172084935	501	*	Promoter	2	172084740	172089677	4938	1	1745	0	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172085154	172085654	501	*	5' UTR	2	172084740	172089677	4938	1	1745	414	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172086065	172086565	501	*	Exon (ENST00000475989.2/1745, exon 1 of 2)	2	172084740	172089677	4938	1	1745	1325	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172087938	172088438	501	*	3' UTR	2	172084740	172089677	4938	1	1745	3198	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172089487	172089987	501	*	3' UTR	2	172084740	172089677	4938	1	1745	4747	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172090022	172090522	501	*	Distal Intergenic	2	172084740	172089677	4938	1	1745	5282	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172090681	172091181	501	*	Distal Intergenic	2	172084740	172089677	4938	1	1745	5941	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172091210	172091710	501	*	Distal Intergenic	2	172084740	172089677	4938	1	1745	6470	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172091807	172092307	501	*	Distal Intergenic	2	172084740	172089677	4938	1	1745	7067	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172093787	172094287	501	*	Distal Intergenic	2	172099438	172102900	3463	2	1746	8613	ENSG00000115844	DLX2	distal-less homeobox 2
chr2	172094547	172095047	501	*	Distal Intergenic	2	172099438	172102900	3463	2	1746	7853	ENSG00000115844	DLX2	distal-less homeobox 2
chr2	172095332	172095832	501	*	Distal Intergenic	2	172099438	172102900	3463	2	1746	7068	ENSG00000115844	DLX2	distal-less homeobox 2
chr2	172096450	172096950	501	*	Distal Intergenic	2	172099438	172102900	3463	2	1746	5950	ENSG00000115844	DLX2	distal-less homeobox 2
chr2	172097180	172097680	501	*	Distal Intergenic	2	172099438	172102900	3463	2	1746	5220	ENSG00000115844	DLX2	distal-less homeobox 2
chr2	172097729	172098229	501	*	Distal Intergenic	2	172099438	172102900	3463	2	1746	4671	ENSG00000115844	DLX2	distal-less homeobox 2
chr2	172098619	172099119	501	*	Distal Intergenic	2	172099438	172102900	3463	2	1746	3781	ENSG00000115844	DLX2	distal-less homeobox 2
chr2	172102714	172103214	501	*	Promoter	2	172103006	172109982	6977	1	104326193	0	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103776	172104276	501	*	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	770	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172066419	172066919	501	*	Intron (ENST00000315796.5/254042, intron 5 of 9)	2	172084740	172089677	4938	1	1745	-17821	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172071957	172072457	501	*	Exon (ENST00000392582.2/254042, exon 4 of 4)	2	172084740	172089677	4938	1	1745	-12283	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172072644	172073144	501	*	Intron (ENST00000315796.5/254042, intron 6 of 9)	2	172084740	172089677	4938	1	1745	-11596	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172075230	172075730	501	*	Intron (ENST00000315796.5/254042, intron 6 of 9)	2	172084740	172089677	4938	1	1745	-9010	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172075860	172076360	501	*	Intron (ENST00000315796.5/254042, intron 6 of 9)	2	172084740	172089677	4938	1	1745	-8380	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172080516	172081016	501	*	3' UTR	2	172084740	172089677	4938	1	1745	-3724	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172081094	172081594	501	*	3' UTR	2	172084740	172089677	4938	1	1745	-3146	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172082884	172083384	501	*	Distal Intergenic	2	172084740	172089677	4938	1	1745	-1356	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172083677	172084177	501	*	Promoter	2	172084740	172089677	4938	1	1745	-563	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172084435	172084935	501	*	Promoter	2	172084740	172089677	4938	1	1745	0	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172085154	172085654	501	*	5' UTR	2	172084740	172089677	4938	1	1745	414	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172086065	172086565	501	*	Exon (ENST00000475989.2/1745, exon 1 of 2)	2	172084740	172089677	4938	1	1745	1325	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172087938	172088438	501	*	3' UTR	2	172084740	172089677	4938	1	1745	3198	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172089487	172089987	501	*	3' UTR	2	172084740	172089677	4938	1	1745	4747	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172090022	172090522	501	*	Distal Intergenic	2	172084740	172089677	4938	1	1745	5282	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172090681	172091181	501	*	Distal Intergenic	2	172084740	172089677	4938	1	1745	5941	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172091210	172091710	501	*	Distal Intergenic	2	172084740	172089677	4938	1	1745	6470	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172091807	172092307	501	*	Distal Intergenic	2	172084740	172089677	4938	1	1745	7067	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172093787	172094287	501	*	Distal Intergenic	2	172099438	172102900	3463	2	1746	8613	ENSG00000115844	DLX2	distal-less homeobox 2
chr2	172094547	172095047	501	*	Distal Intergenic	2	172099438	172102900	3463	2	1746	7853	ENSG00000115844	DLX2	distal-less homeobox 2
chr2	172095332	172095832	501	*	Distal Intergenic	2	172099438	172102900	3463	2	1746	7068	ENSG00000115844	DLX2	distal-less homeobox 2
chr2	172096450	172096950	501	*	Distal Intergenic	2	172099438	172102900	3463	2	1746	5950	ENSG00000115844	DLX2	distal-less homeobox 2
chr2	172097180	172097680	501	*	Distal Intergenic	2	172099438	172102900	3463	2	1746	5220	ENSG00000115844	DLX2	distal-less homeobox 2
chr2	172097729	172098229	501	*	Distal Intergenic	2	172099438	172102900	3463	2	1746	4671	ENSG00000115844	DLX2	distal-less homeobox 2
chr2	172098619	172099119	501	*	Distal Intergenic	2	172099438	172102900	3463	2	1746	3781	ENSG00000115844	DLX2	distal-less homeobox 2
chr2	172102714	172103214	501	*	Promoter	2	172103006	172109982	6977	1	104326193	0	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172103776	172104276	501	*	Exon (ENST00000448117.1/104326193, exon 2 of 5)	2	172103006	172109982	6977	1	104326193	770	ENSG00000236651	DLX2-DT	DLX2 divergent transcript
chr2	172066419	172066919	501	*	Intron (ENST00000315796.5/254042, intron 5 of 9)	2	172084740	172089677	4938	1	1745	-17821	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172071957	172072457	501	*	Exon (ENST00000392582.2/254042, exon 4 of 4)	2	172084740	172089677	4938	1	1745	-12283	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172072644	172073144	501	*	Intron (ENST00000315796.5/254042, intron 6 of 9)	2	172084740	172089677	4938	1	1745	-11596	ENSG00000144355	DLX1	distal-less homeobox 1
chr2	172073192	172073692	501	*	Intron (ENST00000315796.5/254042, intron 6 of 9)	2	172084740	172089677	4938	1	1745	-11048	ENSG00000144355	DLX1	distal-less homeobox 1
