CLUSTER	GENE	AVG_EXP	PERCENTAGE
C11	LHX6	1.5169032258064516	38.5093167701863
C2	LHX6	2.2006783216783217	13.6320305052431
C3	LHX6	0.9545763888888888	43.3734939759036
C4	LHX6	0.9192363636363636	17.6282051282051
C6	LHX6	1.036710743801653	27.313769751693
C7	LHX6	1.6697890743550834	83.4177215189873
C8	LHX6	1.6197955801104973	34.280303030303
C9	LHX6	1.259944	28.2485875706215
C1	NXPH1	1.2273961038961039	74.7572815533981
C10	NXPH1	2.126475845410628	63.013698630137
C11	NXPH1	1.8604482758620688	72.0496894409938
C2	NXPH1	3.4468113553113553	52.0495710200191
C3	NXPH1	1.0190266075388026	67.921686746988
C4	NXPH1	1.5850247252747252	58.3333333333333
C6	NXPH1	1.3686692607003892	58.0135440180587
C7	NXPH1	1.2325320813771519	80.8860759493671
C8	NXPH1	1.5897670682730924	47.1590909090909
C9	NXPH1	1.4262150735294117	61.4689265536723
C1	MEIS2	2.538674285714286	84.9514563106796
C10	MEIS2	2.565485564304462	57.9908675799087
C11	MEIS2	1.9536923076923076	64.5962732919255
C2	MEIS2	2.8207609254498713	37.0829361296473
C3	MEIS2	2.2560694444444445	86.7469879518072
C4	MEIS2	2.283744874715262	70.3525641025641
C6	MEIS2	2.6443870967741936	76.9751693002257
C7	MEIS2	1.4289283489096574	81.2658227848101
C8	MEIS2	2.438788519637462	62.6893939393939
C9	MEIS2	2.100916932907348	70.7344632768362
C1	ZFHX3	1.9376132596685083	87.8640776699029
C10	ZFHX3	1.934641826923077	63.3181126331811
C11	ZFHX3	1.4785882352941178	63.3540372670807
C2	ZFHX3	2.108647564469914	33.2697807435653
C3	ZFHX3	1.5067752808988764	80.421686746988
C4	ZFHX3	1.7241845386533665	64.2628205128205
C6	ZFHX3	2.43530303030303	81.941309255079
C7	ZFHX3	1.545718887262079	86.4556962025317
C8	ZFHX3	2.1315835616438354	69.1287878787879
C9	ZFHX3	1.6457799671592774	68.8135593220339
C1	SPI1	0.6849090909090909	16.0194174757282
C10	SPI1	1.26245	9.1324200913242
C11	SPI1	1.1182727272727273	20.4968944099379
C2	SPI1	2.0778454545454546	10.4861773117255
C3	SPI1	0.6240956937799043	31.4759036144578
C4	SPI1	0.7844129032258065	24.8397435897436
C6	SPI1	0.7998265306122448	22.1218961625282
C7	SPI1	0.5454844444444444	28.4810126582279
C8	SPI1	1.001421686746988	15.719696969697
C9	SPI1	0.997639455782313	16.6101694915254
C1	LHX8	0.45367045454545457	42.7184466019417
C10	LHX8	1.4076	33.4855403348554
C11	LHX8	1.2199295774647887	44.0993788819876
C2	LHX8	2.2303511904761906	32.0305052430887
C3	LHX8	0.8146060606060606	49.6987951807229
C4	LHX8	1.0010977777777779	36.0576923076923
C6	LHX8	0.7774050632911392	35.665914221219
C7	LHX8	0.6299140811455848	53.0379746835443
C8	LHX8	1.0263658536585365	23.2954545454545
C9	LHX8	1.0936126984126984	35.5932203389831
C1	ISL1	1.9024904458598726	76.2135922330097
C10	ISL1	2.05962893081761	24.2009132420091
C11	ISL1	1.46198	31.055900621118
C2	ISL1	3.097205223880597	25.5481410867493
C3	ISL1	1.2020179104477613	50.4518072289157
C4	ISL1	1.38364	36.0576923076923
C6	ISL1	1.4268978494623656	41.9864559819413
C7	ISL1	0.8850960960960961	42.1518987341772
C8	ISL1	1.5427045454545454	25
C9	ISL1	1.5495255972696245	33.1073446327684
C1	GBX2	0.7741034482758621	42.2330097087379
C10	GBX2	2.4202663316582913	30.2891933028919
C11	GBX2	1.6871	18.6335403726708
C2	GBX2	3.1512373737373736	18.8751191611058
C3	GBX2	1.4703181818181819	53.0120481927711
C4	GBX2	1.7297651515151515	42.3076923076923
C6	GBX2	1.654579268292683	37.020316027088
C7	GBX2	1.4125934782608696	58.2278481012658
C8	GBX2	2.0250666666666666	34.0909090909091
C9	GBX2	1.6355	33.2203389830508
